joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
-1.545620,-0.529036,-0.042688,-0.146421,-0.196402,-0.461015,0.166320,0.344787,-0.317013,1.949900,-0.374794,0.192145,-0.285579,-1.655719,0.425691,1.084907,-1.161639,-1.337029,0.307111,0.335309,-0.382816,-0.366563,-0.404468,-0.001268,0.000001,-0.100386,-0.027837,-0.000002,0.000001
-1.117787,-0.981221,-0.098740,-0.116793,-0.222613,-0.286617,0.098002,0.267910,-0.297962,2.025014,1.038235,-0.078801,-0.690261,-4.098210,-0.728230,1.030242,-0.931500,-2.221012,0.494297,0.116391,-0.167388,-0.891864,-0.812370,-0.005068,0.000001,-0.401540,-0.236689,-0.000006,0.000002
-1.140773,-1.199716,-0.012325,-0.034887,-0.218834,-0.114727,-0.030058,0.072190,-0.320297,1.429445,1.037827,0.054909,-0.472347,-2.760299,-0.565489,0.962076,-0.923216,-2.036228,0.626984,0.133146,-0.213907,-0.725436,-0.574127,-0.002534,-0.000000,-0.259785,-0.149710,-0.000003,0.000001
-1.603094,-1.075277,0.173348,0.058345,-0.186958,-0.031292,-0.153829,-0.144511,-0.372853,0.460988,-0.375816,0.526416,0.259200,1.689045,0.832546,0.914490,-1.140937,-0.875071,0.638827,0.377198,-0.499113,0.049508,0.191143,0.005068,-0.000001,0.254001,0.189609,0.000006,-0.000002
-1.872978,-1.255190,0.052359,-0.034465,-0.352445,-0.067444,-0.140936,-0.193427,-0.269302,0.859746,-0.047988,0.107661,0.050022,1.751065,0.674514,0.789744,-1.037665,-0.408273,0.537134,0.360602,-0.522340,0.076014,0.161856,0.003801,-0.000001,0.301153,0.201951,0.000004,-0.000001
-1.987731,-1.492465,-0.143630,-0.201731,-0.563701,-0.130540,-0.073091,-0.144513,-0.178310,1.529068,0.772598,-0.483996,-0.391652,0.377354,0.004464,0.658172,-0.853893,-0.323258,0.404904,0.252572,-0.449163,-0.156373,-0.123489,-0.000000,0.000000,0.147536,0.102128,-0.000000,0.000000
-1.984662,-1.540098,-0.182959,-0.331867,-0.669134,-0.127941,-0.032011,-0.067725,-0.268541,1.372328,0.837228,-0.531200,-0.357602,0.519502,-0.133555,0.590111,-0.830124,-0.307442,0.325139,0.222321,-0.445160,-0.158098,-0.126389,0.000000,0.000000,0.059017,0.104954,0.000000,0.000000
-1.904231,-1.740366,-0.210088,-0.385605,-0.682110,-0.074791,-0.042096,-0.009047,-0.313101,1.170430,1.226276,-0.592621,-0.337146,0.641879,-0.231896,0.459716,-0.736316,-0.280748,0.261448,0.182170,-0.428896,-0.168070,-0.136626,0.000000,-0.000000,0.000004,0.102770,-0.000000,-0.000000
-1.786655,-1.993132,-0.211453,-0.336075,-0.596140,0.002334,-0.098302,0.002185,-0.289711,1.024315,1.745218,-0.637548,-0.340515,0.683299,-0.241386,0.332181,-0.619371,-0.256522,0.245675,0.152194,-0.408505,-0.181308,-0.149074,-0.000000,0.000000,0.000001,0.096669,-0.000001,0.000000
-1.646796,-2.031702,-0.254214,-0.471061,-0.619326,-0.021908,-0.066556,0.171643,-0.333838,0.736764,1.930627,-0.733116,-0.258096,0.751586,-0.493785,0.180671,-0.439411,-0.206160,0.205574,0.104554,-0.380114,-0.210387,-0.132594,0.000000,0.000000,0.000000,0.100205,-0.000000,0.000000
-1.552686,-1.883361,-0.324376,-0.664469,-0.700853,-0.082972,-0.021103,0.324136,-0.455098,0.532252,1.813293,-0.804818,-0.102363,0.753097,-0.711558,0.068566,-0.274557,-0.167176,0.187618,0.067499,-0.357897,-0.213927,-0.078967,0.000000,-0.000000,0.000001,0.118819,0.000001,-0.000000
-1.572362,-1.575381,-0.407939,-0.790207,-0.789905,-0.116317,-0.036193,0.284467,-0.663105,0.635254,1.423985,-0.778142,0.114209,0.594188,-0.617160,0.059251,-0.202930,-0.177085,0.238283,0.069290,-0.356027,-0.150543,0.020039,0.000000,-0.000000,0.000000,0.157950,0.000000,0.000000
-1.624793,-1.410776,-0.462234,-0.808734,-0.841545,-0.152167,0.006143,0.251503,-0.726043,0.562620,1.066127,-0.847606,0.240043,0.652842,-0.475895,0.055711,-0.140072,-0.147495,0.386938,0.048818,-0.347383,-0.126562,0.050962,0.000000,0.000000,0.000000,0.172123,-0.000001,0.000000
-1.683772,-1.471856,-0.460116,-0.710792,-0.829957,-0.172596,0.084737,0.241726,-0.612445,0.350663,0.918654,-0.978482,0.212221,0.899737,-0.358400,0.059713,-0.117420,-0.093202,0.559256,0.016318,-0.336289,-0.153977,-0.001663,-0.000000,0.000000,0.000000,0.154252,-0.000002,0.000000
-1.614735,-1.404113,-0.418328,-0.682970,-0.748993,-0.123079,0.129753,0.309669,-0.697347,0.181767,0.668025,-0.886944,0.287470,0.844020,-0.205515,0.012271,-0.212859,-0.051293,0.588070,0.013463,-0.361642,-0.111127,-0.046939,-0.000001,0.000000,0.000000,0.145674,-0.000002,0.000000
-1.546854,-1.382834,-0.324620,-0.604686,-0.576913,-0.047981,0.126935,0.357211,-0.771503,0.178173,0.593260,-0.723229,0.343033,0.810966,-0.105926,-0.038631,-0.295895,-0.030157,0.586559,0.024258,-0.382557,-0.048280,-0.076532,0.000000,0.000000,0.000000,0.141935,-0.000002,0.000000
-1.609287,-1.583287,-0.166742,-0.355355,-0.291974,0.008332,0.062026,0.286231,-0.625662,0.462106,0.973347,-0.637560,0.256139,1.125831,-0.148313,-0.045007,-0.236040,-0.038183,0.667888,0.032711,-0.358135,-0.015691,-0.082108,0.000001,0.000000,0.000000,0.138574,0.000002,0.000000
-1.607963,-1.586571,-0.099904,-0.201357,-0.127678,0.056118,0.050229,0.247322,-0.671768,0.600120,1.015472,-0.613797,0.207688,1.135272,-0.144228,0.043716,-0.179334,-0.038749,0.694138,0.051884,-0.338087,-0.022677,-0.108948,-0.000001,0.000000,0.000000,0.129122,0.000001,0.000000
-1.543570,-1.391056,-0.157524,-0.219693,-0.166178,0.071484,0.097442,0.259942,-0.886773,0.523216,0.698584,-0.663825,0.221911,0.834581,-0.095719,0.183176,-0.154132,-0.031570,0.652191,0.072195,-0.332445,-0.065741,-0.143635,-0.000003,0.000000,-0.000001,0.118305,-0.000004,0.000000
-1.392323,-1.317924,-0.111133,-0.132820,-0.040713,0.075913,0.051098,0.232753,-1.025495,0.433138,0.609663,-0.584848,0.167452,0.583404,0.032566,0.221571,-0.098622,-0.004581,0.585490,0.083686,-0.303040,-0.031900,-0.139898,0.000000,0.000000,0.000000,0.118462,0.000000,0.000000
-1.232174,-1.280564,-0.037232,-0.026618,0.110765,0.072891,-0.013344,0.190174,-1.105651,0.346348,0.594869,-0.419568,0.126135,0.399185,0.154656,0.205480,-0.016506,0.012535,0.517924,0.097327,-0.270684,0.040054,-0.120491,0.000002,0.000000,0.000001,0.124711,0.000004,0.000000
-1.141101,-1.192367,-0.012322,0.013033,0.150304,0.065906,-0.020425,0.156632,-1.144960,0.279298,0.500351,-0.210690,0.179793,0.299370,0.184570,0.181481,0.088516,-0.009907,0.473390,0.124091,-0.256184,0.111353,-0.108165,-0.000001,0.000001,-0.000001,0.132167,-0.000001,0.000000
-1.060024,-1.097304,-0.004606,0.048364,0.176384,0.025359,-0.036993,0.113479,-1.137196,0.205642,0.383636,0.072493,0.251091,0.213216,0.219131,0.062163,0.206742,-0.021002,0.432457,0.153071,-0.242244,0.200951,-0.106436,-0.000003,0.000001,-0.000001,0.135181,-0.000003,0.000000
-1.029485,-1.042902,-0.017940,0.061710,0.175965,-0.028476,-0.054764,0.082293,-1.086245,0.162205,0.303087,0.288398,0.304379,0.183803,0.241056,-0.092816,0.279061,-0.015204,0.415594,0.169778,-0.235833,0.264049,-0.116169,-0.000002,0.000001,0.000000,0.132246,-0.000001,0.000000
-0.966302,-0.961256,-0.019908,0.073110,0.162106,-0.022624,-0.019914,0.130237,-1.114788,0.129348,0.200585,0.395535,0.333622,0.161315,0.270632,-0.151694,0.254422,-0.021393,0.314954,0.176476,-0.250605,0.255314,-0.133467,0.000002,-0.000000,0.000001,0.129297,0.000003,-0.000000
-0.873706,-0.864103,-0.013070,0.089936,0.126435,-0.005980,0.018983,0.167977,-1.200239,0.089726,0.095505,0.455884,0.372726,0.138355,0.316690,-0.173162,0.206399,-0.027611,0.225426,0.180171,-0.279373,0.225255,-0.132704,0.000004,-0.000001,0.000001,0.140306,0.000004,-0.000000
-0.754949,-0.763202,0.000011,0.119558,0.060583,-0.027439,0.013353,0.106176,-1.320024,0.025988,0.007227,0.531431,0.455597,0.107528,0.388065,-0.215909,0.208567,-0.021897,0.241903,0.187868,-0.314955,0.224382,-0.088248,-0.000000,0.000000,-0.000001,0.179242,-0.000000,0.000000
-0.714812,-0.736988,0.021108,0.124910,0.001439,-0.032991,-0.011770,0.049528,-1.379957,-0.026092,-0.044519,0.537714,0.487589,0.071260,0.434040,-0.228103,0.228061,-0.043927,0.263363,0.188732,-0.335504,0.194153,-0.070965,-0.000001,0.000000,-0.000001,0.202639,-0.000001,0.000000
-0.773355,-0.798559,0.039674,0.103318,-0.021427,-0.019861,-0.043825,0.026357,-1.350065,-0.040478,-0.033855,0.471589,0.452702,0.047685,0.431621,-0.203647,0.255135,-0.082685,0.279076,0.182331,-0.330739,0.149688,-0.089499,0.000002,-0.000001,0.000001,0.198798,0.000002,-0.000000
-0.822374,-0.798827,0.018362,0.067264,-0.036605,-0.007235,-0.041078,0.048775,-1.363122,0.015801,-0.026983,0.442207,0.457288,0.063547,0.431253,-0.174858,0.248207,-0.049831,0.283607,0.182211,-0.330809,0.109112,-0.066310,-0.000001,0.000000,0.000000,0.209482,-0.000001,0.000000
-0.851706,-0.782424,-0.006589,0.043155,-0.033007,0.002346,-0.036721,0.063861,-1.396271,0.049385,-0.031009,0.433861,0.472775,0.081894,0.418079,-0.147556,0.225864,0.002234,0.284903,0.185244,-0.334385,0.082746,-0.043732,-0.000004,0.000001,-0.000001,0.220522,-0.000003,0.000000
-0.851187,-0.793979,0.001063,0.057400,0.000460,0.006340,-0.063946,0.018691,-1.426649,-0.033098,-0.053033,0.430849,0.470588,0.065771,0.377238,-0.127563,0.206687,0.021107,0.290915,0.188293,-0.340135,0.080916,-0.064093,0.000002,-0.000001,0.000001,0.217745,0.000002,-0.000000
-0.863582,-0.807974,-0.013226,0.066726,-0.001295,0.013807,-0.099136,-0.032302,-1.461887,-0.073436,-0.062311,0.426796,0.489330,0.058941,0.379333,-0.088742,0.200406,0.066178,0.311314,0.196774,-0.342593,0.065956,-0.054336,0.000004,-0.000001,0.000001,0.226306,0.000003,-0.000000
-0.882697,-0.817415,-0.042312,0.066468,-0.037393,0.021015,-0.124696,-0.063619,-1.484365,-0.051451,-0.054201,0.423726,0.519629,0.064819,0.423320,-0.050505,0.210166,0.114911,0.335902,0.206448,-0.340527,0.045344,-0.019342,0.000000,0.000000,-0.000001,0.241924,0.000000,0.000000
-0.873792,-0.827858,-0.029910,0.082797,0.020821,0.048111,-0.101224,-0.055933,-1.353369,-0.066671,-0.018042,0.372487,0.441279,0.101338,0.379701,-0.073333,0.164406,0.158455,0.343302,0.195287,-0.312567,0.017151,-0.052410,0.000000,0.000000,0.000000,0.212757,-0.000000,0.000000
-0.738919,-0.712448,-0.009977,0.101291,0.101323,0.062547,-0.071758,-0.041438,-1.012401,-0.096267,0.006455,0.270435,0.318594,0.145201,0.328184,-0.091356,0.094444,0.191165,0.338716,0.171854,-0.279979,-0.025141,-0.113207,0.000001,-0.000000,0.000001,0.172786,0.000001,0.000000
-0.380135,-0.344336,-0.016466,0.107530,0.132091,0.031778,-0.079341,-0.052325,-0.404962,-0.117415,-0.020409,0.114928,0.215895,0.173109,0.348483,-0.038707,0.031598,0.207400,0.327346,0.144711,-0.264037,-0.088048,-0.161400,0.000000,0.000000,0.000000,0.155991,0.000000,0.000000
-0.114673,-0.071239,-0.028765,0.146629,0.143708,0.009236,-0.096000,-0.098122,0.000000,-0.138479,-0.027883,-0.006685,0.142485,0.199690,0.352012,0.014386,0.000751,0.224428,0.344544,0.125118,-0.250503,-0.122726,-0.198931,0.000000,0.000000,0.000000,0.143204,-0.000000,0.000000
-0.075275,-0.029704,-0.040723,0.199042,0.130366,0.006193,-0.113407,-0.155932,0.000000,-0.148928,-0.012240,-0.033598,0.135072,0.211654,0.337007,0.041376,0.017332,0.233735,0.381714,0.122876,-0.246149,-0.111830,-0.207025,0.000000,-0.000000,0.000000,0.140817,0.000000,-0.000000
0.023830,0.034431,-0.031103,0.225108,0.114630,-0.003444,-0.129819,-0.195329,0.000000,-0.181028,-0.020549,-0.059800,0.105106,0.208738,0.361829,0.033644,0.026786,0.297194,0.416980,0.111881,-0.238672,-0.083885,-0.212801,-0.000006,0.000001,-0.000001,0.137669,-0.000007,0.000000
0.094166,0.068751,-0.010527,0.237280,0.136037,-0.005417,-0.130668,-0.195829,0.000000,-0.218329,-0.038326,-0.077964,0.062719,0.206168,0.380841,0.012365,0.025001,0.364098,0.438287,0.100435,-0.230686,-0.056425,-0.213146,-0.000011,0.000002,-0.000001,0.135806,-0.000013,0.000000
0.047249,0.020862,0.010387,0.248016,0.234131,0.014531,-0.101392,-0.136951,0.000000,-0.244406,-0.051096,-0.080771,0.018044,0.219177,0.348409,-0.001293,0.007868,0.383744,0.433593,0.096849,-0.224823,-0.046974,-0.204951,-0.000007,0.000001,0.000000,0.137276,-0.000008,0.000000
0.050351,0.011021,0.031111,0.275954,0.320234,0.010087,-0.108952,-0.128068,0.000000,-0.309554,-0.101128,-0.068891,-0.037911,0.206009,0.311535,-0.002989,-0.002898,0.336109,0.414390,0.096573,-0.212617,-0.016370,-0.182784,-0.000001,0.000001,0.000000,0.147132,-0.000003,0.000000
0.101921,0.044146,0.041283,0.307126,0.351294,-0.016528,-0.149569,-0.173624,0.000000,-0.381199,-0.163400,-0.048265,-0.077166,0.173245,0.288657,0.008130,-0.001915,0.245011,0.390280,0.099751,-0.200172,0.020087,-0.157723,0.000001,0.000001,0.000000,0.160445,0.000001,0.000000
-0.133222,0.107086,0.056690,0.634193,0.355665,-0.070229,-0.534782,-0.231980,0.000000,-0.849766,-0.200814,0.014503,-0.085178,0.378821,0.134148,0.008330,-0.016913,0.212452,0.191167,0.114521,-0.228238,0.001764,-0.161025,0.000003,-0.000001,0.000000,0.191380,0.000004,-0.000000
-0.300366,0.147682,0.069523,0.845721,0.329826,-0.094750,-0.802176,-0.279073,0.000000,-1.194188,-0.265673,0.093049,-0.082184,0.543460,-0.019220,-0.028288,0.010289,0.139261,0.000075,0.136885,-0.249599,-0.032464,-0.176388,0.000005,-0.000001,0.000000,0.217656,0.000006,-0.000000
-0.044814,0.113776,0.071978,0.530268,0.270256,-0.033825,-0.489332,-0.290840,0.000000,-0.893408,-0.410277,0.161003,-0.088420,0.387885,-0.038667,-0.127620,0.137866,-0.073734,0.000030,0.162847,-0.217041,-0.043711,-0.187519,0.000008,-0.000001,0.000001,0.216994,0.000010,-0.000000
0.188366,0.168273,0.083124,0.338028,0.249220,0.018248,-0.266928,-0.289005,0.000000,-0.795013,-0.641701,0.236434,-0.096457,0.301638,0.008071,-0.222030,0.296336,-0.233847,0.000000,0.183454,-0.169727,-0.028110,-0.153980,0.000007,-0.000001,0.000001,0.227468,0.000008,-0.000000
0.282580,0.283918,0.097387,0.365118,0.277231,0.035431,-0.246165,-0.274482,0.000000,-0.948188,-0.844216,0.281620,-0.102275,0.327834,0.097624,-0.264311,0.406460,-0.261018,0.000000,0.188398,-0.131311,0.006539,-0.092539,0.000002,-0.000000,0.000000,0.243835,0.000002,-0.000000
0.322258,0.409389,0.092499,0.421687,0.324109,-0.010355,-0.338703,-0.393296,0.000000,-1.118428,-1.163557,0.268696,-0.114088,0.298531,-0.009913,-0.235626,0.530849,-0.368989,0.000000,0.179291,-0.091535,0.014383,-0.029773,-0.000000,0.000002,0.000000,0.138672,-0.000001,0.000000
0.349933,0.511584,0.060603,0.443196,0.332952,-0.052789,-0.427828,-0.505773,0.000000,-1.264793,-1.403219,0.240439,-0.110956,0.274617,-0.163411,-0.205165,0.621687,-0.451528,0.000000,0.165205,-0.064023,0.019848,0.007683,-0.000001,0.000002,-0.000001,0.023381,-0.000001,0.000000
0.408113,0.557390,-0.006156,0.365095,0.246849,-0.025552,-0.396819,-0.472234,0.000000,-1.346305,-1.366660,0.239617,-0.071935,0.316972,-0.211743,-0.242096,0.631146,-0.402400,0.000000,0.155200,-0.062388,0.047359,-0.006825,0.000000,-0.000000,0.000000,0.009353,0.000000,0.000000
0.419533,0.586903,-0.115866,0.316928,0.113605,0.001911,-0.285128,-0.441527,0.000000,-1.372215,-1.310033,0.195521,0.015235,0.341681,-0.248001,-0.252180,0.581828,-0.355757,0.000000,0.148082,-0.079671,0.031140,-0.008544,0.000001,-0.000002,0.000001,0.000001,0.000001,-0.000000
0.378487,0.585365,-0.213671,0.322777,-0.000158,0.015871,-0.148602,-0.429004,0.000000,-1.329568,-1.261649,0.130200,0.106968,0.336393,-0.254054,-0.230382,0.498390,-0.334920,0.000000,0.147410,-0.107232,-0.020689,0.003386,0.000000,-0.000001,0.000000,0.000000,0.000001,-0.000000
0.290805,0.575569,-0.251994,0.218147,-0.085542,-0.005476,-0.086518,-0.333737,0.000000,-0.964198,-1.049030,0.111416,0.219348,0.312528,-0.294194,-0.203545,0.441779,-0.274958,0.000000,0.149094,-0.130513,-0.039893,0.021616,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000
0.431591,0.547063,-0.270242,0.162317,-0.150037,-0.051874,-0.174418,-0.209651,0.000000,-0.182050,-0.785956,0.101418,0.297931,0.296994,-0.305256,-0.172514,0.380443,-0.145888,0.000000,0.147207,-0.145207,-0.045446,0.020438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.075909,0.489372,-0.307814,0.314557,-0.201125,-0.113067,-0.487830,-0.110667,0.000000,1.110896,-0.586170,0.062452,0.288266,0.316691,-0.224064,-0.138132,0.282830,0.082273,0.000000,0.135824,-0.147015,-0.056317,-0.025868,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1.549193,0.608552,-0.344662,0.082304,-0.202256,-0.177831,-0.689321,0.090684,0.000000,2.958360,-0.649953,0.062760,0.284222,0.028608,-0.067554,-0.102870,0.225149,0.182308,0.000000,0.120114,-0.125884,-0.035191,-0.054294,-0.000011,0.000011,-0.000001,-0.000001,-0.000011,0.000001
1.614800,0.845012,-0.362360,-0.418315,-0.152866,-0.213783,-0.678145,0.293725,0.000000,4.436591,-0.945419,0.102191,0.287822,-0.423210,0.086018,-0.084360,0.236242,0.104196,0.000000,0.107925,-0.092374,0.007379,-0.050622,-0.000025,0.000026,-0.000001,-0.000002,-0.000026,0.000003
1.445097,0.799277,-0.299619,-0.567232,-0.100826,-0.177435,-0.518578,0.337095,0.000000,4.566902,-0.937343,0.145948,0.245241,-0.428338,0.114500,-0.132042,0.146332,0.081361,0.000000,0.103235,-0.094169,0.062525,-0.041983,-0.000010,0.000007,-0.000001,-0.000001,-0.000013,0.000001
1.355743,0.578120,-0.212696,-0.514841,-0.074914,-0.107779,-0.398562,0.301498,0.000000,4.098555,-0.707966,0.175271,0.183614,-0.280831,0.194558,-0.195089,0.028391,0.092531,0.000000,0.096318,-0.106958,0.099954,-0.041056,0.000006,-0.000016,0.000001,0.000001,-0.000004,-0.000001
1.662362,0.288287,-0.157837,-0.411539,-0.103904,-0.043799,-0.506023,0.267634,0.000000,3.780738,-0.339514,0.171397,0.130066,-0.274742,0.502863,-0.222671,-0.044625,0.116432,0.000000,0.077432,-0.106427,0.089371,-0.060523,-0.000006,-0.000010,0.000001,0.000001,-0.000035,-0.000001
1.919430,0.001347,-0.088324,-0.323405,-0.063434,0.000285,-0.622259,0.223664,0.000000,3.271621,0.081444,0.189297,0.063372,0.041433,0.461046,-0.230196,-0.037731,0.087309,0.000000,0.066774,-0.090808,0.089249,-0.085229,-0.000016,0.000001,0.000000,0.000000,-0.000047,-0.000000
1.998436,-0.139236,-0.038915,-0.294509,0.026270,0.002434,-0.689164,0.191589,0.000000,2.825791,0.344434,0.220027,0.016881,0.509622,0.090016,-0.213905,0.045629,0.019724,-0.000001,0.069673,-0.067906,0.099647,-0.102818,-0.000018,0.000010,0.000000,-0.000001,-0.000034,0.000001
1.919702,-0.279170,-0.026299,-0.315143,0.564101,0.211448,-1.061313,1.230646,0.000000,2.039328,-0.004578,0.239385,0.016237,0.669929,0.388791,-0.157848,0.187774,0.008415,0.000000,0.085831,-0.042532,0.149348,-0.036171,0.000017,-0.000003,0.000001,0.000001,0.000040,-0.000001
1.748872,-0.323281,0.009831,-0.293417,0.987052,0.353550,-1.238072,1.908202,0.000000,1.071423,-0.338614,0.233337,-0.019795,0.631458,0.799191,-0.099085,0.268975,0.004540,0.000001,0.099765,-0.021933,0.183001,0.031051,0.000043,-0.000013,0.000001,0.000002,0.000091,-0.000002
1.551643,-0.176421,0.129780,-0.137453,0.732141,0.154974,-0.718845,0.791679,0.000000,0.081345,-0.030690,0.187853,-0.172445,0.503344,0.763034,-0.074679,0.169505,-0.040741,0.000000,0.095998,-0.013357,0.145242,0.015199,0.000015,0.000009,-0.000001,0.000000,0.000032,-0.000001
1.315850,-0.066024,0.215246,0.094942,0.521388,0.031305,-0.283471,0.018252,0.000000,-0.680125,0.043401,0.157945,-0.292490,0.457011,0.555803,-0.034679,0.065172,-0.070727,-0.014283,0.092748,-0.017935,0.136435,-0.029236,-0.000001,0.000008,-0.000001,-0.000001,-0.000003,0.000000
1.159388,-0.047281,0.223497,0.287571,0.460169,0.044374,-0.149634,-0.025380,0.000000,-0.832269,-0.153372,0.158568,-0.319907,0.515624,0.281115,0.000912,0.008143,-0.070427,-0.035708,0.091641,-0.033377,0.160986,-0.080031,0.000003,-0.000017,0.000001,0.000001,0.000004,-0.000001
1.067924,-0.080383,0.203114,0.341081,0.414183,0.028003,-0.014945,-0.020388,0.000000,-0.764334,-0.149775,0.180563,-0.288676,0.553116,0.217132,0.034608,-0.013396,-0.047852,-0.073190,0.096698,-0.046256,0.149876,-0.044751,0.000002,-0.000013,0.000001,0.000001,0.000004,-0.000000
1.003021,-0.123173,0.170842,0.320811,0.374911,0.001867,0.095151,0.028488,0.000000,-0.496706,-0.029391,0.198250,-0.244359,0.548783,0.201620,0.057898,-0.008790,-0.029980,-0.085869,0.101769,-0.055899,0.125226,-0.004435,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0.926241,-0.133482,0.143426,0.292100,0.333833,-0.014357,0.155208,0.116509,0.000000,-0.049764,0.124207,0.185949,-0.232516,0.481917,0.072347,0.062273,0.012618,-0.043790,-0.032887,0.100705,-0.061636,0.109160,-0.040102,-0.000001,0.000001,0.000000,-0.000001,-0.000002,0.000000
0.854418,-0.155118,0.090980,0.275811,0.269498,-0.043434,0.153711,0.188499,0.000000,0.316676,0.239417,0.187014,-0.212934,0.415176,-0.016462,0.082438,-0.013769,-0.066186,-0.014763,0.109568,-0.074948,0.071508,-0.084123,-0.000002,0.000001,0.000000,-0.000001,-0.000002,0.000000
0.823462,-0.177264,0.039727,0.280089,0.214073,-0.070825,0.091409,0.208462,0.000000,0.419396,0.258633,0.200912,-0.195405,0.381931,-0.020404,0.108309,-0.074755,-0.085970,-0.040561,0.123927,-0.089182,0.031096,-0.114489,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000
0.620726,-0.231972,0.083050,0.288340,0.175923,-0.087098,0.161448,0.098619,0.000000,0.480521,0.368780,0.208278,-0.205414,-0.179773,-0.020318,0.113527,-0.054571,-0.101003,-0.060619,0.126339,-0.095040,0.045502,-0.099221,-0.000003,0.000003,-0.000001,-0.000001,-0.000003,0.000001
0.437036,-0.289491,0.154553,0.310767,0.151899,-0.090546,0.266341,-0.016834,0.000000,0.520006,0.503519,0.209657,-0.219216,-0.757357,-0.046661,0.109848,-0.024645,-0.089351,-0.072541,0.123064,-0.097835,0.060609,-0.072226,-0.000004,0.000003,0.000000,0.000000,-0.000004,0.000001
0.463220,-0.320056,0.187837,0.357568,0.138849,-0.079462,0.308592,-0.013701,0.000000,0.557822,0.596514,0.205589,-0.213063,-0.838224,-0.129892,0.109023,-0.056402,-0.029075,-0.073930,0.120352,-0.102881,0.022304,-0.067404,0.000004,-0.000003,0.000001,0.000001,0.000004,-0.000001
0.524884,-0.357682,0.218524,0.443791,0.173452,-0.020596,0.399894,-0.030664,0.000000,0.472629,0.790885,0.241828,-0.203902,-0.760246,-0.236008,0.122215,-0.128251,0.080141,-0.138643,0.128369,-0.110066,0.004828,-0.043368,0.000006,-0.000005,0.000001,0.000001,0.000006,-0.000001
0.591201,-0.383562,0.231273,0.526330,0.238409,0.056617,0.494600,-0.059242,0.000000,0.307021,0.989449,0.300258,-0.196318,-0.562424,-0.311955,0.142832,-0.204270,0.183691,-0.234327,0.143111,-0.115804,0.016916,-0.012138,0.000001,-0.000001,0.000000,0.000001,0.000002,-0.000000
0.582480,-0.445110,0.229606,0.461401,0.264957,0.022657,0.543099,-0.033537,0.000000,0.258628,1.036286,0.316637,-0.244831,-0.500412,-0.301363,0.155623,-0.180173,0.171089,-0.255730,0.146596,-0.106940,0.003389,0.000525,-0.000001,0.000003,0.000000,0.000000,-0.000001,0.000000
0.566289,-0.485063,0.204956,0.384371,0.262363,-0.021677,0.574542,0.014248,0.000000,0.281978,1.036680,0.324842,-0.276912,-0.505284,-0.270279,0.155535,-0.134547,0.156682,-0.257438,0.146493,-0.102554,-0.005877,-0.011906,-0.000002,0.000003,-0.000001,-0.000001,-0.000002,0.000000
0.610188,-0.446185,0.148760,0.430607,0.239892,0.024410,0.618089,0.051915,0.000000,0.331593,1.095912,0.358752,-0.220040,-0.508121,-0.284754,0.137517,-0.145973,0.254815,-0.294040,0.150475,-0.121734,0.018996,-0.055954,0.000001,-0.000002,0.000000,0.000000,0.000001,-0.000000
0.693473,-0.385019,0.115016,0.439780,0.206437,0.014479,0.634947,0.094934,0.000000,0.387064,1.102760,0.284714,-0.214940,-0.609639,-0.326216,0.172587,-0.143068,0.296517,-0.308862,0.137171,-0.122540,-0.025621,-0.103262,0.000000,-0.000002,0.000001,0.000001,-0.000000,-0.000000
0.774509,-0.332138,0.120596,0.407303,0.178725,-0.046503,0.616689,0.121794,0.000000,0.420654,1.053810,0.139749,-0.264159,-0.759075,-0.373933,0.243209,-0.127284,0.260938,-0.294494,0.113231,-0.104569,-0.117415,-0.130180,-0.000004,0.000002,-0.000001,-0.000001,-0.000006,0.000000
0.805575,-0.366610,0.119169,0.379162,0.151864,-0.044466,0.556576,0.115911,0.000000,0.548634,1.112604,0.111701,-0.202699,-0.924930,-0.413323,0.285299,-0.070833,0.232011,-0.380601,0.109939,-0.114824,-0.010797,-0.093532,-0.000004,0.000002,-0.000001,-0.000001,-0.000006,0.000000
0.780821,-0.429544,0.140474,0.365191,0.127788,-0.029586,0.482509,0.082787,0.000000,0.672016,1.153526,0.108948,-0.101377,-1.035585,-0.410862,0.304364,-0.042315,0.203868,-0.432836,0.109845,-0.138907,0.102720,-0.046012,-0.000002,-0.000000,0.000000,0.000000,-0.000005,0.000000
0.694388,-0.462040,0.214249,0.375224,0.108430,-0.052043,0.422394,0.027922,0.000000,0.691804,1.050961,0.039868,-0.031008,-1.019422,-0.333023,0.305909,-0.110330,0.170640,-0.316851,0.095499,-0.162411,0.031632,-0.040308,-0.000001,-0.000001,0.000000,0.000000,-0.000004,0.000000
