joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-1.210811,-1.415217,-0.005689,-0.089698,-0.154573,-0.013638,0.002578,-0.023290,0.427166,1.513207,1.714564,-0.371361,-0.392642,-0.567267,-0.496516,0.679052,-0.818943,-0.079131,-0.003713,0.645198,-0.465568,1.066470,1.169800,0.200000,-0.100000,0.300000,0.173408,0.050000,-0.050000
-1.244094,-1.444247,-0.014906,-0.104567,-0.171249,-0.016954,0.003749,-0.018390,0.414160,1.521634,1.733920,-0.390058,-0.388212,-0.550918,-0.504467,0.680219,-0.821442,-0.081357,0.006323,0.645741,-0.472367,1.063573,1.170117,0.200000,-0.100000,0.300000,0.176612,0.050000,-0.050000
-1.278162,-1.474091,-0.024094,-0.118130,-0.187771,-0.020542,0.005968,-0.013621,0.402668,1.527234,1.751310,-0.410500,-0.384153,-0.531277,-0.510852,0.681440,-0.823640,-0.082859,0.018657,0.645851,-0.479019,1.060311,1.169733,0.200000,-0.100000,0.300000,0.179578,0.050000,-0.050000
-1.308683,-1.500411,-0.031639,-0.131886,-0.201209,-0.021877,0.008939,-0.006003,0.386266,1.528904,1.760641,-0.425536,-0.376714,-0.517157,-0.512688,0.680710,-0.829957,-0.083408,0.029846,0.646279,-0.486833,1.059128,1.168240,0.200000,-0.100000,0.300000,0.182439,0.050000,-0.050000
-1.340037,-1.529405,-0.037079,-0.142317,-0.210847,-0.022461,0.011045,0.000668,0.371808,1.534361,1.775040,-0.439430,-0.370432,-0.498839,-0.515089,0.679895,-0.835476,-0.084065,0.042120,0.646821,-0.494321,1.058380,1.166672,0.200000,-0.100000,0.300000,0.185255,0.050000,-0.050000
-1.373055,-1.563743,-0.038308,-0.146100,-0.212888,-0.021544,0.011420,0.005446,0.361239,1.547388,1.799575,-0.451038,-0.366468,-0.472124,-0.518621,0.678910,-0.839398,-0.084936,0.056562,0.647588,-0.501158,1.058500,1.164955,0.200000,-0.100000,0.300000,0.187982,0.050000,-0.050000
-1.404355,-1.592867,-0.041075,-0.150372,-0.215955,-0.020217,0.013054,0.010561,0.344937,1.558365,1.815659,-0.463981,-0.362125,-0.453428,-0.520858,0.681643,-0.842649,-0.085615,0.069885,0.648896,-0.507845,1.057472,1.162314,0.200000,-0.100000,0.300000,0.190420,0.050000,-0.050000
-1.434797,-1.619385,-0.044609,-0.154888,-0.219535,-0.018685,0.015318,0.015844,0.325769,1.568317,1.827518,-0.477591,-0.357592,-0.438741,-0.522449,0.686237,-0.845564,-0.086199,0.082649,0.650476,-0.514456,1.055871,1.159210,0.200000,-0.100000,0.300000,0.192714,0.050000,-0.050000
-1.460048,-1.645584,-0.045520,-0.155684,-0.217583,-0.017180,0.015098,0.019871,0.303918,1.575691,1.840046,-0.487375,-0.355426,-0.430092,-0.519556,0.690506,-0.846594,-0.085798,0.093305,0.652244,-0.519967,1.056196,1.156718,0.200000,-0.100000,0.300000,0.195158,0.050000,-0.050000
-1.484084,-1.670608,-0.046099,-0.155952,-0.215104,-0.015769,0.014784,0.023450,0.281542,1.582171,1.851313,-0.494374,-0.352546,-0.422774,-0.516263,0.694456,-0.846224,-0.085697,0.103366,0.654369,-0.525284,1.057473,1.154390,0.200000,-0.100000,0.300000,0.197702,0.050000,-0.050000
-1.505692,-1.693279,-0.046013,-0.155163,-0.211571,-0.014544,0.014281,0.026136,0.258119,1.586863,1.860060,-0.495803,-0.348235,-0.418117,-0.512173,0.697766,-0.843053,-0.086195,0.112240,0.657207,-0.530214,1.060651,1.152391,0.200000,-0.100000,0.300000,0.200445,0.050000,-0.050000
-1.526485,-1.714500,-0.046283,-0.154018,-0.208049,-0.014754,0.013304,0.027990,0.236055,1.590397,1.866658,-0.491474,-0.342502,-0.414245,-0.507498,0.696942,-0.837954,-0.086537,0.120664,0.660491,-0.534973,1.065511,1.150133,0.200000,-0.100000,0.300000,0.203110,0.050000,-0.050000
-1.546871,-1.734995,-0.046731,-0.152695,-0.204532,-0.015683,0.012091,0.029428,0.214669,1.593351,1.872183,-0.484267,-0.336060,-0.410765,-0.502531,0.694053,-0.831891,-0.086803,0.128864,0.663998,-0.539647,1.071213,1.147745,0.200000,-0.100000,0.300000,0.205735,0.050000,-0.050000
-1.565137,-1.752950,-0.047079,-0.151094,-0.201565,-0.015659,0.012508,0.033199,0.191463,1.595571,1.874682,-0.475653,-0.329158,-0.407792,-0.496673,0.690875,-0.827777,-0.087393,0.133263,0.667551,-0.544998,1.075723,1.144794,0.200000,-0.100000,0.300000,0.208281,0.050000,-0.050000
-1.581820,-1.769559,-0.047253,-0.149097,-0.199475,-0.015922,0.012850,0.036147,0.166660,1.596940,1.876003,-0.466032,-0.321151,-0.405231,-0.489863,0.687126,-0.823635,-0.087907,0.137881,0.671205,-0.550822,1.080223,1.142437,0.200000,-0.100000,0.300000,0.211347,0.050000,-0.050000
-1.595335,-1.783478,-0.047079,-0.146311,-0.199141,-0.016757,0.013042,0.037446,0.138662,1.596610,1.874971,-0.454396,-0.310934,-0.403491,-0.481150,0.682238,-0.819435,-0.088269,0.142939,0.675065,-0.557596,1.084699,1.141264,0.200000,-0.100000,0.300000,0.215451,0.050000,-0.050000
-1.610412,-1.799039,-0.046409,-0.144101,-0.199417,-0.017242,0.012379,0.038128,0.111462,1.595896,1.874223,-0.444523,-0.301647,-0.402380,-0.472501,0.678002,-0.814512,-0.089664,0.148416,0.678755,-0.564242,1.087989,1.139598,0.200000,-0.100000,0.300000,0.219453,0.050000,-0.050000
-1.626269,-1.815420,-0.045492,-0.142179,-0.199998,-0.017551,0.011289,0.038500,0.084660,1.594991,1.873617,-0.435532,-0.292826,-0.401584,-0.463885,0.674092,-0.809229,-0.091576,0.154102,0.682358,-0.570825,1.090686,1.137684,0.200000,-0.100000,0.300000,0.223403,0.050000,-0.050000
-1.643307,-1.830992,-0.045675,-0.141410,-0.200882,-0.017531,0.010736,0.040079,0.056937,1.596529,1.873143,-0.426835,-0.283356,-0.399838,-0.455251,0.671008,-0.804584,-0.091657,0.159760,0.686043,-0.577475,1.092353,1.136945,0.200000,-0.100000,0.300000,0.227832,0.050000,-0.050000
-1.660338,-1.846717,-0.045755,-0.140452,-0.201319,-0.017458,0.009820,0.041055,0.028809,1.596966,1.872376,-0.418178,-0.273915,-0.398308,-0.447162,0.668190,-0.800195,-0.091487,0.165498,0.689768,-0.584201,1.093996,1.135935,0.200000,-0.100000,0.300000,0.232224,0.050000,-0.050000
-1.677355,-1.862751,-0.045632,-0.139114,-0.200863,-0.017278,0.008178,0.040826,-0.000129,1.595205,1.871022,-0.409601,-0.264532,-0.397208,-0.440162,0.665906,-0.796317,-0.090813,0.171396,0.693575,-0.591080,1.095590,1.134382,0.200000,-0.100000,0.300000,0.236542,0.050000,-0.050000
-1.694881,-1.879036,-0.046284,-0.137783,-0.201370,-0.016905,0.005855,0.039763,-0.029667,1.594029,1.869884,-0.401106,-0.254341,-0.395950,-0.431989,0.664641,-0.792179,-0.088840,0.177951,0.697639,-0.597904,1.096634,1.133762,0.200000,-0.100000,0.300000,0.241276,0.050000,-0.050000
-1.712662,-1.895448,-0.047324,-0.136456,-0.202359,-0.016437,0.003190,0.038282,-0.059504,1.593147,1.868854,-0.392652,-0.243747,-0.394615,-0.423229,0.663885,-0.787910,-0.086217,0.184832,0.701833,-0.604701,1.097404,1.133608,0.200000,-0.100000,0.300000,0.246219,0.050000,-0.050000
-1.729833,-1.912151,-0.047481,-0.134471,-0.200538,-0.014981,0.001806,0.037526,-0.083802,1.591362,1.869162,-0.386206,-0.236690,-0.391897,-0.416801,0.661707,-0.785602,-0.082502,0.191683,0.705451,-0.610407,1.097320,1.131665,0.200000,-0.100000,0.300000,0.249786,0.050000,-0.050000
-1.742219,-1.923946,-0.047724,-0.132404,-0.198306,-0.013935,0.000320,0.036624,-0.100000,1.589296,1.869112,-0.381834,-0.231003,-0.388807,-0.410102,0.660231,-0.784132,-0.078570,0.198381,0.708707,-0.615900,1.096398,1.129080,0.200000,-0.100000,0.300000,0.253130,0.050000,-0.050000
-1.745038,-1.925924,-0.048139,-0.130170,-0.195254,-0.013710,-0.001368,0.035433,-0.100000,1.586666,1.868346,-0.381609,-0.228054,-0.384972,-0.402861,0.660159,-0.784338,-0.074206,0.204776,0.711239,-0.620969,1.093798,1.125209,0.200000,-0.100000,0.300000,0.256026,0.050000,-0.050000
-1.746806,-1.926795,-0.048874,-0.126539,-0.192558,-0.013566,-0.003520,0.032699,-0.100000,1.583757,1.867997,-0.382102,-0.225304,-0.380819,-0.396021,0.660807,-0.784102,-0.069593,0.212163,0.713712,-0.625921,1.091489,1.121123,0.200000,-0.100000,0.300000,0.258858,0.050000,-0.050000
-1.748049,-1.927112,-0.049768,-0.122209,-0.190039,-0.013462,-0.005904,0.029195,-0.100000,1.580708,1.867856,-0.382953,-0.222652,-0.376506,-0.389381,0.661814,-0.783645,-0.064856,0.220045,0.716154,-0.630815,1.089325,1.116928,0.200000,-0.100000,0.300000,0.261659,0.050000,-0.050000
-1.745853,-1.925418,-0.050118,-0.117534,-0.187972,-0.013703,-0.008713,0.024886,-0.100000,1.576516,1.867175,-0.384494,-0.221099,-0.372470,-0.381548,0.662152,-0.783031,-0.057705,0.228842,0.718187,-0.635467,1.088134,1.112611,0.200000,-0.100000,0.300000,0.264365,0.050000,-0.050000
-1.744282,-1.924362,-0.050189,-0.112717,-0.184598,-0.013679,-0.011131,0.021362,-0.100000,1.571975,1.866323,-0.386072,-0.220143,-0.368260,-0.374147,0.662309,-0.782645,-0.050292,0.237577,0.720172,-0.640042,1.087068,1.108402,0.200000,-0.100000,0.300000,0.267091,0.049999,-0.050000
-1.743963,-1.924583,-0.049703,-0.107614,-0.178607,-0.013122,-0.012768,0.019408,-0.100000,1.566739,1.865131,-0.387725,-0.220378,-0.363703,-0.367612,0.662101,-0.782716,-0.042355,0.246186,0.722061,-0.644460,1.086255,1.104413,0.199999,-0.100000,0.300000,0.269856,0.049999,-0.050000
-1.742268,-1.923921,-0.048945,-0.101679,-0.171788,-0.013275,-0.015489,0.016239,-0.100000,1.559593,1.862278,-0.388827,-0.221659,-0.360019,-0.361686,0.662189,-0.782761,-0.036848,0.254152,0.724034,-0.648547,1.086413,1.101091,0.199999,-0.100000,0.300000,0.272976,0.049999,-0.050000
-1.739886,-1.922818,-0.048051,-0.095329,-0.164555,-0.013783,-0.018751,0.012463,-0.100000,1.551491,1.858595,-0.389655,-0.223464,-0.356773,-0.356065,0.662426,-0.782793,-0.032555,0.261797,0.726051,-0.652467,1.087058,1.098104,0.200000,-0.100000,0.300000,0.276274,0.049999,-0.050000
-1.747597,-1.919638,-0.046677,-0.076311,-0.157562,-0.016084,-0.036880,0.006960,-0.100000,1.525602,1.854245,-0.388247,-0.225066,-0.344866,-0.356320,0.662522,-0.783437,-0.028350,0.261799,0.728615,-0.657676,1.086484,1.094650,0.200000,-0.100000,0.300000,0.280632,0.050000,-0.050000
-1.751901,-1.916910,-0.045271,-0.061500,-0.151362,-0.017573,-0.050838,0.001300,-0.100000,1.503724,1.847968,-0.385933,-0.226752,-0.335034,-0.356834,0.661294,-0.782381,-0.026985,0.261800,0.731526,-0.662451,1.085760,1.091048,0.200000,-0.100000,0.300000,0.284980,0.050000,-0.050000
-1.749390,-1.915087,-0.043798,-0.055101,-0.146752,-0.017437,-0.056454,-0.004673,-0.100000,1.489866,1.837834,-0.381807,-0.228603,-0.329351,-0.357867,0.657417,-0.777923,-0.031299,0.261800,0.735129,-0.666358,1.084736,1.087149,0.200000,-0.100000,0.300000,0.289311,0.050000,-0.050000
-1.744366,-1.910179,-0.041946,-0.047979,-0.141394,-0.016843,-0.061515,-0.010260,-0.100000,1.471923,1.822300,-0.376476,-0.230610,-0.322969,-0.356511,0.652413,-0.770528,-0.036339,0.261800,0.738864,-0.669240,1.084635,1.084889,0.200000,-0.100000,0.300000,0.294079,0.050000,-0.050000
-1.738087,-1.903730,-0.039903,-0.040496,-0.135662,-0.016020,-0.066300,-0.015653,-0.100000,1.451939,1.804066,-0.370542,-0.232694,-0.316238,-0.353962,0.646845,-0.761664,-0.041740,0.261800,0.742665,-0.671610,1.084997,1.083448,0.200000,-0.100000,0.300000,0.299065,0.050000,-0.050000
-1.731476,-1.893804,-0.038246,-0.031111,-0.128429,-0.017258,-0.075063,-0.025992,-0.100000,1.427186,1.775758,-0.365728,-0.235173,-0.311028,-0.356908,0.642988,-0.749294,-0.051098,0.261800,0.746036,-0.672902,1.085211,1.083698,0.200000,-0.100000,0.300000,0.299626,0.050000,-0.050000
-1.724089,-1.883267,-0.037479,-0.022768,-0.122344,-0.018132,-0.083413,-0.035884,-0.100000,1.401347,1.747937,-0.360925,-0.237132,-0.305253,-0.360498,0.638638,-0.736797,-0.059801,0.261800,0.749273,-0.674171,1.085791,1.083755,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.715151,-1.871508,-0.038492,-0.016508,-0.118555,-0.018280,-0.090936,-0.044881,-0.100000,1.373334,1.721091,-0.356143,-0.238051,-0.298349,-0.365378,0.633304,-0.724048,-0.067194,0.261800,0.752244,-0.675397,1.087105,1.083425,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.707308,-1.859791,-0.042113,-0.010091,-0.117800,-0.018055,-0.094818,-0.053545,-0.100000,1.346458,1.695536,-0.353104,-0.236523,-0.291586,-0.370418,0.628551,-0.713524,-0.074031,0.261800,0.755197,-0.677358,1.087037,1.083413,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.700012,-1.848094,-0.047039,-0.003596,-0.118562,-0.017645,-0.096880,-0.062041,-0.100000,1.320151,1.670625,-0.350935,-0.233772,-0.284893,-0.375540,0.624089,-0.704112,-0.080591,0.261800,0.758140,-0.679686,1.086277,1.083560,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.695676,-1.836768,-0.052193,-0.001365,-0.121222,-0.018274,-0.098279,-0.066894,-0.100000,1.307890,1.653574,-0.348647,-0.227749,-0.279085,-0.382186,0.620409,-0.695853,-0.085030,0.261800,0.761160,-0.682579,1.085441,1.084278,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.682748,-1.826211,-0.057848,0.002896,-0.124563,-0.019720,-0.103857,-0.070427,-0.100000,1.312869,1.639187,-0.346879,-0.221855,-0.273013,-0.387750,0.617188,-0.688895,-0.086426,0.261800,0.764029,-0.685495,1.084460,1.084378,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.652639,-1.817193,-0.064506,0.011217,-0.129267,-0.022797,-0.117792,-0.071321,-0.100000,1.352326,1.630128,-0.346149,-0.216218,-0.266417,-0.391149,0.614884,-0.684539,-0.081739,0.261800,0.766593,-0.688459,1.083188,1.083243,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.620780,-1.801869,-0.071635,0.006188,-0.132653,-0.026833,-0.131430,-0.066800,-0.100000,1.431204,1.613189,-0.344368,-0.210486,-0.271869,-0.390452,0.613073,-0.679889,-0.079134,0.261800,0.768833,-0.690530,1.083052,1.082206,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.588047,-1.783393,-0.079000,-0.005515,-0.135381,-0.031348,-0.144918,-0.059572,-0.100000,1.529790,1.592311,-0.342062,-0.204706,-0.283345,-0.387708,0.611510,-0.675090,-0.077571,0.261800,0.770910,-0.692154,1.083483,1.081218,0.199999,-0.099999,0.300000,0.300000,0.049999,-0.050000
-1.562977,-1.769898,-0.083620,-0.016501,-0.136686,-0.033930,-0.152173,-0.053316,-0.100000,1.613880,1.575695,-0.338530,-0.200676,-0.289003,-0.385872,0.607792,-0.674035,-0.075880,0.261800,0.772963,-0.694297,1.085553,1.080527,0.199999,-0.099999,0.300000,0.300000,0.049999,-0.050000
-1.533818,-1.760268,-0.087508,-0.026109,-0.138378,-0.035659,-0.160861,-0.047512,-0.100000,1.693732,1.563992,-0.335051,-0.197361,-0.294579,-0.379926,0.603706,-0.673954,-0.073870,0.261800,0.774763,-0.696432,1.087481,1.079576,0.199999,-0.100000,0.300000,0.300000,0.049999,-0.050000
-1.496482,-1.758366,-0.089933,-0.032962,-0.140843,-0.035682,-0.172414,-0.042611,-0.100000,1.765109,1.562115,-0.331674,-0.195474,-0.299992,-0.365758,0.598885,-0.675820,-0.071222,0.261800,0.776060,-0.698554,1.089128,1.078106,0.199999,-0.100000,0.300000,0.300000,0.049998,-0.050000
-1.457040,-1.760214,-0.091041,-0.039045,-0.140915,-0.035648,-0.185751,-0.038565,-0.100000,1.824597,1.567250,-0.327479,-0.194826,-0.292921,-0.361484,0.594498,-0.675463,-0.070377,0.261800,0.777434,-0.700065,1.091051,1.076167,0.199999,-0.100000,0.300000,0.300000,0.049997,-0.050000
-1.416545,-1.763936,-0.091490,-0.044743,-0.139792,-0.035585,-0.199981,-0.034947,-0.100000,1.878141,1.575892,-0.322873,-0.194798,-0.279607,-0.362157,0.590329,-0.673995,-0.070433,0.261800,0.778847,-0.701270,1.093114,1.073993,0.199998,-0.099999,0.300000,0.300000,0.049996,-0.050000
-1.380252,-1.771381,-0.092093,-0.051651,-0.118351,-0.027190,-0.228204,0.010660,-0.100000,1.906170,1.567067,-0.317903,-0.194177,-0.266124,-0.345932,0.588184,-0.667952,-0.070041,0.261800,0.780867,-0.701766,1.097025,1.074720,0.199999,-0.100000,0.300000,0.300000,0.049999,-0.050000
-1.346590,-1.776867,-0.091096,-0.056480,-0.100310,-0.021443,-0.249503,0.041381,-0.100000,1.920998,1.562348,-0.313540,-0.195590,-0.254349,-0.330189,0.586365,-0.663236,-0.070252,0.261800,0.782837,-0.702147,1.100434,1.075235,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.318187,-1.778437,-0.086902,-0.057149,-0.089066,-0.020991,-0.256957,0.042328,-0.100000,1.909424,1.565839,-0.310389,-0.201075,-0.245990,-0.315411,0.585197,-0.661172,-0.071670,0.261800,0.784707,-0.702300,1.102835,1.075328,0.200000,-0.099999,0.300000,0.300000,0.050000,-0.050000
-1.293956,-1.779508,-0.082487,-0.052682,-0.079454,-0.020191,-0.260842,0.042111,-0.100000,1.893793,1.564084,-0.307222,-0.207290,-0.236069,-0.307957,0.584978,-0.660629,-0.073081,0.261229,0.786547,-0.702865,1.105891,1.074066,0.200000,-0.099999,0.300000,0.300000,0.050000,-0.050000
-1.271811,-1.780329,-0.077962,-0.045646,-0.070659,-0.019216,-0.262943,0.041312,-0.100000,1.876133,1.559704,-0.304047,-0.213871,-0.225365,-0.304166,0.585234,-0.660847,-0.074487,0.260372,0.788373,-0.703635,1.109275,1.072127,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.251239,-1.782723,-0.074362,-0.039039,-0.062887,-0.019071,-0.261440,0.041295,-0.100000,1.863219,1.558093,-0.300000,-0.218837,-0.213944,-0.299272,0.586362,-0.661165,-0.074995,0.258301,0.790415,-0.704715,1.111886,1.072276,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.231690,-1.785256,-0.071128,-0.032814,-0.055662,-0.019142,-0.259137,0.042452,-0.100000,1.856265,1.558529,-0.296117,-0.223645,-0.203414,-0.296101,0.587550,-0.661198,-0.075687,0.256937,0.792444,-0.705871,1.114284,1.071949,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.214189,-1.788063,-0.068625,-0.027355,-0.049534,-0.019645,-0.255232,0.045956,-0.100000,1.861229,1.563061,-0.292562,-0.228138,-0.194667,-0.296378,0.588853,-0.660660,-0.076747,0.256986,0.794443,-0.707181,1.116253,1.070672,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.197514,-1.791460,-0.067489,-0.021781,-0.044883,-0.020879,-0.252988,0.049992,-0.100000,1.868932,1.568105,-0.288636,-0.232163,-0.186807,-0.296760,0.590847,-0.661749,-0.078334,0.256346,0.796826,-0.708869,1.117144,1.068584,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.181251,-1.795153,-0.067036,-0.016151,-0.040971,-0.022478,-0.251575,0.054294,-0.100000,1.878005,1.573406,-0.284525,-0.235954,-0.179390,-0.297194,0.593186,-0.663651,-0.080185,0.255363,0.799401,-0.710748,1.117496,1.066092,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.172685,-1.800739,-0.064167,-0.010248,-0.037846,-0.024363,-0.246530,0.053937,-0.100000,1.888153,1.582857,-0.280305,-0.240379,-0.193998,-0.297573,0.595388,-0.663932,-0.082374,0.253922,0.801880,-0.712671,1.118964,1.064616,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.163769,-1.806733,-0.060854,-0.003720,-0.034895,-0.026100,-0.240922,0.053621,-0.100000,1.898805,1.593547,-0.276139,-0.244722,-0.209684,-0.299061,0.597580,-0.664636,-0.083759,0.252462,0.804323,-0.714661,1.119921,1.063203,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.154156,-1.813542,-0.056653,0.004055,-0.032292,-0.027541,-0.234187,0.053389,-0.100000,1.910466,1.606717,-0.272081,-0.248902,-0.227527,-0.302768,0.599749,-0.666188,-0.083537,0.250964,0.806694,-0.716786,1.119856,1.061919,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.142774,-1.821040,-0.052113,0.014031,-0.027957,-0.026924,-0.224926,0.052394,-0.100000,1.917710,1.625182,-0.266466,-0.252878,-0.240094,-0.308501,0.602468,-0.669766,-0.080554,0.246916,0.809458,-0.719064,1.120114,1.061468,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.130508,-1.828884,-0.047402,0.025108,-0.022755,-0.025277,-0.214403,0.051019,-0.100000,1.922747,1.646295,-0.260071,-0.256754,-0.250024,-0.315246,0.605462,-0.674359,-0.076190,0.241591,0.812418,-0.721418,1.120533,1.061434,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.119475,-1.838845,-0.042929,0.032487,-0.017358,-0.026017,-0.203202,0.051053,-0.100000,1.928055,1.666634,-0.253800,-0.262672,-0.260111,-0.320556,0.608693,-0.676973,-0.073710,0.236687,0.815322,-0.723341,1.120249,1.061489,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.107856,-1.848287,-0.039204,0.040483,-0.012261,-0.026144,-0.191421,0.051589,-0.100000,1.934026,1.687762,-0.247077,-0.267831,-0.270235,-0.326058,0.611684,-0.679740,-0.069922,0.231294,0.818278,-0.725520,1.120298,1.060958,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.095067,-1.856692,-0.036978,0.049712,-0.007763,-0.025041,-0.178478,0.053129,-0.100000,1.941319,1.710470,-0.239450,-0.271473,-0.280436,-0.331946,0.614194,-0.682812,-0.063518,0.224925,0.821341,-0.728211,1.121009,1.059251,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.080117,-1.863687,-0.034604,0.058074,-0.004003,-0.025565,-0.166023,0.055386,-0.100000,1.949508,1.731873,-0.235689,-0.276428,-0.294621,-0.339106,0.618587,-0.685463,-0.058062,0.218939,0.823765,-0.730422,1.119273,1.056827,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.064087,-1.869977,-0.032154,0.066004,-0.000614,-0.026901,-0.153811,0.058001,-0.100000,1.958145,1.752623,-0.233860,-0.282040,-0.310799,-0.346903,0.623922,-0.687904,-0.053080,0.213145,0.825870,-0.732394,1.116313,1.054044,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.047894,-1.878352,-0.029837,0.073241,0.002071,-0.027343,-0.143760,0.060023,-0.100000,1.971454,1.776377,-0.231221,-0.284536,-0.331618,-0.355639,0.629999,-0.688296,-0.048781,0.203715,0.828162,-0.735015,1.118841,1.053086,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.032854,-1.887159,-0.026535,0.080611,0.004498,-0.028085,-0.134511,0.061313,-0.100000,1.985026,1.798764,-0.229502,-0.286095,-0.352222,-0.363338,0.636097,-0.689596,-0.044925,0.195832,0.830264,-0.737950,1.120421,1.052204,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.020119,-1.896833,-0.021267,0.088250,0.006408,-0.029425,-0.126864,0.061140,-0.100000,1.999126,1.818415,-0.229626,-0.285777,-0.372395,-0.368960,0.642236,-0.692710,-0.041956,0.191041,0.831982,-0.741511,1.120106,1.051474,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-1.005472,-1.903495,-0.017961,0.092181,0.006447,-0.030961,-0.121021,0.062723,-0.100000,2.014970,1.837775,-0.229461,-0.285425,-0.391247,-0.377142,0.647426,-0.694740,-0.040490,0.181920,0.833540,-0.744897,1.119137,1.051280,0.200000,-0.100000,0.300000,0.300000,0.049999,-0.050000
-0.989869,-1.908650,-0.015635,0.094260,0.005551,-0.032595,-0.116080,0.065185,-0.100000,2.031686,1.856989,-0.229152,-0.285056,-0.409439,-0.386604,0.652143,-0.696229,-0.039776,0.170632,0.835018,-0.748193,1.117840,1.051355,0.199999,-0.100000,0.300000,0.300000,0.049999,-0.050000
-0.978760,-1.917259,-0.011112,0.096838,0.007241,-0.035892,-0.112034,0.066225,-0.100000,2.053334,1.869868,-0.231014,-0.286339,-0.427856,-0.386552,0.657205,-0.697308,-0.041774,0.160637,0.836253,-0.751327,1.116246,1.050826,0.199999,-0.100000,0.300000,0.300000,0.049998,-0.050000
-0.963233,-1.928812,-0.010218,0.095192,0.000782,-0.040808,-0.107950,0.061951,-0.100000,2.071507,1.881161,-0.233014,-0.284809,-0.445779,-0.382406,0.661148,-0.697712,-0.042671,0.156232,0.837297,-0.754806,1.115021,1.051026,0.199999,-0.100000,0.300000,0.300000,0.049998,-0.050000
-0.938872,-1.946252,-0.016584,0.085100,-0.021976,-0.048966,-0.103789,0.047048,-0.100000,2.082731,1.889282,-0.235289,-0.277653,-0.462714,-0.370070,0.662856,-0.696764,-0.041365,0.163008,0.837961,-0.758974,1.114530,1.052685,0.200000,-0.100000,0.300000,0.300000,0.050000,-0.050000
-0.923189,-1.956101,-0.018696,0.079701,-0.035992,-0.057088,-0.097727,-0.002052,-0.100000,2.094909,1.963320,-0.238526,-0.273926,-0.475793,-0.346962,0.665423,-0.694643,-0.039193,0.174575,0.838614,-0.762509,1.114407,1.052865,0.199999,-0.100000,0.300000,0.300000,0.049997,-0.050000
-0.911845,-1.962154,-0.018681,0.076649,-0.045636,-0.065193,-0.090714,-0.068251,-0.100000,2.107565,2.070317,-0.242245,-0.271912,-0.486943,-0.318466,0.668421,-0.691937,-0.036587,0.188538,0.839261,-0.765725,1.114467,1.052306,0.199998,-0.100000,0.300000,0.300000,0.049992,-0.050000
-0.893799,-1.976407,-0.017044,0.075810,-0.054457,-0.073301,-0.090352,-0.109202,-0.100000,2.122021,2.165336,-0.246082,-0.267408,-0.505870,-0.285220,0.672762,-0.684573,-0.040657,0.201854,0.839536,-0.768798,1.113012,1.053092,0.199999,-0.100000,0.300000,0.300000,0.049996,-0.050000
-0.874651,-1.988042,-0.016688,0.073429,-0.064264,-0.081193,-0.088705,-0.149535,-0.100000,2.133654,2.247766,-0.250112,-0.261869,-0.522828,-0.253062,0.676272,-0.677538,-0.042833,0.214688,0.839661,-0.772095,1.111861,1.053527,0.199998,-0.100000,0.300000,0.300000,0.049972,-0.050000
