body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.031711,-1.542777,-0.116021,0.100138,-2.846501,-0.134930,0.068388,-4.138583,0.207480,-0.422659,-2.069034,0.141665,0.200669,-1.559872,-0.142306,0.085483,-5.113093,0.011356,0.016344,-4.078002,-0.014713,-0.195088,-2.998424,-0.608795,-0.795466,-0.586620,-1.710436,-0.651657,-6.211581,2.151671,-0.861788,-8.242877,3.035173,0.465661,-1.544685,0.007303,0.533839,-3.010554,-1.198980,0.714734,-3.603097,-1.470839
0.023937,-1.543105,-0.113494,0.075881,-2.760713,-0.127492,0.054487,-3.954311,0.192063,-0.437391,-2.029276,0.132018,0.169594,-1.617602,-0.142543,0.073028,-4.821994,0.004255,0.005601,-3.847739,-0.022616,-0.226929,-2.963396,-0.502892,-0.690419,-0.561236,-1.514546,-0.403465,-5.680774,2.186272,-0.559067,-7.511867,2.977485,0.359709,-1.586014,0.031320,0.366195,-2.977168,-1.128247,0.533698,-3.546474,-1.388442
0.017120,-1.285606,0.004513,0.030564,-2.244126,-0.004590,0.020717,-3.142879,0.242347,-0.444070,-1.645409,0.181474,0.094964,-1.530927,-0.018134,0.043352,-3.688172,0.114911,-0.021185,-2.896499,0.089107,-0.217326,-2.604972,-0.109741,-0.281632,-0.273215,-0.933002,0.078732,-4.145584,1.915275,0.037056,-5.380703,2.397655,0.079582,-1.459189,0.262904,0.041692,-2.653849,-0.716960,0.204983,-3.147021,-0.934291
-0.013248,-1.036848,0.065126,-0.054358,-1.767801,0.058272,-0.057229,-2.382020,0.260104,-0.503079,-1.411584,0.188677,0.003854,-1.480375,0.051345,-0.013460,-2.593985,0.136242,-0.087068,-2.042145,0.109140,-0.213616,-2.236050,0.166173,-0.037738,-0.162312,-0.489187,0.310828,-2.881637,1.505128,0.311449,-3.464604,1.644373,-0.131634,-1.347471,0.413121,-0.175395,-2.302112,-0.363983,-0.000992,-2.704325,-0.526461
-0.058255,-0.921726,0.038879,-0.145864,-1.570572,0.032267,-0.145943,-2.052616,0.239759,-0.593885,-1.446342,0.156226,-0.065484,-1.492031,0.028475,-0.078318,-2.087574,0.052730,-0.165934,-1.712739,0.022422,-0.246052,-2.040297,0.195009,-0.103306,-0.272300,-0.368329,0.231288,-2.447580,1.276543,0.191121,-2.650797,1.215261,-0.180351,-1.304352,0.395560,-0.219504,-2.087214,-0.267251,-0.032557,-2.430181,-0.393002
-0.041312,-0.827929,0.037679,-0.104841,-1.497001,0.031980,-0.105994,-1.757567,0.275674,-0.491851,-1.297162,0.203459,-0.005603,-1.545684,0.013877,-0.005305,-1.656896,0.028977,-0.106477,-1.460636,-0.004336,-0.173199,-1.852966,0.173634,-0.076874,-0.433781,-0.283773,0.216556,-2.101348,1.050653,0.159988,-2.181118,0.917770,-0.052551,-1.288597,0.339000,-0.080361,-1.882850,-0.211032,0.024516,-2.155852,-0.289940
-0.013073,-0.752508,0.053699,-0.038855,-1.472249,0.049442,-0.042961,-1.535928,0.303151,-0.348723,-1.140194,0.250075,0.072839,-1.587181,0.016674,0.084120,-1.341499,0.033192,-0.023699,-1.316370,-0.000845,-0.100370,-1.660450,0.136101,-0.030540,-0.541079,-0.226413,0.215492,-1.815369,0.865787,0.160392,-1.897019,0.729888,0.076819,-1.243225,0.273366,0.060449,-1.680929,-0.186774,0.074137,-1.894459,-0.228255
-0.025085,-0.692993,0.077783,-0.057097,-1.422062,0.074153,-0.060952,-1.427389,0.255725,-0.309349,-1.151608,0.212442,0.057705,-1.562910,0.042370,0.065449,-1.181366,0.029525,-0.034847,-1.310838,-0.001564,-0.127651,-1.450924,0.119103,-0.035590,-0.490348,-0.186342,0.194886,-1.566445,0.752292,0.144487,-1.644375,0.622480,0.035331,-1.114352,0.231823,0.022143,-1.479501,-0.179399,0.021199,-1.667832,-0.206721
-0.055382,-0.631196,0.082483,-0.129709,-1.324734,0.078452,-0.132425,-1.315777,0.179640,-0.348011,-1.194922,0.137704,-0.018828,-1.542776,0.058768,-0.012347,-1.006285,0.023800,-0.087049,-1.263958,0.000368,-0.161933,-1.254261,0.109334,-0.092840,-0.487390,-0.136421,0.103718,-1.333044,0.639498,0.056079,-1.408786,0.513117,-0.042799,-1.005304,0.191146,-0.052338,-1.290242,-0.159589,-0.061777,-1.450999,-0.171868
-0.088628,-0.598145,0.065620,-0.220514,-1.229162,0.060202,-0.220792,-1.256936,0.113089,-0.445754,-1.249622,0.064158,-0.118633,-1.537135,0.057134,-0.110492,-0.904154,0.018043,-0.154549,-1.199557,0.003848,-0.183107,-1.168998,0.111967,-0.171974,-0.533358,-0.099063,0.001916,-1.229430,0.586009,-0.045057,-1.305896,0.458371,-0.116400,-0.970551,0.171775,-0.124472,-1.207284,-0.137548,-0.132129,-1.351963,-0.141369
-0.102481,-0.564397,0.052473,-0.252402,-1.139215,0.046254,-0.251177,-1.191558,0.078196,-0.466476,-1.262723,0.027731,-0.157533,-1.513933,0.048797,-0.144811,-0.788881,0.018356,-0.184049,-1.105064,0.005458,-0.190802,-1.130779,0.109932,-0.215923,-0.608933,-0.067507,-0.071374,-1.148240,0.518325,-0.117575,-1.225081,0.390075,-0.162603,-0.965521,0.155017,-0.168073,-1.151563,-0.113236,-0.173723,-1.279509,-0.107871
-0.131420,-0.519987,0.059920,-0.311633,-1.030138,0.052745,-0.309828,-1.087317,0.071943,-0.512737,-1.226127,0.020817,-0.217532,-1.472829,0.061769,-0.202772,-0.629380,0.025752,-0.247346,-0.967532,0.010946,-0.251362,-1.093499,0.114300,-0.282796,-0.656285,-0.034996,-0.168577,-1.057410,0.463393,-0.214287,-1.134916,0.334288,-0.230152,-0.939669,0.155421,-0.231799,-1.077873,-0.078707,-0.235486,-1.190505,-0.064661
-0.209285,-0.455456,0.105058,-0.483493,-0.878034,0.095393,-0.481949,-0.912810,0.090885,-0.685723,-1.132871,0.035654,-0.379478,-1.414304,0.121527,-0.369624,-0.395379,0.038098,-0.414064,-0.774822,0.023045,-0.430629,-1.011731,0.137724,-0.431042,-0.618058,0.007422,-0.337559,-0.925569,0.448891,-0.383256,-1.004494,0.317636,-0.367278,-0.842958,0.189034,-0.364814,-0.941093,-0.024779,-0.366930,-1.041911,-0.003947
-0.215030,-0.410259,0.153619,-0.504901,-0.783273,0.142473,-0.504420,-0.767962,0.093274,-0.710524,-1.012484,0.035787,-0.393989,-1.344536,0.166672,-0.390442,-0.262431,0.037662,-0.436798,-0.670763,0.021851,-0.452731,-0.944284,0.162028,-0.437608,-0.592789,0.047711,-0.368454,-0.804154,0.428643,-0.413873,-0.883931,0.296182,-0.379530,-0.781313,0.213254,-0.373729,-0.844355,0.022639,-0.374409,-0.934725,0.049019
-0.144546,-0.406290,0.182105,-0.363272,-0.792407,0.171122,-0.364198,-0.724420,0.078540,-0.573126,-0.924491,0.021762,-0.251335,-1.297307,0.179201,-0.252527,-0.295880,0.029545,-0.301830,-0.706253,0.012668,-0.304445,-0.924145,0.174271,-0.297736,-0.592231,0.065651,-0.240842,-0.752422,0.412343,-0.285624,-0.832171,0.280211,-0.258684,-0.785081,0.215367,-0.252342,-0.835596,0.039232,-0.252477,-0.922089,0.067179
-0.104235,-0.391412,0.217203,-0.299996,-0.792800,0.205500,-0.303660,-0.679571,0.138712,-0.516759,-0.859359,0.081542,-0.175268,-1.237972,0.207042,-0.183050,-0.325339,0.025459,-0.230237,-0.735632,0.008979,-0.220584,-0.882659,0.183654,-0.231076,-0.570252,0.079818,-0.188144,-0.677450,0.390019,-0.232134,-0.756751,0.258934,-0.186066,-0.774392,0.215481,-0.178188,-0.806814,0.053781,-0.177509,-0.888299,0.084704
-0.069486,-0.373218,0.233016,-0.240209,-0.772317,0.220898,-0.246231,-0.642599,0.204914,-0.468880,-0.814558,0.145641,-0.104660,-1.167718,0.216966,-0.115384,-0.341680,0.022233,-0.166543,-0.741881,0.004350,-0.155278,-0.844165,0.184034,-0.171086,-0.549251,0.085793,-0.139844,-0.614050,0.364598,-0.183113,-0.692718,0.235061,-0.110879,-0.748825,0.214218,-0.100663,-0.759513,0.065523,-0.099037,-0.835224,0.100026
-0.016186,-0.358425,0.203521,-0.110717,-0.716861,0.193332,-0.116198,-0.620850,0.209283,-0.358838,-0.784599,0.145335,0.019625,-1.086204,0.177653,0.014081,-0.334189,0.019359,-0.058325,-0.706380,-0.005100,-0.062573,-0.832044,0.168769,-0.050977,-0.550574,0.078192,-0.024669,-0.596085,0.337878,-0.067181,-0.674028,0.209974,0.017373,-0.706900,0.211642,0.030344,-0.694184,0.073149,0.032910,-0.763707,0.111059
-0.000578,-0.345990,0.190135,-0.077445,-0.678050,0.180938,-0.083422,-0.597131,0.238464,-0.359469,-0.727104,0.167418,0.049250,-1.005130,0.164864,0.043315,-0.364280,0.018162,-0.024227,-0.610017,-0.004302,-0.025961,-0.828363,0.156533,-0.012552,-0.562799,0.071447,0.007314,-0.586152,0.314450,-0.034788,-0.663958,0.187091,0.035082,-0.677002,0.203023,0.049101,-0.649200,0.078437,0.052245,-0.714393,0.117509
-0.028499,-0.343443,0.199111,-0.153932,-0.677530,0.188553,-0.161711,-0.585529,0.276304,-0.467829,-0.673974,0.199695,-0.026837,-0.966878,0.181914,-0.037198,-0.418743,0.015700,-0.076337,-0.502809,0.003237,-0.061466,-0.836416,0.153173,-0.073135,-0.581283,0.069187,-0.057075,-0.590490,0.306222,-0.099197,-0.668962,0.178094,-0.064461,-0.676038,0.192560,-0.051587,-0.649081,0.078556,-0.048472,-0.713931,0.115989
-0.016868,-0.343263,0.198664,-0.099822,-0.695456,0.188103,-0.106269,-0.610035,0.213451,-0.423205,-0.669090,0.135708,-0.067964,-0.892407,0.190412,-0.068896,-0.531807,0.119740,-0.052315,-0.519957,0.124711,-0.038902,-0.837150,0.130475,-0.051979,-0.610721,0.056010,-0.041328,-0.602601,0.282522,-0.083326,-0.681484,0.154043,-0.066624,-0.674761,0.166939,-0.052081,-0.629545,0.065934,-0.048253,-0.689054,0.105789
0.011189,-0.340303,0.194845,-0.003261,-0.717716,0.184855,-0.007817,-0.639516,0.139217,-0.328993,-0.664544,0.061881,-0.067511,-0.804246,0.192553,-0.059531,-0.641810,0.227435,0.013178,-0.593704,0.249030,0.004873,-0.828024,0.104926,0.001202,-0.628221,0.040217,0.008339,-0.609749,0.256595,-0.033121,-0.688245,0.129035,-0.019325,-0.664383,0.142353,-0.002265,-0.596619,0.051896,0.002456,-0.649886,0.095303
0.032477,-0.330403,0.193303,0.047417,-0.732170,0.183180,0.041877,-0.644559,0.141689,-0.289650,-0.616620,0.064235,-0.018468,-0.725418,0.189171,-0.011737,-0.687535,0.235396,0.091004,-0.657148,0.265361,0.033832,-0.807539,0.092622,0.037150,-0.611918,0.030124,0.046740,-0.600110,0.241635,0.006511,-0.676893,0.117124,0.030071,-0.637418,0.134718,0.048555,-0.557606,0.047506,0.053801,-0.607831,0.092661
0.046071,-0.300444,0.179360,0.086217,-0.698620,0.170002,0.078812,-0.595148,0.145416,-0.259019,-0.544481,0.068016,0.025703,-0.632582,0.173123,0.026881,-0.690850,0.186623,0.156679,-0.669670,0.224433,0.046297,-0.739125,0.078477,0.063601,-0.548025,0.018907,0.071902,-0.533172,0.219641,0.032882,-0.608270,0.098102,0.069504,-0.574607,0.123040,0.089163,-0.485580,0.036263,0.094754,-0.535515,0.082329
0.045855,-0.265609,0.159869,0.094677,-0.634133,0.151629,0.085234,-0.516313,0.148275,-0.251411,-0.484933,0.070971,0.044370,-0.572469,0.152013,0.037594,-0.650483,0.104931,0.177794,-0.625580,0.146072,0.036961,-0.657196,0.069557,0.068139,-0.468677,0.012185,0.072221,-0.442636,0.201630,0.033798,-0.516987,0.081536,0.080060,-0.507566,0.113149,0.100010,-0.416736,0.023788,0.105661,-0.469290,0.069451
0.059112,-0.244531,0.137515,0.129445,-0.604260,0.130256,0.115386,-0.438169,0.133028,-0.235057,-0.426207,0.052251,0.080320,-0.529262,0.127453,0.066543,-0.609262,0.025348,0.230198,-0.537437,0.074336,0.059550,-0.631393,0.069986,0.090924,-0.440905,0.011957,0.081013,-0.376956,0.187845,0.041438,-0.453839,0.063905,0.085890,-0.495385,0.107718,0.103955,-0.418357,0.013330,0.109128,-0.478233,0.055738
0.053562,-0.207231,0.117511,0.120897,-0.534920,0.111397,0.105013,-0.353806,0.116560,-0.255927,-0.342907,0.034187,0.070156,-0.451507,0.109382,0.052532,-0.534898,-0.022705,0.239214,-0.408994,0.033702,0.051778,-0.542771,0.076187,0.087734,-0.375102,0.025874,0.071213,-0.293506,0.196548,0.030850,-0.372133,0.070293,0.057418,-0.443916,0.101672,0.072914,-0.386971,0.000091,0.077376,-0.455404,0.038366
-0.003557,-0.124518,0.104888,-0.001379,-0.353157,0.099240,-0.010450,-0.257425,0.114204,-0.360284,-0.210851,0.036644,-0.050109,-0.288804,0.106932,-0.065920,-0.396165,-0.010603,0.129567,-0.244648,0.048621,-0.050047,-0.273282,0.084693,0.013030,-0.182506,0.061617,0.015628,-0.150413,0.245978,-0.022842,-0.225620,0.125504,-0.035916,-0.259626,0.090088,-0.022383,-0.219498,-0.020410,-0.018453,-0.294366,0.014664
-0.027906,-0.058304,0.085307,-0.054065,-0.204053,0.080540,-0.056353,-0.186008,0.097582,-0.390616,-0.105097,0.025460,-0.101458,-0.140143,0.092664,-0.115118,-0.297302,-0.006058,0.100756,-0.139139,0.059079,-0.087637,-0.074412,0.080373,-0.022370,-0.045688,0.077337,-0.006702,-0.045921,0.271335,-0.043827,-0.118893,0.154380,-0.078687,-0.113692,0.071828,-0.066231,-0.080794,-0.040070,-0.062626,-0.158818,-0.006903
-0.006529,-0.041185,0.068558,-0.009520,-0.161403,0.065192,-0.008714,-0.174526,0.075640,-0.330784,-0.078129,0.007269,-0.057072,-0.079139,0.074052,-0.069357,-0.287035,-0.010939,0.168216,-0.144518,0.060500,-0.041080,-0.045009,0.065412,0.000233,-0.032559,0.065298,0.016049,-0.031688,0.260154,-0.020932,-0.104939,0.142823,-0.048667,-0.078520,0.055989,-0.035834,-0.039724,-0.049115,-0.032119,-0.116029,-0.015561
0.056626,-0.044663,0.045405,0.104716,-0.142724,0.044558,0.108975,-0.198966,0.069821,-0.164551,-0.203445,0.008010,0.068222,-0.023174,0.044473,0.056416,-0.372518,-0.028273,0.322233,-0.174811,0.052344,0.102879,-0.044782,0.034625,0.091020,-0.046092,0.033937,0.105071,-0.039308,0.229072,0.068254,-0.112880,0.111361,0.059158,-0.072475,0.021608,0.071199,-0.036818,-0.079514,0.074684,-0.116869,-0.047104
0.103315,-0.048078,0.021473,0.192058,-0.124616,0.022981,0.199042,-0.214258,0.062358,-0.028256,-0.326890,0.004958,0.160073,0.024974,0.015780,0.149022,-0.446510,-0.041953,0.441787,-0.204969,0.047427,0.213775,-0.048491,0.006110,0.163678,-0.061268,0.005553,0.175522,-0.047821,0.198529,0.138971,-0.121504,0.081099,0.141245,-0.076130,-0.010872,0.152428,-0.045027,-0.110756,0.155675,-0.129702,-0.079155
0.075082,-0.031395,0.002290,0.155692,-0.084492,0.004209,0.163368,-0.176195,0.034799,-0.059984,-0.294959,-0.023031,0.104097,0.061686,0.000448,0.095659,-0.402592,-0.035730,0.406136,-0.210763,0.059059,0.160966,-0.031799,-0.001831,0.131727,-0.053828,0.002517,0.142288,-0.037494,0.189068,0.106371,-0.110541,0.073014,0.093927,-0.070914,-0.020909,0.105438,-0.038038,-0.122185,0.108808,-0.123662,-0.089297
0.046491,-0.003737,-0.024390,0.112760,-0.029034,-0.022325,0.118750,-0.099392,-0.000356,-0.105924,-0.203418,-0.058890,0.044767,0.094547,-0.022137,0.040482,-0.289496,-0.030533,0.348783,-0.122694,0.064350,0.110690,-0.004326,-0.010075,0.090844,-0.022806,-0.006004,0.096770,0.003543,0.170525,0.061545,-0.068748,0.055865,0.040812,-0.036915,-0.027958,0.052969,0.000577,-0.126983,0.056413,-0.085356,-0.092815
0.031921,0.021135,-0.045231,0.084859,0.014124,-0.043248,0.087654,-0.022141,-0.025380,-0.142860,-0.098056,-0.084652,0.011827,0.107242,-0.040775,0.011093,-0.163659,-0.028974,0.298673,0.015314,0.059789,0.088146,0.020325,-0.014541,0.061526,0.016399,-0.015769,0.061911,0.055036,0.152122,0.027135,-0.016903,0.038259,0.008521,0.008977,-0.028505,0.021282,0.051548,-0.122799,0.024727,-0.033881,-0.087947
0.017373,0.034405,-0.078655,0.046213,0.070573,-0.076718,0.048581,0.024970,-0.028873,-0.168970,-0.037940,-0.084861,-0.013041,0.088507,-0.073416,-0.007915,-0.075703,-0.025392,0.240418,0.070334,0.050966,0.059412,0.033555,-0.040187,0.050359,0.025608,-0.038497,0.048409,0.068441,0.121675,0.014413,-0.002404,0.009801,-0.007669,0.033683,-0.049562,0.006126,0.082594,-0.142181,0.009698,-0.002272,-0.105840
-0.003787,0.040897,-0.101575,-0.015262,0.130963,-0.100221,-0.009096,0.027160,-0.008326,-0.193295,-0.022884,-0.055831,-0.051272,0.057061,-0.094713,-0.041665,-0.019664,-0.019735,0.161679,0.089843,0.042586,0.013201,0.040125,-0.060427,0.031397,0.022498,-0.053071,0.027800,0.067658,0.099989,-0.005433,-0.002004,-0.009945,-0.034554,0.043970,-0.066203,-0.020185,0.094936,-0.159920,-0.016671,0.009727,-0.122736
-0.038288,0.045593,-0.090913,-0.111898,0.186205,-0.090985,-0.096191,-0.030098,0.039113,-0.225034,-0.052314,0.006241,-0.124410,0.031810,-0.079336,-0.115357,0.010512,-0.011841,0.050252,0.121406,0.038770,-0.061867,0.045076,-0.048697,-0.021346,0.025035,-0.038418,-0.028406,0.076959,0.107792,-0.061235,0.007760,-0.001394,-0.099026,0.046781,-0.053553,-0.085577,0.089959,-0.150857,-0.082493,0.002572,-0.114871
-0.022043,0.029630,-0.118390,-0.123472,0.469216,-0.113041,-0.118293,0.371589,0.002053,-0.254754,0.345156,-0.033334,-0.085506,-0.011481,-0.110588,-0.072767,-0.029043,-0.015314,0.067126,0.124826,0.027197,-0.027447,0.028566,-0.053946,0.043564,-0.003286,-0.036891,0.038454,0.043440,0.109357,0.005860,-0.025601,0.000346,-0.067585,0.027182,-0.060048,-0.056345,0.054221,-0.163986,-0.053888,-0.037793,-0.129903
0.036655,0.000220,-0.170285,-0.042283,0.837649,-0.155821,-0.062457,1.030372,-0.102240,-0.266583,0.970023,-0.152656,0.045830,-0.052179,-0.172522,0.064530,-0.119452,-0.027898,0.203666,0.097492,0.013909,0.099091,-0.001990,-0.073467,0.193471,-0.049170,-0.049163,0.194841,-0.017058,0.103987,0.162306,-0.086289,-0.005566,0.043885,-0.005800,-0.082362,0.052665,0.004713,-0.192689,0.054494,-0.092039,-0.160184
0.063506,0.028776,-0.172784,-0.037625,1.126453,-0.154002,-0.065006,1.413348,-0.145688,-0.275533,1.289025,-0.194427,0.099289,0.048331,-0.177222,0.116064,-0.156798,-0.033799,0.232202,0.134007,0.000489,0.153039,0.026306,-0.072835,0.267606,-0.004325,-0.051813,0.267714,0.029362,0.095893,0.235838,-0.038761,-0.012234,0.068283,0.022392,-0.086015,0.075245,0.022364,-0.198181,0.076894,-0.074741,-0.165049
0.034477,0.078406,-0.103611,-0.138208,1.385880,-0.080046,-0.165807,1.679866,-0.101605,-0.309372,1.177114,-0.144415,0.030487,0.239111,-0.100529,0.034981,-0.217180,-0.025890,0.147471,0.307618,0.006275,0.070844,0.077252,-0.048727,0.214497,0.069851,-0.032164,0.213456,0.104268,0.109151,0.182256,0.037277,0.002382,-0.018557,0.072030,-0.063040,-0.012455,0.066450,-0.175744,-0.010968,-0.029971,-0.141737
-0.076267,0.112384,0.059538,-0.374350,1.665927,0.097150,-0.405548,1.989130,0.060358,-0.398197,0.508979,0.018117,-0.207572,0.469286,0.083168,-0.228977,-0.376764,0.004619,-0.058658,0.691500,0.050488,-0.212292,0.114789,0.001532,-0.018677,0.112119,0.021812,-0.012564,0.129429,0.167051,-0.043606,0.062305,0.059527,-0.242124,0.103432,-0.005694,-0.235949,0.096532,-0.120916,-0.234979,-0.001593,-0.087940
-0.057478,0.200826,0.127703,-0.286280,1.852170,0.176965,-0.298357,1.961816,0.153961,-0.217543,0.036579,0.111933,-0.172174,0.815546,0.156043,-0.208608,-0.353450,0.009155,0.017834,0.881331,0.066107,-0.198390,0.204187,0.034409,-0.004963,0.234062,0.044595,0.001779,0.248650,0.189109,-0.028860,0.181607,0.080973,-0.223480,0.195554,0.028495,-0.215251,0.201950,-0.076359,-0.214161,0.108597,-0.042101
0.081339,0.301269,0.066339,0.085901,1.855467,0.094781,0.110320,1.615993,0.107323,0.145942,0.000403,0.063578,0.119055,1.107696,0.075578,0.087195,-0.155669,-0.021033,0.339171,0.785426,0.041918,0.105020,0.301489,0.034178,0.248266,0.375423,0.025458,0.248459,0.403040,0.165040,0.218475,0.336194,0.056722,0.027555,0.303072,0.022493,0.038994,0.330506,-0.064306,0.040657,0.246100,-0.026893
0.170435,0.466949,0.091223,0.277260,1.843450,0.099683,0.341769,1.281189,0.168602,0.363675,0.057186,0.130719,0.318370,1.642302,0.085776,0.278743,0.189967,-0.032169,0.552886,0.938377,0.036656,0.281777,0.466327,0.049399,0.398741,0.610887,0.015396,0.399051,0.635598,0.150017,0.370728,0.571010,0.044987,0.196351,0.504607,0.044962,0.214078,0.568881,-0.025594,0.216714,0.493082,0.018396
0.202005,0.604882,0.120944,0.319637,1.894219,0.119713,0.427265,1.027800,0.237151,0.459252,0.179194,0.211475,0.395576,2.131963,0.103524,0.346622,0.469608,-0.036074,0.630683,1.115460,0.036332,0.341966,0.604396,0.058261,0.434308,0.797094,0.006454,0.438743,0.809862,0.141949,0.412247,0.747204,0.039668,0.264053,0.677985,0.062934,0.286977,0.770055,0.000976,0.290063,0.696896,0.050038
0.174199,0.620560,0.073268,0.255505,2.084233,0.072168,0.403943,0.923950,0.200343,0.453540,0.336342,0.187176,0.335572,2.286677,0.053221,0.291153,0.466763,-0.036010,0.564558,1.089248,0.033926,0.299225,0.620094,0.036779,0.345983,0.789345,-0.012570,0.356290,0.788023,0.135538,0.330523,0.724530,0.031604,0.216012,0.699749,0.041153,0.238892,0.785532,-0.025792,0.241156,0.703436,0.022041
0.106311,0.734676,0.007457,0.122530,2.478247,0.012326,0.300639,1.112866,0.129388,0.381651,0.824782,0.136684,0.207933,2.614485,-0.008033,0.177003,0.773673,-0.022741,0.491976,1.427169,0.058984,0.145118,0.734539,0.000455,0.192343,0.926257,-0.055906,0.201899,0.923420,0.088408,0.177808,0.861039,-0.013790,0.119196,0.888711,0.033330,0.148918,1.006976,-0.032589,0.151748,0.929733,0.023187
0.032129,0.890530,-0.043086,-0.012508,2.879839,-0.028641,0.167847,1.500467,0.060570,0.280434,1.400696,0.085432,0.076364,2.952094,-0.049282,0.061647,1.237482,-0.003500,0.450047,1.960857,0.096833,-0.043239,0.890852,-0.033769,0.051189,1.139496,-0.101804,0.053222,1.148301,0.024073,0.031401,1.088502,-0.074030,0.020995,1.150993,0.042924,0.061361,1.324289,-0.016223,0.065492,1.263262,0.052653
-0.012111,0.988140,-0.071777,-0.107712,3.127892,-0.045798,0.081382,1.674677,0.023690,0.099805,1.829971,0.036599,-0.020120,3.158530,-0.065554,-0.027808,1.452410,0.001856,0.372272,2.192298,0.103076,-0.110044,0.988641,-0.035116,-0.067556,1.241700,-0.112794,-0.105879,1.336894,-0.017559,-0.127636,1.273434,-0.121830,0.015999,1.331176,0.075141,0.065290,1.548249,0.020191,0.070181,1.503307,0.099102
-0.046386,1.038065,-0.077968,-0.185859,3.244680,-0.037772,0.006627,1.748328,0.011771,-0.074220,2.076039,0.006929,-0.102043,3.334852,-0.055797,-0.113980,1.476312,0.002219,0.284798,2.203541,0.101257,-0.152952,1.038641,-0.024177,-0.165047,1.280753,-0.107858,-0.238688,1.452579,-0.035770,-0.260661,1.384289,-0.147434,-0.013596,1.436735,0.103720,0.040945,1.677299,0.050492,0.045921,1.641533,0.134430
-0.091476,1.051010,-0.062221,-0.271895,3.252464,-0.004950,-0.094199,1.834087,0.015181,-0.159513,2.102156,0.011711,-0.191423,3.582135,-0.020132,-0.220102,1.366963,0.003278,0.213564,2.076499,0.110528,-0.268306,1.052230,-0.028368,-0.240829,1.303917,-0.108411,-0.307703,1.458042,-0.029153,-0.328311,1.389483,-0.140780,-0.183338,1.475799,0.093353,-0.128699,1.710129,0.037905,-0.124582,1.670375,0.120088
0.026851,1.106973,-0.239789,-0.083318,3.295848,-0.193509,0.007455,1.356692,-0.686107,-0.151253,2.398585,-0.672883,-0.022910,3.841756,-0.204897,0.017100,1.491576,0.014480,0.438681,2.122299,0.119788,-0.001804,1.106184,-0.065871,-0.052886,1.368174,-0.166439,-0.124328,1.530040,-0.080354,-0.143724,1.460514,-0.193246,-0.000794,1.588969,0.048104,0.055946,1.832679,-0.002696,0.059639,1.796703,0.081334
0.265742,1.172538,-0.525477,0.317974,3.347405,-0.531932,0.194213,0.538950,-1.734449,-0.058817,2.809127,-1.715091,0.354929,3.977832,-0.547052,0.534901,1.781825,-0.007179,0.903758,2.312142,0.085232,0.519649,1.168851,-0.110690,0.313579,1.437721,-0.250613,0.228130,1.629355,-0.163467,0.209850,1.558093,-0.278072,0.448251,1.715048,-0.002278,0.508513,1.979063,-0.043280,0.512010,1.952639,0.045247
0.318962,1.231029,-0.559016,0.621618,3.398617,-0.658062,0.250901,-0.062176,-2.230001,0.118702,2.123153,-2.233831,0.406508,3.974486,-0.587802,0.621962,2.046845,-0.023840,1.060103,2.704963,0.085863,0.630191,1.229168,-0.088798,0.414449,1.529895,-0.246622,0.303421,1.781275,-0.193913,0.286737,1.709993,-0.307010,0.560400,1.848336,0.035513,0.630594,2.161749,0.001428,0.634025,2.146738,0.098725
0.307662,1.264020,-0.381355,0.815964,3.548792,-0.562305,0.283094,-0.053300,-2.016281,0.283753,1.674500,-2.026232,0.242220,3.795504,-0.339515,0.379357,2.136305,0.012836,0.778582,2.945298,0.105648,0.583150,1.263517,-0.035141,0.413414,1.609833,-0.201125,0.288093,1.896320,-0.179423,0.273200,1.827105,-0.288112,0.587396,1.856461,0.104219,0.665732,2.187851,0.052758,0.668710,2.170788,0.153556
0.353501,1.239305,-0.038759,0.902672,3.890505,-0.254419,0.532653,0.901278,-0.921645,0.594758,2.758128,-0.941205,-0.015590,3.388066,0.153419,-0.066229,1.880511,0.117717,-0.048526,2.657588,0.107223,0.632958,1.236441,0.021052,0.476509,1.632057,-0.162116,0.368606,1.875708,-0.127912,0.355776,1.810431,-0.229303,0.785592,1.595656,0.152753,0.863993,1.852989,0.037255,0.865245,1.805404,0.126706
