body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
-0.000211,0.118451,-0.008728,0.992922,0.000835,-0.001450,-0.009665,0.999952,-0.044508,-0.208018,-0.019182,0.976924,-0.033302,-0.108214,0.107284,0.987760,-0.000211,0.066363,-0.001872,0.997794,0.006073,-0.188510,0.000075,0.982053,0.002133,-0.144792,-0.027107,0.989088,-0.003271,-0.140649,0.017311,0.989903,0.033151,-0.049758,0.208968,0.976093,-0.285416,-0.545466,0.063076,0.785510,-0.276586,-0.672858,0.100174,0.678769,-0.036203,-0.071116,-0.191840,0.978177,0.185737,-0.635860,-0.107682,0.741343,0.196592,-0.688009,-0.129626,0.686435
0.001279,0.117793,-0.007834,0.993006,0.002111,0.010139,-0.007269,0.999920,-0.043477,-0.193791,-0.016956,0.979932,-0.033404,-0.095343,0.111579,0.988607,0.001247,0.066664,-0.001288,0.997774,0.006123,-0.191420,0.000626,0.981489,0.002088,-0.144318,-0.027502,0.989147,-0.002826,-0.141308,0.017500,0.989807,0.033662,-0.050402,0.207840,0.976283,-0.285648,-0.546136,0.061708,0.785069,-0.275967,-0.673782,0.099895,0.678146,-0.035817,-0.071882,-0.190579,0.978381,0.186210,-0.636822,-0.105858,0.740661,0.196544,-0.689590,-0.128219,0.685125
0.001777,0.116906,-0.007804,0.993111,0.002442,0.023136,-0.005009,0.999717,-0.043217,-0.177944,-0.015086,0.982975,-0.033706,-0.087455,0.114817,0.988955,0.001684,0.068031,-0.000759,0.997681,0.006172,-0.195829,0.001214,0.980618,0.002061,-0.141769,-0.028240,0.989495,-0.002532,-0.142181,0.017848,0.989676,0.034068,-0.051253,0.206545,0.976500,-0.285895,-0.547108,0.060166,0.784422,-0.275301,-0.674981,0.099441,0.677290,-0.035637,-0.072872,-0.189536,0.978517,0.186675,-0.637919,-0.104348,0.739813,0.196503,-0.691293,-0.127120,0.683623
0.000290,0.115560,-0.009498,0.993255,0.000765,0.038932,-0.002937,0.999237,-0.044647,-0.158892,-0.013854,0.986189,-0.034462,-0.089584,0.116023,0.988598,0.000054,0.071528,-0.000326,0.997439,0.006184,-0.203236,0.001892,0.979108,0.002060,-0.135072,-0.029649,0.990390,-0.002533,-0.143482,0.018508,0.989477,0.034265,-0.052512,0.204915,0.976769,-0.286160,-0.548680,0.058275,0.783369,-0.274531,-0.676728,0.098636,0.675976,-0.035866,-0.074310,-0.188933,0.978517,0.187132,-0.639287,-0.103468,0.738639,0.196485,-0.693243,-0.126638,0.681741
-0.000584,0.112892,-0.009247,0.993564,-0.000398,0.052092,-0.002000,0.998640,-0.045828,-0.147055,-0.013833,0.987969,-0.034685,-0.094858,0.116385,0.988055,-0.000954,0.076246,0.000027,0.997089,0.006175,-0.210664,0.002466,0.977536,0.001885,-0.132278,-0.031516,0.990710,-0.002892,-0.146140,0.018925,0.989079,0.034439,-0.054579,0.203716,0.976901,-0.286772,-0.550565,0.056946,0.781919,-0.274141,-0.678732,0.098309,0.674170,-0.036699,-0.076866,-0.187813,0.978505,0.186760,-0.641378,-0.102791,0.737014,0.195617,-0.695762,-0.126435,0.679459
-0.001153,0.109562,-0.008023,0.993947,-0.001197,0.063937,-0.001627,0.997952,-0.046774,-0.138831,-0.014413,0.989106,-0.034485,-0.101673,0.116314,0.987393,-0.001615,0.081577,0.000346,0.996666,0.006183,-0.218091,0.003006,0.975904,0.001646,-0.131433,-0.033594,0.990754,-0.003436,-0.149477,0.019218,0.988573,0.034592,-0.057052,0.202733,0.976958,-0.287565,-0.552603,0.055896,0.780264,-0.273945,-0.680862,0.098215,0.672112,-0.037835,-0.079982,-0.186432,0.978476,0.185974,-0.643827,-0.102218,0.735154,0.194321,-0.698558,-0.126375,0.676968
-0.002697,0.103604,-0.006025,0.994597,-0.002852,0.070229,-0.001017,0.997526,-0.049543,-0.140176,-0.015166,0.988770,-0.035682,-0.112589,0.115755,0.986231,-0.003186,0.090341,0.000220,0.995906,0.006159,-0.225211,0.003214,0.974285,0.001250,-0.132161,-0.036285,0.990563,-0.004351,-0.155435,0.019455,0.987645,0.034998,-0.061036,0.201876,0.976881,-0.288325,-0.555898,0.055448,0.777671,-0.273695,-0.684052,0.098610,0.668910,-0.039925,-0.084928,-0.185206,0.978209,0.184629,-0.647145,-0.102643,0.732516,0.192446,-0.702023,-0.127417,0.673716
-0.003906,0.097544,-0.004159,0.995215,-0.004130,0.077584,-0.000278,0.996977,-0.052015,-0.142410,-0.015956,0.988311,-0.036723,-0.122637,0.114912,0.985092,-0.004352,0.099928,0.000191,0.994985,0.006162,-0.232531,0.003551,0.972563,0.000885,-0.133260,-0.038776,0.990322,-0.005100,-0.161479,0.019715,0.986666,0.035576,-0.065245,0.201309,0.976705,-0.289160,-0.559372,0.055337,0.774873,-0.273532,-0.687384,0.099320,0.665447,-0.041861,-0.089955,-0.183926,0.977920,0.183398,-0.650549,-0.102929,0.729765,0.190661,-0.705609,-0.128312,0.670299
-0.004446,0.091284,-0.002559,0.995812,-0.004718,0.087056,0.000664,0.996192,-0.053955,-0.146433,-0.016847,0.987604,-0.037555,-0.130987,0.113572,0.984141,-0.004804,0.111154,0.000288,0.993792,0.006165,-0.240268,0.004014,0.970679,0.000516,-0.135108,-0.040994,0.989982,-0.005499,-0.167701,0.020037,0.985619,0.036533,-0.069904,0.201340,0.976341,-0.290127,-0.563207,0.055925,0.771684,-0.273534,-0.691005,0.100691,0.661478,-0.043479,-0.095151,-0.182530,0.977619,0.182399,-0.654138,-0.102920,0.726802,0.189061,-0.709457,-0.128896,0.666568
-0.004220,0.082939,-0.001865,0.996544,-0.004574,0.097708,0.001525,0.995203,-0.054785,-0.149480,-0.017672,0.987088,-0.037863,-0.135787,0.111743,0.983688,-0.004531,0.122704,0.000245,0.992433,0.006145,-0.246028,0.004222,0.969234,0.000100,-0.134014,-0.044475,0.989981,-0.005367,-0.175944,0.021139,0.984158,0.038505,-0.075691,0.201427,0.975815,-0.290319,-0.567818,0.057540,0.768106,-0.272863,-0.695213,0.103116,0.656957,-0.045131,-0.101025,-0.181617,0.977125,0.181805,-0.657537,-0.103420,0.723807,0.187831,-0.712935,-0.130047,0.662971
-0.003611,0.073546,-0.001625,0.997284,-0.004085,0.108943,0.002318,0.994037,-0.055061,-0.152040,-0.018497,0.986666,-0.037917,-0.138817,0.109646,0.983499,-0.003908,0.134406,0.000104,0.990919,0.006125,-0.250800,0.004258,0.968010,-0.000314,-0.131449,-0.048635,0.990129,-0.004947,-0.185186,0.022638,0.982430,0.041000,-0.082040,0.201527,0.975180,-0.290103,-0.572804,0.059676,0.764314,-0.271828,-0.699693,0.106072,0.652141,-0.046782,-0.107235,-0.180927,0.976513,0.181417,-0.660833,-0.104157,0.720790,0.186787,-0.716221,-0.131461,0.659436
-0.002742,0.063232,-0.001789,0.997993,-0.003444,0.120617,0.003332,0.992688,-0.055046,-0.155515,-0.019139,0.986113,-0.037915,-0.138817,0.109669,0.983496,-0.003146,0.146140,0.000234,0.989259,0.006095,-0.256167,0.004569,0.966602,-0.000688,-0.129636,-0.052246,0.990184,-0.004549,-0.195317,0.023422,0.980450,0.043636,-0.089592,0.202213,0.974258,-0.290367,-0.576984,0.063020,0.760792,-0.271429,-0.703449,0.110281,0.647552,-0.048824,-0.113380,-0.181595,0.975594,0.181605,-0.663410,-0.106225,0.718069,0.186409,-0.718634,-0.134193,0.656360
-0.001963,0.052823,-0.002280,0.998599,-0.002993,0.132155,0.004297,0.991215,-0.055006,-0.158594,-0.019786,0.985612,-0.037893,-0.138817,0.109605,0.983504,-0.002582,0.159310,0.000342,0.987225,0.006092,-0.262397,0.004938,0.964928,-0.001101,-0.128831,-0.056034,0.990082,-0.004116,-0.205505,0.024357,0.978344,0.046326,-0.097143,0.202764,0.973295,-0.290512,-0.581293,0.066273,0.757172,-0.270871,-0.707308,0.114404,0.642850,-0.050813,-0.119426,-0.181749,0.974743,0.181533,-0.666045,-0.107847,0.715401,0.185735,-0.721131,-0.136495,0.653331
-0.001362,0.042234,-0.003425,0.999101,-0.002932,0.143430,0.005211,0.989642,-0.054964,-0.160882,-0.020369,0.985231,-0.037870,-0.138823,0.109443,0.983522,-0.002459,0.175356,0.000448,0.984502,0.006071,-0.270355,0.005469,0.962726,-0.001692,-0.130039,-0.060117,0.989683,-0.003606,-0.215828,0.025576,0.976090,0.049118,-0.104697,0.203059,0.972313,-0.290446,-0.585887,0.069324,0.753373,-0.270029,-0.711407,0.118344,0.637950,-0.052668,-0.125289,-0.180918,0.974062,0.180997,-0.668812,-0.108575,0.712841,0.184530,-0.723812,-0.137935,0.650399
0.002916,0.030729,-0.001489,0.999522,0.001380,0.153640,0.006718,0.988103,-0.042027,-0.175645,-0.014919,0.983443,-0.025557,-0.133477,0.115913,0.983918,0.001997,0.191404,0.001347,0.981508,0.005877,-0.276277,0.005804,0.961042,-0.002349,-0.130489,-0.063665,0.989401,-0.002528,-0.227043,0.026278,0.973527,0.052809,-0.112973,0.204814,0.970824,-0.290636,-0.590269,0.074262,0.749399,-0.269700,-0.715223,0.124093,0.632707,-0.054117,-0.131317,-0.179686,0.973417,0.180526,-0.671541,-0.108827,0.710352,0.183335,-0.726383,-0.138917,0.647656
0.009031,0.018764,0.001986,0.999781,0.007959,0.163295,0.008296,0.986510,-0.023030,-0.196583,-0.005419,0.980202,-0.007059,-0.125410,0.125826,0.984068,0.008797,0.207404,0.002348,0.978213,0.006015,-0.281194,0.005715,0.959615,-0.002676,-0.130598,-0.067330,0.989143,-0.001272,-0.238665,0.026795,0.970731,0.056889,-0.121586,0.207352,0.969013,-0.291007,-0.594470,0.080174,0.745314,-0.269683,-0.718826,0.130758,0.627266,-0.055439,-0.137386,-0.178157,0.972786,0.179975,-0.674243,-0.108814,0.707930,0.182029,-0.728889,-0.139651,0.645046
0.013910,0.005918,0.004449,0.999876,0.013924,0.172046,0.005117,0.984977,-0.000463,-0.225219,0.002848,0.974304,0.017517,-0.134607,0.132172,0.981888,0.013986,0.220841,0.003804,0.975202,0.005859,-0.284390,0.006119,0.958671,-0.003037,-0.125705,-0.072261,0.989428,-0.000509,-0.251098,0.026784,0.967591,0.060602,-0.130504,0.208615,0.967355,-0.290870,-0.598324,0.085339,0.741701,-0.269117,-0.722124,0.136749,0.622425,-0.057578,-0.143144,-0.177643,0.971925,0.179489,-0.675895,-0.110098,0.706277,0.180877,-0.730247,-0.141748,0.643374
0.016511,-0.006780,0.007151,0.999815,0.017883,0.183310,0.002202,0.982890,0.014896,-0.247058,0.009232,0.968842,0.034010,-0.137210,0.136708,0.980473,0.016544,0.231851,0.008026,0.972578,0.004245,-0.288928,0.009528,0.957294,-0.004081,-0.122376,-0.071387,0.989905,-0.000197,-0.263343,0.026940,0.964326,0.063928,-0.138999,0.210026,0.965651,-0.291016,-0.602003,0.090285,0.738072,-0.268831,-0.725270,0.142418,0.617601,-0.060173,-0.150237,-0.177764,0.970674,0.179339,-0.678760,-0.112140,0.703240,0.180042,-0.732841,-0.144529,0.640031
0.014562,-0.019178,0.010334,0.999657,0.017827,0.199691,0.000241,0.979697,0.017082,-0.255974,0.009075,0.966490,0.034960,-0.126864,0.136147,0.981910,0.013781,0.238060,0.018267,0.970981,-0.000933,-0.296164,0.019447,0.954939,-0.007040,-0.122194,-0.058255,0.990770,-0.000664,-0.275290,0.027244,0.960975,0.066557,-0.146689,0.211593,0.963992,-0.291650,-0.605454,0.094685,0.734439,-0.269015,-0.728237,0.147368,0.612850,-0.063638,-0.160047,-0.179388,0.968584,0.180025,-0.684001,-0.115874,0.697357,0.180015,-0.737854,-0.148833,0.633257
0.013292,-0.029352,0.012310,0.999405,0.017954,0.214613,-0.000690,0.976534,0.018180,-0.263682,0.009382,0.964393,0.035507,-0.122407,0.135444,0.982553,0.012402,0.241223,0.023223,0.970113,-0.004471,-0.302637,0.023353,0.952809,-0.009410,-0.122358,-0.051470,0.991106,-0.001263,-0.285066,0.027486,0.958113,0.068576,-0.153206,0.213357,0.962447,-0.292872,-0.608187,0.098477,0.731189,-0.269745,-0.730642,0.151669,0.608602,-0.066856,-0.166931,-0.181250,0.966857,0.180794,-0.687023,-0.119363,0.693589,0.180207,-0.740795,-0.152886,0.628788
0.012361,-0.038413,0.013683,0.999092,0.018147,0.228786,-0.001112,0.973307,0.018704,-0.270786,0.009879,0.962407,0.035833,-0.120908,0.134656,0.982835,0.011725,0.242874,0.025540,0.969651,-0.007088,-0.308707,0.024260,0.950821,-0.011422,-0.122678,-0.047866,0.991226,-0.001923,-0.293749,0.027705,0.955479,0.070308,-0.159130,0.215224,0.960944,-0.294372,-0.610546,0.101988,0.728133,-0.270735,-0.732751,0.155664,0.604605,-0.069948,-0.172344,-0.183212,0.965318,0.181591,-0.688935,-0.122717,0.690894,0.180493,-0.742700,-0.156803,0.625486
0.010995,-0.048823,0.017521,0.998593,0.019884,0.241376,-0.003662,0.970221,0.021651,-0.274467,0.009230,0.961308,0.036661,-0.106266,0.131453,0.984928,0.012927,0.243787,0.024260,0.969439,-0.003705,-0.306532,0.025530,0.951511,-0.006387,-0.109383,-0.045705,0.992928,-0.002993,-0.303683,0.029052,0.952325,0.072370,-0.162213,0.217352,0.959796,-0.294670,-0.608671,0.106370,0.728954,-0.271793,-0.730921,0.160092,0.605189,-0.073639,-0.175974,-0.183764,0.964283,0.180861,-0.688005,-0.125445,0.691522,0.179247,-0.741559,-0.160479,0.626265
0.008978,-0.058042,0.020140,0.998071,0.020563,0.253370,-0.005717,0.967134,0.024078,-0.279290,0.009227,0.959861,0.036917,-0.092061,0.126322,0.987018,0.012917,0.248530,0.023328,0.968257,-0.001830,-0.308088,0.026342,0.950991,-0.003138,-0.099372,-0.043305,0.994103,-0.004054,-0.312478,0.029928,0.949445,0.074087,-0.165883,0.219640,0.958516,-0.295681,-0.607394,0.110563,0.728987,-0.273465,-0.729630,0.164122,0.604914,-0.077304,-0.179673,-0.185886,0.962906,0.181268,-0.687105,-0.129268,0.691605,0.179228,-0.740550,-0.165100,0.626262
0.005659,-0.064888,0.020325,0.997669,0.018610,0.264262,-0.006779,0.964248,0.024939,-0.286365,0.010135,0.957742,0.035616,-0.078765,0.117222,0.989336,0.010364,0.260928,0.023169,0.965025,-0.003134,-0.317088,0.026245,0.948028,-0.003578,-0.095976,-0.040259,0.994563,-0.005017,-0.319037,0.029882,0.947258,0.075187,-0.170713,0.222303,0.956967,-0.298121,-0.607293,0.114466,0.727473,-0.276385,-0.729406,0.167443,0.602944,-0.080887,-0.183539,-0.191199,0.960840,0.184006,-0.686253,-0.135311,0.690572,0.181728,-0.739799,-0.171633,0.624671
0.005834,-0.073265,0.015968,0.997168,0.016686,0.275108,-0.006932,0.961244,0.025317,-0.292982,0.011964,0.955708,0.034603,-0.068902,0.108275,0.991127,0.010408,0.306083,0.015688,0.951819,0.005443,-0.317386,0.027598,0.947879,0.006453,-0.084024,-0.038501,0.995699,-0.004453,-0.326974,0.030754,0.944522,0.078183,-0.176386,0.225172,0.955025,-0.299384,-0.608054,0.119633,0.725484,-0.278226,-0.729788,0.172165,0.600299,-0.083438,-0.185819,-0.196623,0.959088,0.187686,-0.684454,-0.140504,0.690329,0.185185,-0.738266,-0.177240,0.623904
0.007754,-0.082400,0.009338,0.996525,0.014374,0.285894,-0.006697,0.958130,0.025075,-0.299393,0.013993,0.953698,0.033415,-0.060815,0.099234,0.992642,0.011200,0.366548,0.004654,0.930320,0.017028,-0.313045,0.031522,0.949062,0.020241,-0.067362,-0.035398,0.996895,-0.003018,-0.335571,0.032130,0.941462,0.082251,-0.182427,0.228143,0.952841,-0.299931,-0.609200,0.125507,0.723301,-0.279419,-0.730420,0.177682,0.597362,-0.085344,-0.187319,-0.202068,0.957495,0.191913,-0.682169,-0.145178,0.690462,0.189194,-0.736337,-0.182282,0.623527
0.011889,-0.089221,0.008575,0.995904,0.017211,0.299052,-0.006022,0.954063,0.024927,-0.307995,0.014792,0.950946,0.033400,-0.062963,0.095049,0.992918,0.015992,0.409362,-0.001518,0.912231,0.023869,-0.312641,0.035164,0.948920,0.026983,-0.079591,-0.029292,0.996032,-0.001156,-0.341952,0.032502,0.939155,0.086815,-0.189513,0.235336,0.949297,-0.303168,-0.608844,0.135099,0.720518,-0.283930,-0.729616,0.186340,0.593567,-0.087054,-0.189119,-0.211585,0.954928,0.199055,-0.679242,-0.152820,0.689677,0.196377,-0.734175,-0.189957,0.621563
0.015681,-0.096862,0.008316,0.995140,0.019871,0.311641,-0.005307,0.949977,0.024737,-0.315523,0.015520,0.948469,0.033244,-0.064479,0.090567,0.993245,0.020194,0.445189,-0.006264,0.895187,0.028324,-0.315808,0.038258,0.947628,0.031251,-0.093414,-0.023467,0.994860,0.000539,-0.349098,0.032866,0.936510,0.091539,-0.196940,0.242424,0.945550,-0.306109,-0.608765,0.144875,0.717435,-0.288136,-0.729003,0.195203,0.589431,-0.088957,-0.191225,-0.219988,0.952431,0.205123,-0.676432,-0.159945,0.689044,0.202461,-0.731969,-0.197201,0.619954
0.018788,-0.106147,0.009064,0.994132,0.022435,0.323137,-0.004323,0.946076,0.024521,-0.320956,0.016453,0.946634,0.032970,-0.064742,0.085819,0.993658,0.023249,0.468354,-0.007918,0.883199,0.029039,-0.326235,0.039190,0.944030,0.031301,-0.110692,-0.019779,0.993165,0.001884,-0.357781,0.033180,0.933214,0.096459,-0.205121,0.249307,0.941524,-0.308650,-0.609374,0.154896,0.713726,-0.291891,-0.728924,0.204327,0.584569,-0.091220,-0.193947,-0.226222,0.950204,0.209147,-0.674007,-0.166040,0.688769,0.206423,-0.729819,-0.203605,0.619112
0.023462,-0.115682,0.012786,0.992927,0.028225,0.334562,-0.003192,0.941945,0.025115,-0.327093,0.016881,0.944507,0.032994,-0.064570,0.075229,0.994526,0.030804,0.472733,-0.010838,0.880600,0.035129,-0.332785,0.041092,0.941452,0.037646,-0.115929,-0.017709,0.992386,0.003713,-0.366649,0.033618,0.929744,0.102505,-0.213968,0.258410,0.936448,-0.311378,-0.609023,0.167759,0.709924,-0.296338,-0.727793,0.216172,0.579457,-0.094085,-0.196510,-0.237120,0.946734,0.215612,-0.668954,-0.176293,0.689153,0.213546,-0.724819,-0.213613,0.619196
0.028916,-0.125332,0.017992,0.991530,0.035735,0.345895,-0.002196,0.937590,0.026445,-0.333601,0.016941,0.942191,0.033463,-0.064212,0.061492,0.995478,0.040609,0.467719,-0.014397,0.882827,0.043876,-0.337469,0.043452,0.939309,0.047074,-0.115228,-0.016565,0.992085,0.005694,-0.375583,0.034139,0.926142,0.109166,-0.223061,0.268586,0.930692,-0.314017,-0.608044,0.182086,0.706060,-0.300975,-0.725971,0.229437,0.574229,-0.097385,-0.198922,-0.250264,0.942504,0.223005,-0.662416,-0.188699,0.689831,0.221968,-0.718205,-0.225518,0.619721
0.028687,-0.131412,0.021859,0.990672,0.038022,0.355850,-0.000699,0.933769,0.026015,-0.341691,0.018387,0.939272,0.032866,-0.064742,0.052365,0.995985,0.043496,0.465490,-0.012912,0.883889,0.044215,-0.331957,0.042617,0.941294,0.047135,-0.117321,-0.014589,0.991868,0.005546,-0.378293,0.032792,0.925088,0.111944,-0.227349,0.277426,0.926723,-0.319096,-0.604873,0.191395,0.704042,-0.307574,-0.722710,0.237515,0.571555,-0.100924,-0.198893,-0.262806,0.938717,0.229979,-0.655620,-0.199925,0.690871,0.230234,-0.711821,-0.235933,0.620192
0.029147,-0.138037,0.024479,0.989695,0.040318,0.362591,-0.000391,0.931076,0.026546,-0.353405,0.019358,0.934893,0.032539,-0.053087,0.036143,0.997405,0.046362,0.465417,-0.013111,0.883779,0.045444,-0.332943,0.041549,0.940934,0.048455,-0.118634,-0.012207,0.991680,0.006541,-0.381636,0.031607,0.923749,0.116056,-0.230218,0.285705,0.922986,-0.320649,-0.599063,0.202242,0.705270,-0.310918,-0.715723,0.248396,0.573908,-0.103017,-0.197361,-0.273760,0.935677,0.235301,-0.646569,-0.210015,0.694604,0.236678,-0.702467,-0.245698,0.624625
0.030986,-0.145756,0.024602,0.988529,0.042390,0.362993,-0.002409,0.930824,0.028808,-0.372300,0.019377,0.927463,0.033785,-0.017081,0.005510,0.999268,0.049154,0.469670,-0.016665,0.881315,0.048537,-0.346884,0.040085,0.935793,0.052300,-0.118350,-0.009020,0.991553,0.009919,-0.386255,0.030734,0.921827,0.122744,-0.230230,0.292896,0.919859,-0.315174,-0.588031,0.215983,0.712907,-0.307608,-0.701253,0.264666,0.586151,-0.102071,-0.192977,-0.281684,0.934343,0.237635,-0.633274,-0.217864,0.703583,0.239720,-0.687379,-0.254198,0.636732
0.031002,-0.151220,0.026258,0.987665,0.043303,0.371299,-0.001275,0.927502,0.029073,-0.371220,0.022043,0.927828,0.034730,-0.018442,-0.004633,0.999216,0.051218,0.474484,-0.017477,0.878599,0.050559,-0.342483,0.041858,0.937229,0.055356,-0.117103,-0.001261,0.991575,0.008583,-0.388028,0.031692,0.921063,0.124314,-0.234815,0.302475,0.915378,-0.320244,-0.584724,0.226046,0.710243,-0.314409,-0.698257,0.273254,0.582165,-0.105815,-0.193358,-0.290289,0.931208,0.242111,-0.629217,-0.225833,0.703184,0.245124,-0.683810,-0.261509,0.635556
0.030108,-0.155557,0.028682,0.986951,0.043687,0.383503,0.001422,0.922505,0.028333,-0.360161,0.026043,0.932096,0.034503,-0.038448,-0.004370,0.998655,0.052976,0.479564,-0.016913,0.875743,0.052076,-0.328874,0.045237,0.941851,0.057983,-0.115359,0.008838,0.991591,0.004911,-0.388365,0.033620,0.920879,0.123429,-0.241724,0.313208,0.910075,-0.330566,-0.585172,0.234342,0.702413,-0.326368,-0.700855,0.277995,0.570092,-0.111972,-0.196001,-0.299150,0.927122,0.247621,-0.629630,-0.233770,0.698285,0.251735,-0.685861,-0.268103,0.627969
0.027994,-0.163231,0.030585,0.985716,0.043813,0.394581,0.001940,0.917814,0.028034,-0.363648,0.027721,0.930702,0.034419,-0.045608,-0.005842,0.998349,0.055282,0.485397,-0.019247,0.872332,0.055259,-0.329357,0.047482,0.941390,0.062040,-0.116250,0.014648,0.991172,0.003845,-0.394176,0.033883,0.918402,0.125829,-0.242507,0.318897,0.907558,-0.332731,-0.581301,0.240346,0.702576,-0.330199,-0.698093,0.282922,0.568849,-0.116137,-0.196534,-0.305849,0.924307,0.251000,-0.625574,-0.240357,0.698487,0.256057,-0.682472,-0.274069,0.627337
0.025298,-0.171019,0.032738,0.984399,0.044073,0.405433,0.002238,0.913059,0.027853,-0.366335,0.029062,0.929612,0.034268,-0.052853,-0.007528,0.997986,0.057788,0.491327,-0.021592,0.868788,0.058400,-0.330110,0.049451,0.940835,0.065982,-0.116516,0.019607,0.990801,0.002419,-0.399541,0.034267,0.916071,0.127665,-0.242707,0.324361,0.905309,-0.335021,-0.577112,0.245772,0.703065,-0.333983,-0.694756,0.287451,0.568455,-0.120456,-0.196694,-0.312239,0.921579,0.253991,-0.621290,-0.246726,0.699009,0.260015,-0.678880,-0.279846,0.627057
0.021444,-0.179044,0.035392,0.982970,0.044555,0.415890,0.002095,0.908321,0.027980,-0.367432,0.029689,0.929155,0.034097,-0.060270,-0.009703,0.997552,0.060620,0.497482,-0.023976,0.865021,0.061499,-0.331428,0.050747,0.940105,0.069698,-0.115594,0.022727,0.990588,0.000293,-0.404034,0.034912,0.914077,0.128370,-0.241773,0.329430,0.903628,-0.337633,-0.572332,0.250082,0.704200,-0.337716,-0.690320,0.291235,0.569726,-0.125043,-0.196166,-0.318051,0.919090,0.256318,-0.616666,-0.252654,0.700136,0.263334,-0.674999,-0.285242,0.627430
0.017731,-0.186419,0.037173,0.981607,0.044556,0.425504,0.001911,0.903857,0.028082,-0.367521,0.030604,0.929087,0.033966,-0.067147,-0.011249,0.997101,0.062856,0.507140,-0.026056,0.859173,0.063493,-0.335435,0.052148,0.938473,0.072310,-0.117355,0.025966,0.990114,-0.001544,-0.408216,0.035742,0.912184,0.128839,-0.240085,0.333113,0.902660,-0.339430,-0.567649,0.253036,0.706070,-0.340468,-0.686057,0.293882,0.571875,-0.128891,-0.195555,-0.322320,0.917200,0.258200,-0.612432,-0.256993,0.701580,0.266063,-0.671505,-0.289132,0.628247
0.014089,-0.193464,0.038518,0.980250,0.044366,0.434680,0.001753,0.899490,0.028141,-0.367103,0.031740,0.929213,0.033827,-0.073748,-0.012393,0.996626,0.064929,0.518475,-0.027887,0.852168,0.064922,-0.340776,0.053808,0.936356,0.074422,-0.120457,0.029464,0.989486,-0.003223,-0.412240,0.036652,0.910332,0.129199,-0.238018,0.336093,0.902051,-0.340804,-0.563013,0.255304,0.708300,-0.342713,-0.681876,0.295956,0.574459,-0.132351,-0.194904,-0.325823,0.915607,0.259869,-0.608385,-0.260529,0.703179,0.268507,-0.668198,-0.292258,0.629286
0.008140,-0.200676,0.041192,0.978757,0.044572,0.441714,0.001484,0.896047,0.028381,-0.364438,0.032000,0.930245,0.033647,-0.078983,-0.013541,0.996216,0.066981,0.528719,-0.027892,0.845690,0.064550,-0.347756,0.053360,0.933837,0.074438,-0.120351,0.030242,0.989475,-0.006529,-0.415504,0.037349,0.908801,0.127179,-0.234459,0.337244,0.902840,-0.342606,-0.557906,0.254733,0.711670,-0.345057,-0.677554,0.295275,0.578506,-0.136758,-0.194820,-0.326740,0.914649,0.259288,-0.606162,-0.262565,0.704555,0.268526,-0.666688,-0.294088,0.630026
0.001239,-0.207860,0.044093,0.977164,0.044820,0.448809,0.001373,0.892502,0.028533,-0.362310,0.032518,0.931053,0.033471,-0.083744,-0.014517,0.995819,0.069017,0.537116,-0.027390,0.840234,0.064067,-0.354263,0.053293,0.931425,0.074448,-0.120363,0.031805,0.989423,-0.010206,-0.417516,0.037837,0.907824,0.124359,-0.229943,0.338421,0.903954,-0.345126,-0.552320,0.253339,0.715297,-0.348046,-0.672906,0.293687,0.582932,-0.141211,-0.194773,-0.327536,0.913697,0.258768,-0.604472,-0.264363,0.705525,0.268617,-0.665855,-0.295609,0.630156
-0.007565,-0.214998,0.047451,0.975432,0.044980,0.456062,0.001495,0.888810,0.028448,-0.361262,0.033362,0.931433,0.033210,-0.087552,-0.015321,0.995488,0.070635,0.541979,-0.026075,0.837013,0.063111,-0.359818,0.053552,0.929344,0.074112,-0.120570,0.034567,0.989331,-0.014633,-0.417029,0.037947,0.907983,0.119932,-0.223504,0.339662,0.905699,-0.349088,-0.545777,0.250300,0.719455,-0.352332,-0.667606,0.290287,0.588131,-0.145764,-0.194821,-0.328103,0.912768,0.258385,-0.603873,-0.265707,0.705673,0.268867,-0.666396,-0.296532,0.629044
-0.017090,-0.223592,0.050677,0.973214,0.044288,0.462683,0.003315,0.885411,0.026353,-0.358270,0.033595,0.932641,0.030764,-0.092423,-0.015321,0.995127,0.071877,0.546219,-0.024099,0.834205,0.061549,-0.364242,0.053879,0.927705,0.073430,-0.120960,0.039941,0.989132,-0.019864,-0.419284,0.037473,0.906864,0.115504,-0.218409,0.340192,0.907318,-0.352447,-0.540375,0.247356,0.722905,-0.355893,-0.663260,0.287041,0.592481,-0.152133,-0.196927,-0.328341,0.911190,0.256182,-0.604457,-0.268484,0.704925,0.267286,-0.667743,-0.299083,0.627078
