body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.020842,0.169956,0.027345,-0.312017,0.100509,0.017638,-0.218969,0.167044,-0.127668,-0.160681,0.183437,-0.129836,-0.305467,0.168312,0.034839,-0.161591,0.185632,-0.046054,-0.123699,0.143896,0.087925,0.109866,0.230880,0.002160,-0.288218,0.247349,0.110053,-0.388353,0.289389,0.042977,-0.389833,0.270812,0.050902,-0.356068,0.294422,-0.101628,-0.336952,0.306036,-0.089212,-0.336474,0.305036,-0.088621
0.003487,0.202050,-0.008513,-0.431514,0.137598,-0.014606,-0.238997,0.222794,-0.134828,-0.233640,0.224284,-0.135026,-0.407452,0.207424,0.002198,-0.205705,0.214355,-0.042537,-0.178943,0.173371,0.089450,0.170875,0.248479,-0.045626,-0.307733,0.270404,0.084840,-0.437022,0.317871,0.024264,-0.438412,0.300153,0.031926,-0.366645,0.325216,-0.165415,-0.322981,0.347203,-0.118360,-0.323728,0.348766,-0.119286
-0.025796,0.262513,-0.052859,-0.594156,0.184348,-0.059655,-0.313409,0.275623,-0.121708,-0.345249,0.266866,-0.120514,-0.557760,0.257205,-0.042719,-0.312664,0.250264,-0.034780,-0.296644,0.209454,0.097216,0.224033,0.339021,-0.114147,-0.371744,0.348278,0.042854,-0.551765,0.406295,-0.009121,-0.553040,0.389885,-0.001928,-0.392858,0.424723,-0.254553,-0.318574,0.459916,-0.166247,-0.320793,0.464571,-0.169010
-0.052139,0.321485,-0.082413,-0.718671,0.218127,-0.093576,-0.404977,0.300385,-0.093262,-0.439622,0.290945,-0.091955,-0.681251,0.293569,-0.076254,-0.428892,0.276368,-0.025313,-0.417955,0.235118,0.108793,0.243464,0.457482,-0.167909,-0.447388,0.442515,0.007867,-0.674446,0.511114,-0.037331,-0.675624,0.495822,-0.030517,-0.421266,0.545208,-0.322079,-0.325218,0.589559,-0.206736,-0.328421,0.596306,-0.210712
-0.066402,0.299458,-0.105553,-0.873273,0.151919,-0.124561,-0.510341,0.243536,-0.113052,-0.441110,0.262250,-0.115671,-0.790298,0.262684,-0.100204,-0.453282,0.239829,-0.031467,-0.460708,0.199821,0.100513,0.398389,0.372536,-0.175769,-0.425630,0.301722,0.020689,-0.705049,0.379330,-0.003532,-0.705936,0.367742,0.001723,-0.339602,0.449712,-0.354823,-0.347793,0.399478,-0.168021,-0.361331,0.425415,-0.178843
-0.077972,0.281887,-0.121001,-1.006031,0.094882,-0.145724,-0.577883,0.203816,-0.140494,-0.423786,0.244916,-0.146432,-0.873949,0.241679,-0.115539,-0.445559,0.215048,-0.036670,-0.476929,0.178084,0.088487,0.542203,0.283233,-0.168094,-0.391924,0.150107,0.039264,-0.699104,0.230826,0.032680,-0.699714,0.222844,0.036371,-0.268859,0.350822,-0.374466,-0.382690,0.207943,-0.123307,-0.405735,0.251877,-0.140746
-0.094902,0.354972,-0.124114,-1.063557,0.156266,-0.149275,-0.554944,0.281979,-0.133335,-0.461222,0.306646,-0.136995,-0.920169,0.307707,-0.119970,-0.464348,0.276845,-0.021097,-0.517579,0.244347,0.092025,0.531720,0.392341,-0.171981,-0.427234,0.218425,0.030741,-0.707803,0.292639,0.023882,-0.708347,0.285492,0.027245,-0.327771,0.463881,-0.393901,-0.421172,0.334732,-0.138086,-0.442975,0.377133,-0.155801
-0.110134,0.393778,-0.131387,-1.138764,0.167260,-0.159605,-0.551211,0.305888,-0.117230,-0.453547,0.331263,-0.121059,-0.946901,0.322076,-0.132004,-0.417334,0.283099,0.002853,-0.509251,0.255816,0.102302,0.548473,0.507265,-0.181396,-0.380018,0.298694,0.004825,-0.751018,0.401482,-0.021298,-0.751843,0.390690,-0.016167,-0.364596,0.574819,-0.422521,-0.451603,0.450525,-0.169413,-0.472256,0.491494,-0.187231
-0.116206,0.379322,-0.139345,-1.194870,0.124068,-0.169728,-0.569356,0.265609,-0.098256,-0.405140,0.307790,-0.104669,-0.941332,0.279063,-0.145165,-0.328558,0.232979,0.024408,-0.456767,0.209137,0.115325,0.584652,0.569321,-0.192535,-0.273383,0.349580,-0.025370,-0.806259,0.503913,-0.078913,-0.807573,0.486872,-0.070685,-0.360861,0.631120,-0.445359,-0.458652,0.500613,-0.200689,-0.478752,0.541010,-0.218422
-0.113948,0.399786,-0.116003,-1.175817,0.144249,-0.143559,-0.498629,0.301636,-0.089565,-0.380747,0.331597,-0.094138,-0.962496,0.276034,-0.124888,-0.301797,0.234008,0.025959,-0.444071,0.216442,0.096629,0.581699,0.558978,-0.126869,-0.247264,0.302394,0.024729,-0.758854,0.458136,-0.042306,-0.760328,0.439121,-0.032962,-0.366429,0.591946,-0.389717,-0.468504,0.461284,-0.158611,-0.486967,0.499582,-0.176790
-0.107106,0.413680,-0.074322,-1.115292,0.172028,-0.097816,-0.412906,0.342218,-0.086691,-0.373294,0.352181,-0.088205,-0.979290,0.274399,-0.084562,-0.286380,0.240639,0.021370,-0.428755,0.228410,0.073838,0.557215,0.492806,-0.022374,-0.247188,0.195818,0.111713,-0.658402,0.327395,0.038670,-0.659852,0.308811,0.047875,-0.381341,0.486986,-0.296667,-0.489302,0.357425,-0.087940,-0.504965,0.391813,-0.107017
-0.100218,0.379846,-0.029302,-1.048580,0.153482,-0.048828,-0.388123,0.319613,-0.084956,-0.377477,0.322263,-0.085359,-0.961682,0.236562,-0.039152,-0.232600,0.210034,0.022702,-0.369419,0.198213,0.072888,0.530097,0.385158,0.078226,-0.217976,0.070224,0.191772,-0.553090,0.181598,0.119151,-0.554459,0.164077,0.127881,-0.404885,0.348201,-0.206955,-0.527242,0.217073,-0.032029,-0.538842,0.245500,-0.052322
-0.096977,0.358443,0.001596,-1.005499,0.135767,-0.015516,-0.406926,0.287420,-0.067250,-0.412783,0.285978,-0.067029,-0.958443,0.195799,-0.009679,-0.278341,0.172342,0.043823,-0.394716,0.160762,0.091001,0.506997,0.392846,0.113319,-0.188780,0.070504,0.209632,-0.452197,0.160053,0.144002,-0.453394,0.144603,0.151706,-0.329863,0.325348,-0.155738,-0.469699,0.192329,-0.020616,-0.477346,0.214811,-0.041984
-0.098672,0.360894,0.005117,-1.007780,0.129881,-0.010517,-0.460232,0.264595,-0.037853,-0.461863,0.264196,-0.037792,-0.971245,0.174477,-0.007542,-0.400997,0.150167,0.078353,-0.492337,0.138559,0.123205,0.499722,0.511541,0.066614,-0.173930,0.195911,0.160339,-0.405840,0.274083,0.105845,-0.406864,0.260687,0.112511,-0.194891,0.434200,-0.163596,-0.346178,0.299439,-0.054468,-0.351967,0.319094,-0.076097
-0.078657,0.322474,0.018180,-0.894998,0.077457,0.002350,-0.424568,0.193848,-0.032877,-0.444642,0.188975,-0.032141,-0.902673,0.135501,0.006744,-0.379896,0.113588,0.094564,-0.453231,0.101698,0.138701,0.433471,0.485491,0.084098,-0.165942,0.192059,0.165472,-0.344234,0.253819,0.118786,-0.345136,0.241819,0.124734,-0.115846,0.391618,-0.108567,-0.271920,0.260769,-0.028571,-0.277972,0.279317,-0.046597
-0.061279,0.270449,0.041375,-0.760834,0.026797,0.026083,-0.360798,0.126421,-0.016207,-0.401378,0.116638,-0.014810,-0.816996,0.093206,0.031623,-0.307257,0.075177,0.103030,-0.366207,0.063206,0.146086,0.344911,0.396883,0.127557,-0.165259,0.132387,0.193532,-0.291387,0.178814,0.150510,-0.292223,0.167449,0.156127,-0.078652,0.286608,-0.034387,-0.228890,0.166044,0.020827,-0.235755,0.183873,0.007421
-0.070657,0.232323,0.077511,-0.699487,0.027081,0.066875,-0.330752,0.116206,0.050205,-0.373274,0.105983,0.051597,-0.779053,0.062646,0.069519,-0.275608,0.048810,0.117852,-0.320365,0.037479,0.157608,0.271830,0.327537,0.159567,-0.171587,0.089970,0.215762,-0.270656,0.129037,0.172536,-0.271488,0.117420,0.178262,-0.069771,0.211492,0.019183,-0.199598,0.108190,0.061861,-0.206320,0.124481,0.051327
-0.069711,0.199515,0.110852,-0.616557,0.026016,0.103623,-0.316549,0.098135,0.098219,-0.361699,0.087221,0.099669,-0.712787,0.039991,0.104742,-0.252081,0.032345,0.112228,-0.271641,0.021094,0.150093,0.190522,0.273685,0.192809,-0.170100,0.067251,0.235279,-0.238848,0.097236,0.194851,-0.239633,0.085842,0.200453,-0.048214,0.146632,0.077405,-0.149160,0.065984,0.109810,-0.155394,0.080287,0.101761
-0.059052,0.188339,0.125431,-0.553497,0.024082,0.119466,-0.325024,0.080222,0.105853,-0.372177,0.068754,0.107325,-0.651328,0.036539,0.120704,-0.248546,0.033845,0.090651,-0.244571,0.022110,0.128934,0.141294,0.262019,0.211322,-0.161194,0.074407,0.243086,-0.211501,0.098110,0.207057,-0.212213,0.087300,0.212355,-0.025211,0.124935,0.112071,-0.103211,0.060857,0.141365,-0.108844,0.073734,0.134195
-0.048852,0.173738,0.140957,-0.464748,0.034349,0.136738,-0.347584,0.063880,0.122896,-0.387695,0.054059,0.124105,-0.545616,0.019815,0.135852,-0.248590,0.022492,0.060147,-0.219386,0.009815,0.100558,0.052235,0.251301,0.223652,-0.164789,0.092314,0.238896,-0.169819,0.103072,0.206643,-0.170459,0.092852,0.211636,-0.025696,0.112376,0.147706,-0.080550,0.064182,0.177419,-0.085792,0.076123,0.170828
-0.041381,0.160057,0.150991,-0.371448,0.050083,0.148150,-0.364650,0.052565,0.137690,-0.373216,0.050456,0.137881,-0.434028,0.004908,0.145030,-0.253443,0.011827,0.029917,-0.199399,-0.001297,0.070985,-0.046617,0.231155,0.225428,-0.172592,0.109530,0.224798,-0.135917,0.106801,0.202288,-0.136436,0.098050,0.206543,-0.034508,0.100094,0.176602,-0.062760,0.070361,0.207282,-0.067475,0.081032,0.201423
-0.038909,0.151495,0.149152,-0.294566,0.064538,0.147120,-0.356275,0.049858,0.139532,-0.293398,0.065562,0.137504,-0.354951,0.006896,0.143462,-0.264520,0.015859,0.009891,-0.188135,0.003789,0.046874,-0.124773,0.191434,0.211854,-0.175708,0.114190,0.202241,-0.131457,0.103151,0.202013,-0.131767,0.097632,0.204682,-0.036475,0.079649,0.190521,-0.031547,0.074312,0.219656,-0.035212,0.082559,0.215139
-0.038911,0.135464,0.135460,-0.183223,0.076297,0.133737,-0.333483,0.037935,0.145264,-0.218233,0.068360,0.130019,-0.242547,0.002356,0.129220,-0.255909,0.012717,-0.009941,-0.151807,0.002894,0.018834,-0.236988,0.142744,0.176535,-0.184859,0.151444,0.162339,-0.154740,0.127293,0.218892,-0.154587,0.130222,0.217481,-0.038430,0.055406,0.193679,0.022890,0.093332,0.217220,0.021286,0.096919,0.215260
-0.041481,0.119841,0.117050,-0.093239,0.079118,0.115127,-0.307785,0.022178,0.152422,-0.185399,0.056783,0.119529,-0.153148,-0.006892,0.109907,-0.231912,0.003594,-0.019051,-0.108577,-0.003956,0.001577,-0.327382,0.109270,0.137629,-0.195631,0.202135,0.125551,-0.194041,0.166492,0.244978,-0.193451,0.178855,0.239027,-0.039493,0.039588,0.184771,0.073161,0.118058,0.201571,0.073604,0.117079,0.202093
-0.036078,0.087917,0.107735,0.036835,0.084005,0.106262,-0.227795,0.012629,0.156210,-0.141686,0.042236,0.090499,-0.036222,-0.015394,0.100369,-0.220158,-0.003029,-0.031779,-0.072309,-0.009363,-0.016093,-0.442563,0.058774,0.107693,-0.189315,0.175403,0.063135,-0.174298,0.132687,0.195996,-0.173679,0.147153,0.189072,-0.067608,0.002906,0.182488,0.067780,0.102579,0.187666,0.069666,0.098434,0.189870
-0.028631,0.053082,0.102122,0.165200,0.080671,0.100798,-0.133118,-0.000618,0.152881,-0.080502,0.023921,0.059495,0.080344,-0.021080,0.094708,-0.201772,-0.006416,-0.040777,-0.031639,-0.012555,-0.026897,-0.550951,0.006983,0.082281,-0.178222,0.126806,-0.001090,-0.135775,0.080757,0.121782,-0.135255,0.093659,0.115626,-0.095561,-0.040831,0.180596,0.052828,0.073116,0.173358,0.055870,0.066487,0.176859
-0.025253,0.028562,0.095163,0.250190,0.058462,0.092473,-0.063595,-0.027486,0.138580,0.004482,0.001565,0.043085,0.168641,-0.022230,0.087643,-0.158058,-0.006880,-0.038130,0.024722,-0.013745,-0.022880,-0.621497,-0.030473,0.057333,-0.175273,0.112523,-0.042833,-0.118705,0.065562,0.072822,-0.118288,0.076906,0.067326,-0.096277,-0.078479,0.172799,0.074233,0.055453,0.156980,0.078473,0.046285,0.161781
-0.023462,-0.004057,0.084814,0.361066,0.027932,0.080038,0.014742,-0.066569,0.114058,0.109954,-0.032357,0.038232,0.285592,-0.027186,0.076898,-0.096550,-0.011059,-0.036835,0.108548,-0.019652,-0.017535,-0.718464,-0.084282,0.031907,-0.177154,0.089908,-0.089345,-0.097576,0.041384,0.014242,-0.097268,0.050310,0.009858,-0.107783,-0.133478,0.168031,0.086076,0.022141,0.141043,0.091685,0.010096,0.147306
-0.024137,-0.028612,0.076303,0.442598,0.004475,0.069580,0.062974,-0.098582,0.091256,0.183426,-0.061152,0.047131,0.373003,-0.033364,0.067641,-0.047807,-0.016317,-0.037624,0.178165,-0.026919,-0.013659,-0.793516,-0.128086,0.018749,-0.182683,0.069023,-0.117634,-0.082563,0.019158,-0.024977,-0.082331,0.026009,-0.028353,-0.124248,-0.177543,0.168946,0.082448,-0.009223,0.133757,0.088930,-0.023046,0.140911
-0.021798,-0.081576,0.093761,0.577013,-0.002639,0.088372,0.200391,-0.100564,0.064976,0.302228,-0.077607,0.097664,0.499074,-0.051554,0.085133,0.011095,-0.030729,-0.034541,0.254487,-0.041352,-0.012207,-0.873243,-0.251528,0.044336,-0.155037,-0.019397,-0.115424,0.007860,-0.078285,-0.041898,0.007980,-0.074691,-0.043680,-0.160488,-0.310271,0.200936,0.058518,-0.127182,0.149347,0.066428,-0.143932,0.157985
-0.016627,-0.130143,0.107683,0.708264,0.000772,0.104767,0.326769,-0.092150,0.031329,0.400545,-0.085790,0.130057,0.619608,-0.067347,0.098999,0.048171,-0.042070,-0.034566,0.306128,-0.051755,-0.016728,-0.937104,-0.359463,0.066182,-0.120790,-0.094902,-0.113035,0.107851,-0.162126,-0.063368,0.107834,-0.162562,-0.063166,-0.184080,-0.431602,0.227930,0.043459,-0.236064,0.157909,0.052788,-0.255650,0.168067
-0.009478,-0.141891,0.088132,0.780180,0.006643,0.085650,0.342027,-0.096643,-0.016288,0.412334,-0.091806,0.082359,0.690023,-0.068382,0.078331,0.031428,-0.040848,-0.046530,0.301707,-0.049966,-0.032055,-0.966504,-0.354101,0.044719,-0.108853,-0.074809,-0.140934,0.149311,-0.141747,-0.116843,0.149138,-0.146581,-0.114487,-0.163862,-0.441851,0.213045,0.065372,-0.240689,0.128591,0.075534,-0.261858,0.139631
0.004964,-0.154868,0.083665,0.888231,0.028340,0.083564,0.423453,-0.073866,-0.058352,0.423435,-0.086368,0.025533,0.772546,-0.055403,0.074679,0.013163,-0.022323,-0.061538,0.297581,-0.028927,-0.056519,-1.026683,-0.408908,0.033618,-0.172213,-0.119080,-0.145606,0.193953,-0.211412,-0.122562,0.220671,-0.218792,-0.125214,-0.161093,-0.508458,0.213164,0.086073,-0.291023,0.119058,0.097257,-0.314182,0.131198
0.019659,-0.162305,0.096680,0.978058,0.056620,0.100696,0.529795,-0.032696,-0.072320,0.427806,-0.069560,-0.010442,0.825741,-0.033480,0.090478,0.002175,0.007260,-0.070050,0.295403,0.003786,-0.076316,-1.086528,-0.497446,0.035308,-0.277556,-0.207481,-0.126278,0.221143,-0.336736,-0.077318,0.288377,-0.343608,-0.089452,-0.176841,-0.595398,0.228647,0.095470,-0.359035,0.134965,0.107373,-0.383557,0.147923
0.027536,-0.177466,0.089549,1.089557,0.065808,0.095641,0.673090,-0.013855,-0.063924,0.419544,-0.086487,-0.032170,0.901176,-0.029363,0.084266,0.074786,0.012745,-0.063753,0.352406,0.011865,-0.078334,-1.134169,-0.460015,0.016853,-0.229475,-0.134973,-0.159334,0.322651,-0.269715,-0.129469,0.403564,-0.282199,-0.141777,-0.135789,-0.574126,0.229786,0.140520,-0.330058,0.116894,0.153516,-0.356736,0.131117
0.030705,-0.201920,0.067620,1.170110,0.040405,0.072428,0.762314,-0.040797,-0.052071,0.417796,-0.133827,-0.043690,0.988920,-0.051436,0.060033,0.222104,-0.013489,-0.054273,0.416378,-0.013353,-0.067523,-1.159175,-0.370254,-0.004559,-0.153484,-0.019543,-0.200955,0.415684,-0.147582,-0.215718,0.496723,-0.168233,-0.224438,-0.115281,-0.498930,0.213950,0.183909,-0.228451,0.063702,0.203375,-0.258848,0.082395
0.031232,-0.236991,0.036043,1.165520,-0.034813,0.033706,0.704978,-0.135205,-0.056413,0.440599,-0.206550,-0.049987,1.077758,-0.107623,0.021109,0.435024,-0.077584,-0.054054,0.434559,-0.079366,-0.048964,-1.148353,-0.302087,-0.018722,-0.174842,0.025347,-0.211287,0.417169,-0.098804,-0.269693,0.498229,-0.126313,-0.275555,-0.193173,-0.427116,0.176894,0.187620,-0.082394,-0.027107,0.223902,-0.118724,0.002111
0.051287,-0.286068,0.022471,1.155839,-0.108996,0.015928,0.631965,-0.221046,-0.086146,0.473879,-0.263663,-0.082439,1.099179,-0.143850,0.009539,0.541409,-0.116118,-0.055500,0.440418,-0.118045,-0.042698,-1.060935,-0.336022,-0.018685,-0.131091,-0.049198,-0.211842,0.418221,-0.155032,-0.318382,0.486990,-0.188102,-0.319360,-0.208979,-0.443869,0.153831,0.193662,-0.080581,-0.080570,0.228965,-0.124823,-0.049814
0.081100,-0.324267,0.034736,1.146384,-0.143194,0.031405,0.579123,-0.250097,-0.121981,0.500223,-0.271266,-0.120166,1.042921,-0.140585,0.034683,0.487716,-0.106531,-0.051885,0.430654,-0.106759,-0.046866,-0.940645,-0.456037,-0.007275,-0.042205,-0.209050,-0.201040,0.420875,-0.291475,-0.333831,0.471204,-0.325995,-0.330009,-0.154922,-0.537583,0.157466,0.198996,-0.219111,-0.066311,0.215880,-0.269237,-0.043383
0.077875,-0.322172,0.078566,1.086649,-0.139465,0.079042,0.557576,-0.226367,-0.096789,0.523269,-0.235512,-0.096006,0.921853,-0.153102,0.081042,0.366245,-0.111861,-0.028537,0.393520,-0.107360,-0.043342,-0.782063,-0.488314,0.020952,0.049351,-0.256699,-0.155201,0.414366,-0.319019,-0.283482,0.432984,-0.348910,-0.274295,-0.117539,-0.565575,0.157946,0.194861,-0.288308,-0.041284,0.204424,-0.335564,-0.022761
0.069098,-0.301726,0.119321,0.999792,-0.123246,0.122419,0.532019,-0.188876,-0.060782,0.543028,-0.185945,-0.061042,0.782967,-0.163970,0.120012,0.238299,-0.117509,-0.006691,0.359081,-0.109482,-0.039096,-0.620983,-0.464180,0.056314,0.118210,-0.256530,-0.097577,0.393977,-0.302346,-0.206546,0.380019,-0.324781,-0.193026,-0.092136,-0.542972,0.160369,0.168016,-0.312986,-0.014800,0.177027,-0.352366,0.001323
0.082343,-0.285389,0.124102,0.909910,-0.123086,0.127929,0.467607,-0.177026,-0.061932,0.559899,-0.152495,-0.064173,0.673902,-0.158632,0.127754,0.165754,-0.111093,-0.002442,0.358068,-0.105031,-0.035436,-0.493716,-0.414563,0.089724,0.139325,-0.275918,-0.050085,0.355586,-0.311859,-0.139233,0.320442,-0.327584,-0.123723,-0.074819,-0.481974,0.171177,0.105066,-0.316464,0.004210,0.115902,-0.346685,0.018794
0.092357,-0.249917,0.136860,0.779438,-0.116692,0.139703,0.381155,-0.164578,-0.026239,0.537489,-0.123111,-0.030164,0.542768,-0.139146,0.143357,0.100655,-0.090672,0.005387,0.334009,-0.084893,-0.030368,-0.343631,-0.323487,0.133805,0.153268,-0.278609,0.009552,0.297514,-0.297569,-0.077327,0.236156,-0.308114,-0.058011,-0.062690,-0.378883,0.185724,-0.004234,-0.306940,0.019848,0.006064,-0.327522,0.031487
0.094345,-0.212631,0.151679,0.673568,-0.105646,0.152478,0.315885,-0.156177,0.029113,0.486954,-0.110654,0.024787,0.455079,-0.113862,0.159595,0.075343,-0.064690,0.014229,0.298688,-0.057353,-0.025035,-0.245498,-0.236782,0.166721,0.153777,-0.264478,0.052083,0.249444,-0.268583,-0.051338,0.169863,-0.278067,-0.028379,-0.061516,-0.284226,0.197545,-0.104501,-0.289268,0.024977,-0.096830,-0.304537,0.033795
0.072181,-0.136471,0.128544,0.507245,-0.052181,0.130434,0.227965,-0.091516,0.034821,0.403146,-0.044646,0.030534,0.310289,-0.057447,0.137506,0.055696,-0.017412,0.014603,0.201975,-0.010984,-0.015595,-0.133578,-0.123245,0.170743,0.111110,-0.193606,0.088119,0.211510,-0.194211,-0.041599,0.122461,-0.205739,-0.015742,-0.076930,-0.152016,0.176155,-0.181531,-0.207790,0.020716,-0.176471,-0.217821,0.026639
0.044862,-0.056285,0.085077,0.322695,0.007092,0.089477,0.121461,-0.016151,0.006914,0.295379,0.030482,0.002752,0.155124,0.002827,0.095285,0.039648,0.029400,0.008777,0.097121,0.033181,-0.006616,-0.022056,-0.017336,0.145315,0.045172,-0.101281,0.107412,0.143072,-0.098325,-0.038952,0.055319,-0.112512,-0.012440,-0.092587,-0.021423,0.127042,-0.223233,-0.102775,0.005524,-0.220604,-0.107969,0.008642
0.032075,-0.005523,0.040014,0.162444,0.038470,0.046894,0.001008,0.026576,-0.037430,0.173517,0.072830,-0.041608,0.036526,0.042093,0.052568,0.025348,0.056421,0.000912,0.037486,0.056787,-0.001129,0.075835,0.047055,0.090679,-0.023392,-0.022337,0.101379,0.004245,-0.004576,-0.032960,-0.069475,-0.019439,-0.009492,-0.091199,0.069999,0.056812,-0.216292,-0.013919,-0.021086,-0.215765,-0.014958,-0.020453
0.013850,0.064638,-0.002561,-0.061691,0.077249,0.006153,-0.123451,0.088398,-0.069707,0.036085,0.130935,-0.073658,-0.134294,0.096952,0.013513,-0.020097,0.098052,-0.002196,-0.071005,0.096394,0.006750,0.212588,0.151090,0.030881,-0.097395,0.089594,0.100940,-0.164242,0.129337,-0.028248,-0.207867,0.110419,-0.009754,-0.098627,0.196359,-0.031609,-0.212689,0.113211,-0.056675,-0.214536,0.116854,-0.058916
-0.000595,0.119307,-0.021115,-0.237744,0.104722,-0.012128,-0.189635,0.138815,-0.073562,-0.048243,0.176258,-0.077127,-0.271950,0.140468,-0.002214,-0.074013,0.134036,0.001324,-0.174209,0.132795,0.013344,0.319977,0.242578,-0.004085,-0.139450,0.178226,0.106928,-0.277791,0.236218,-0.026253,-0.290305,0.211874,-0.012255,-0.110933,0.295098,-0.093581,-0.213893,0.215418,-0.082835,-0.217203,0.221952,-0.086868
-0.014618,0.179351,-0.066056,-0.438110,0.152600,-0.050737,-0.257411,0.205925,-0.071988,-0.151038,0.233886,-0.074719,-0.409578,0.175448,-0.048263,-0.096714,0.161250,-0.027407,-0.306707,0.179577,-0.061162,0.423688,0.310796,-0.065315,-0.196586,0.236706,0.089100,-0.391260,0.306902,-0.033578,-0.393247,0.282579,-0.021886,-0.138103,0.391916,-0.178505,-0.202318,0.332238,-0.103496,-0.207875,0.343225,-0.110279
-0.029681,0.228057,-0.109108,-0.620220,0.201092,-0.085656,-0.320974,0.271689,-0.071847,-0.244107,0.291738,-0.073891,-0.537842,0.211222,-0.090295,-0.109406,0.191331,-0.061260,-0.401312,0.230479,-0.146824,0.509231,0.317167,-0.111474,-0.239259,0.244323,0.080128,-0.463770,0.318460,-0.020214,-0.465499,0.297399,-0.009963,-0.147916,0.434480,-0.238605,-0.207756,0.366153,-0.085034,-0.219149,0.387162,-0.095292
-0.047792,0.248218,-0.122706,-0.742138,0.228171,-0.092987,-0.374874,0.315469,-0.080254,-0.299590,0.334939,-0.082369,-0.647917,0.255434,-0.094865,-0.133511,0.234783,-0.074945,-0.391379,0.277884,-0.174600,0.560850,0.224332,-0.102274,-0.239511,0.180302,0.110811,-0.456409,0.247311,0.041967,-0.457792,0.230484,0.050242,-0.110276,0.367186,-0.227388,-0.262892,0.216554,0.005469,-0.286484,0.257153,-0.008823
-0.068323,0.291889,-0.145625,-0.909457,0.248921,-0.117197,-0.396041,0.365184,-0.085750,-0.330461,0.381977,-0.087767,-0.761800,0.312757,-0.111927,-0.119754,0.279431,-0.060751,-0.349750,0.321198,-0.158083,0.598998,0.240423,-0.125114,-0.307926,0.212226,0.119327,-0.545698,0.276333,0.096711,-0.546523,0.266229,0.101715,-0.126867,0.394630,-0.264207,-0.326153,0.193586,0.055984,-0.362853,0.253639,0.040800
-0.080277,0.337759,-0.165280,-1.037842,0.255085,-0.144871,-0.373310,0.398065,-0.084123,-0.320719,0.411392,-0.085842,-0.821682,0.356143,-0.131921,-0.074344,0.305665,-0.024034,-0.296427,0.341619,-0.103989,0.605764,0.356588,-0.168286,-0.408075,0.323748,0.104317,-0.684752,0.390835,0.120103,-0.685088,0.386612,0.122225,-0.187810,0.506792,-0.328868,-0.363673,0.313018,0.043718,-0.407811,0.382704,0.031404
-0.081112,0.352140,-0.229217,-1.187857,0.218710,-0.218047,-0.419659,0.369747,-0.102819,-0.350716,0.387029,-0.105185,-0.895964,0.358324,-0.197562,-0.071809,0.284972,0.001842,-0.297686,0.315181,-0.059845,0.714546,0.484244,-0.242905,-0.325474,0.432486,0.033155,-0.717695,0.544424,-0.039765,-0.718112,0.539024,-0.037013,-0.167957,0.621766,-0.433244,-0.331358,0.422110,0.017753,-0.388615,0.508903,0.010417
-0.081957,0.356248,-0.289584,-1.324004,0.177455,-0.286697,-0.501613,0.328584,-0.125029,-0.388729,0.356469,-0.128979,-0.973770,0.340664,-0.262304,-0.112882,0.252330,0.012401,-0.348839,0.279413,-0.038896,0.830318,0.553095,-0.296659,-0.233151,0.463819,-0.018863,-0.696771,0.617001,-0.198411,-0.697332,0.609911,-0.194740,-0.142547,0.676967,-0.515909,-0.294841,0.469891,0.006436,-0.364220,0.572738,0.004263
-0.093739,0.370819,-0.297458,-1.410373,0.162773,-0.299933,-0.584054,0.314723,-0.135341,-0.401363,0.359140,-0.141861,-1.044547,0.319989,-0.277518,-0.197732,0.234254,0.002808,-0.444783,0.263862,-0.054159,0.855311,0.498256,-0.272688,-0.309020,0.345360,0.021709,-0.679898,0.481399,-0.179637,-0.680129,0.478570,-0.178149,-0.189356,0.608669,-0.517065,-0.324857,0.405252,0.036488,-0.398986,0.514442,0.037071
-0.107309,0.399648,-0.290557,-1.468355,0.166129,-0.297011,-0.581729,0.332981,-0.133852,-0.369747,0.383598,-0.141544,-1.118151,0.310177,-0.277594,-0.316457,0.226659,0.017475,-0.557484,0.258959,-0.047779,0.854064,0.486044,-0.252257,-0.354452,0.283482,0.044511,-0.623235,0.396495,-0.171562,-0.623235,0.396488,-0.171558,-0.217512,0.585687,-0.511026,-0.328473,0.394847,0.061424,-0.405021,0.507113,0.064009
