body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
-1.317151,-0.190497,0.812665,-1.433637,-0.192993,0.679566,-1.446364,-0.183180,0.373799,-1.365032,-0.482189,0.438661,-1.201643,-0.172433,0.679922,-1.208400,-0.164311,0.373946,-1.212057,-0.460872,0.477258,-1.317227,-0.198087,0.866269,-1.466990,-0.179013,1.095670,-1.503743,-0.113725,0.927199,-1.498928,0.041567,0.829628,-1.187377,-0.158152,1.104986,-1.171161,-0.089069,0.934920,-1.226955,0.050967,0.830325
-1.317481,-0.187397,0.812936,-1.434107,-0.189078,0.679967,-1.445900,-0.182838,0.374069,-1.365507,-0.482057,0.439101,-1.202058,-0.169137,0.680164,-1.208711,-0.163706,0.374128,-1.212630,-0.460335,0.477278,-1.317506,-0.195417,0.866477,-1.466600,-0.180748,1.096546,-1.503095,-0.115269,0.928093,-1.498249,0.039619,0.829884,-1.186828,-0.161182,1.105546,-1.170785,-0.091809,0.935584,-1.226276,0.048544,0.831252
-1.318111,-0.184037,0.813504,-1.434903,-0.184971,0.680706,-1.445540,-0.182827,0.374707,-1.365997,-0.482168,0.440139,-1.202801,-0.165659,0.680676,-1.209112,-0.162951,0.374598,-1.213224,-0.459871,0.476974,-1.318041,-0.192460,0.866984,-1.465948,-0.182297,1.097980,-1.502435,-0.116171,0.929780,-1.497633,0.038127,0.830645,-1.186001,-0.164150,1.105996,-1.170427,-0.094524,0.936097,-1.225681,0.046147,0.832068
-1.318893,-0.180544,0.814220,-1.435863,-0.180767,0.681621,-1.445253,-0.182989,0.375581,-1.366496,-0.482402,0.441526,-1.203709,-0.162089,0.681324,-1.209573,-0.162123,0.375227,-1.213826,-0.459442,0.476525,-1.318704,-0.189359,0.867638,-1.465182,-0.183772,1.099627,-1.501778,-0.116769,0.931801,-1.497074,0.036846,0.831606,-1.185062,-0.167096,1.106317,-1.170121,-0.097228,0.936464,-1.225183,0.043760,0.832763
-1.319582,-0.177218,0.814284,-1.436705,-0.176652,0.681874,-1.444975,-0.182540,0.375848,-1.366993,-0.482298,0.441118,-1.204511,-0.158480,0.681372,-1.209786,-0.161278,0.375279,-1.214362,-0.459065,0.475268,-1.319310,-0.186482,0.867626,-1.464951,-0.185931,1.100141,-1.501178,-0.118054,0.932590,-1.496431,0.035230,0.831890,-1.184730,-0.169969,1.106168,-1.169961,-0.099718,0.936461,-1.224726,0.041538,0.832969
-1.320193,-0.173862,0.814441,-1.437462,-0.172608,0.682226,-1.444723,-0.182064,0.376264,-1.367495,-0.482149,0.440905,-1.205239,-0.154822,0.681517,-1.209954,-0.160470,0.375455,-1.214836,-0.458741,0.474067,-1.319848,-0.183554,0.867706,-1.464898,-0.188035,1.100487,-1.500617,-0.119338,0.933162,-1.495837,0.033711,0.832109,-1.184609,-0.172406,1.106114,-1.169852,-0.101888,0.936519,-1.224279,0.039491,0.833017
-1.320643,-0.170448,0.814781,-1.438052,-0.168706,0.682760,-1.444488,-0.181518,0.376903,-1.367996,-0.481906,0.441013,-1.205818,-0.151066,0.681850,-1.209998,-0.159729,0.375851,-1.215184,-0.458521,0.472946,-1.320245,-0.180526,0.867975,-1.465164,-0.190010,1.100635,-1.500113,-0.120603,0.933442,-1.495316,0.032404,0.832325,-1.184864,-0.173970,1.106403,-1.169775,-0.103418,0.936853,-1.223760,0.037798,0.832897
-1.321351,-0.167353,0.814371,-1.438906,-0.165116,0.682559,-1.444421,-0.181258,0.376842,-1.368503,-0.481812,0.440860,-1.206661,-0.147628,0.681436,-1.210068,-0.159375,0.375530,-1.215374,-0.458377,0.472035,-1.320849,-0.177817,0.867490,-1.464908,-0.192086,1.100391,-1.499558,-0.121834,0.933491,-1.494881,0.031262,0.832504,-1.184569,-0.175955,1.105436,-1.169601,-0.104738,0.936156,-1.223294,0.036723,0.832382
-1.322189,-0.164417,0.813585,-1.439892,-0.161684,0.681996,-1.444441,-0.181142,0.376456,-1.369005,-0.481790,0.440600,-1.207637,-0.144350,0.680652,-1.210153,-0.159214,0.374875,-1.215473,-0.458274,0.471253,-1.321556,-0.175266,0.866626,-1.464394,-0.194218,1.099901,-1.498978,-0.123052,0.933376,-1.494489,0.030198,0.832615,-1.184007,-0.178143,1.103787,-1.169390,-0.105948,0.934892,-1.222871,0.035960,0.831620
-1.323204,-0.161985,0.813072,-1.440972,-0.158922,0.681619,-1.444252,-0.181049,0.376245,-1.369430,-0.481784,0.440726,-1.208714,-0.141648,0.680194,-1.210238,-0.159469,0.374569,-1.215517,-0.458596,0.470782,-1.322482,-0.173137,0.866049,-1.464473,-0.195797,1.099476,-1.498917,-0.124130,0.933138,-1.494646,0.029225,0.832526,-1.184081,-0.179313,1.102622,-1.169583,-0.106269,0.934084,-1.222856,0.035891,0.831051
-1.324116,-0.159697,0.812643,-1.441976,-0.156392,0.681348,-1.444156,-0.181025,0.376156,-1.369628,-0.481781,0.440904,-1.209722,-0.139068,0.679798,-1.210353,-0.159780,0.374353,-1.215480,-0.458986,0.470364,-1.323297,-0.171129,0.865560,-1.464483,-0.197251,1.099083,-1.498829,-0.125157,0.932910,-1.494826,0.028301,0.832445,-1.184101,-0.180211,1.101546,-1.169719,-0.106339,0.933360,-1.222858,0.036049,0.830574
-1.324824,-0.157694,0.812383,-1.442826,-0.154324,0.681281,-1.444238,-0.181139,0.376268,-1.369384,-0.481791,0.441144,-1.210594,-0.136727,0.679520,-1.210519,-0.160203,0.374274,-1.215295,-0.459512,0.470007,-1.323893,-0.169360,0.865247,-1.464359,-0.198460,1.098829,-1.498698,-0.126092,0.932774,-1.495072,0.027466,0.832448,-1.184012,-0.180579,1.100718,-1.169738,-0.105915,0.932874,-1.222889,0.036659,0.830352
-1.325519,-0.155972,0.812083,-1.443631,-0.152577,0.681140,-1.444281,-0.181225,0.376292,-1.369062,-0.481708,0.441557,-1.211428,-0.134612,0.679228,-1.210699,-0.160514,0.374179,-1.215284,-0.459876,0.469756,-1.324482,-0.167859,0.864896,-1.464268,-0.199555,1.098529,-1.498660,-0.126968,0.932582,-1.495471,0.026708,0.832422,-1.183974,-0.180677,1.099900,-1.169784,-0.105193,0.932416,-1.223060,0.037591,0.830252
-1.326207,-0.154391,0.811764,-1.444413,-0.150989,0.680963,-1.444297,-0.181295,0.376275,-1.368696,-0.481574,0.442060,-1.212244,-0.132610,0.678932,-1.210880,-0.160765,0.374085,-1.215350,-0.460158,0.469565,-1.325068,-0.166491,0.864526,-1.464188,-0.200592,1.098201,-1.498662,-0.127814,0.932355,-1.495938,0.025990,0.832379,-1.183960,-0.180637,1.099084,-1.169842,-0.104319,0.931973,-1.223300,0.038686,0.830215
-1.326953,-0.153355,0.811544,-1.445230,-0.149975,0.680851,-1.444526,-0.181305,0.376267,-1.368374,-0.481237,0.443012,-1.213105,-0.131054,0.678750,-1.211066,-0.160616,0.374039,-1.215718,-0.459965,0.469614,-1.325712,-0.165646,0.864260,-1.464168,-0.201326,1.098085,-1.498852,-0.128500,0.932305,-1.496614,0.025496,0.832611,-1.184020,-0.180209,1.098439,-1.170051,-0.103205,0.931631,-1.223885,0.039928,0.830250
-1.327593,-0.152564,0.811296,-1.445938,-0.149190,0.680704,-1.444725,-0.181274,0.376200,-1.368011,-0.480848,0.443894,-1.213859,-0.129729,0.678541,-1.211193,-0.160419,0.373945,-1.216089,-0.459695,0.469697,-1.326258,-0.165042,0.863966,-1.464153,-0.201985,1.097921,-1.499055,-0.129130,0.932199,-1.497309,0.025048,0.832777,-1.184091,-0.179749,1.097848,-1.170252,-0.102084,0.931336,-1.224502,0.041191,0.830380
-1.328020,-0.152268,0.810992,-1.446430,-0.148865,0.680488,-1.444879,-0.181165,0.376008,-1.367580,-0.480364,0.444629,-1.214397,-0.128871,0.678274,-1.211214,-0.160133,0.373739,-1.216483,-0.459273,0.469836,-1.326608,-0.164921,0.863619,-1.464160,-0.202494,1.097675,-1.499298,-0.129652,0.931997,-1.498055,0.024688,0.832819,-1.184183,-0.179237,1.097375,-1.170442,-0.100963,0.931141,-1.225186,0.042488,0.830703
-1.328335,-0.152629,0.810501,-1.446828,-0.149133,0.680085,-1.445080,-0.181032,0.375565,-1.367117,-0.479851,0.445018,-1.214833,-0.128708,0.677792,-1.211201,-0.159941,0.373258,-1.216872,-0.458963,0.469621,-1.326856,-0.165432,0.863090,-1.464189,-0.202812,1.097311,-1.499827,-0.130061,0.931698,-1.499362,0.024295,0.832539,-1.184281,-0.178806,1.096826,-1.170631,-0.099992,0.930839,-1.225934,0.043744,0.831118
-1.328594,-0.153319,0.809917,-1.447179,-0.149697,0.679591,-1.445308,-0.180886,0.374997,-1.366642,-0.479321,0.445234,-1.215218,-0.128892,0.677203,-1.211174,-0.159794,0.372640,-1.217262,-0.458707,0.469229,-1.327051,-0.166260,0.862470,-1.464232,-0.203034,1.096885,-1.500502,-0.130415,0.931350,-1.500952,0.023883,0.832099,-1.184386,-0.178415,1.096235,-1.170825,-0.099097,0.930481,-1.226720,0.044976,0.831578
-1.328585,-0.154674,0.809876,-1.447252,-0.150959,0.679605,-1.445571,-0.180622,0.374857,-1.366080,-0.478761,0.445394,-1.215326,-0.129782,0.677140,-1.211095,-0.159697,0.372480,-1.217588,-0.458380,0.469643,-1.326994,-0.167698,0.862407,-1.464199,-0.202631,1.097110,-1.500826,-0.130234,0.931555,-1.501766,0.024000,0.832209,-1.184406,-0.177565,1.096354,-1.170888,-0.098143,0.930645,-1.227345,0.046052,0.832241
-1.328511,-0.156288,0.809884,-1.447261,-0.152486,0.679663,-1.445786,-0.180397,0.374747,-1.365515,-0.478286,0.445423,-1.215369,-0.130945,0.677118,-1.211034,-0.159631,0.372340,-1.217875,-0.458102,0.470014,-1.326876,-0.169376,0.862398,-1.464162,-0.202106,1.097394,-1.501131,-0.129969,0.931799,-1.502478,0.024186,0.832336,-1.184419,-0.176674,1.096549,-1.170907,-0.097211,0.930859,-1.227910,0.047102,0.832944
-1.328308,-0.158422,0.809992,-1.447142,-0.154547,0.679809,-1.445902,-0.180250,0.374697,-1.364937,-0.477985,0.445188,-1.215284,-0.132655,0.677175,-1.211006,-0.159628,0.372238,-1.218080,-0.457924,0.470305,-1.326636,-0.171538,0.862497,-1.464114,-0.201336,1.097802,-1.501389,-0.129536,0.932128,-1.502982,0.024509,0.832498,-1.184410,-0.175697,1.096902,-1.170826,-0.096321,0.931175,-1.228343,0.048107,0.833731
-1.327880,-0.161092,0.810170,-1.446816,-0.157154,0.680029,-1.445875,-0.180194,0.374703,-1.364371,-0.477854,0.444822,-1.214991,-0.134933,0.677273,-1.210930,-0.159684,0.372143,-1.218152,-0.457865,0.470405,-1.326177,-0.174203,0.862676,-1.463956,-0.200381,1.098272,-1.501526,-0.129031,0.932470,-1.503237,0.024880,0.832634,-1.184288,-0.174611,1.097366,-1.170562,-0.095499,0.931524,-1.228566,0.048973,0.834435
-1.327340,-0.164033,0.810385,-1.446386,-0.160037,0.680288,-1.445782,-0.180182,0.374757,-1.363818,-0.477808,0.444410,-1.214593,-0.137498,0.677391,-1.210834,-0.159770,0.372066,-1.218159,-0.457865,0.470426,-1.325607,-0.177121,0.862896,-1.463744,-0.199332,1.098732,-1.501596,-0.128484,0.932777,-1.503359,0.025280,0.832715,-1.184113,-0.173466,1.097845,-1.170213,-0.094707,0.931848,-1.228696,0.049773,0.835059
-1.326270,-0.167614,0.810847,-1.445455,-0.163771,0.680793,-1.445878,-0.180270,0.375044,-1.363426,-0.478112,0.443142,-1.213720,-0.140678,0.677697,-1.210673,-0.159812,0.372150,-1.217836,-0.457818,0.470619,-1.324528,-0.180595,0.863383,-1.463583,-0.198075,1.099134,-1.501544,-0.127850,0.932938,-1.503208,0.025935,0.832908,-1.184029,-0.171734,1.098844,-1.169590,-0.093789,0.932507,-1.228459,0.050384,0.835494
-1.325206,-0.171388,0.811219,-1.444523,-0.167670,0.681204,-1.446068,-0.180330,0.375277,-1.363310,-0.478424,0.441846,-1.212840,-0.144079,0.677920,-1.210533,-0.159880,0.372174,-1.217561,-0.457744,0.470907,-1.323457,-0.184250,0.863784,-1.463409,-0.196793,1.099380,-1.501506,-0.127202,0.932947,-1.502996,0.026632,0.832989,-1.183931,-0.170039,1.099620,-1.168926,-0.092915,0.932950,-1.228132,0.050969,0.835713
-1.324154,-0.175541,0.811414,-1.443587,-0.171895,0.681421,-1.446423,-0.180332,0.375360,-1.363718,-0.478756,0.440459,-1.211946,-0.147917,0.677972,-1.210413,-0.159998,0.372050,-1.217366,-0.457612,0.471357,-1.322401,-0.188264,0.864012,-1.463188,-0.195462,1.099404,-1.501488,-0.126529,0.932743,-1.502664,0.027402,0.832932,-1.183780,-0.168423,1.100042,-1.168150,-0.092132,0.933044,-1.227588,0.051503,0.835582
-1.322805,-0.180086,0.811188,-1.442318,-0.176517,0.681182,-1.446695,-0.180188,0.375048,-1.364096,-0.479119,0.437969,-1.210725,-0.152095,0.677641,-1.210152,-0.160197,0.371583,-1.217039,-0.457468,0.471720,-1.321100,-0.192661,0.863822,-1.463312,-0.194043,1.098530,-1.501468,-0.126359,0.931323,-1.502166,0.027714,0.831710,-1.183989,-0.166635,1.100208,-1.167335,-0.091334,0.932859,-1.226871,0.051993,0.835002
-1.321310,-0.184822,0.810751,-1.440884,-0.181334,0.680720,-1.446941,-0.179977,0.374599,-1.364466,-0.479482,0.434988,-1.209341,-0.156441,0.677122,-1.209834,-0.160437,0.370981,-1.216637,-0.457318,0.472079,-1.319676,-0.197247,0.863422,-1.463613,-0.192594,1.097103,-1.501440,-0.126451,0.929203,-1.501575,0.027789,0.829823,-1.184389,-0.164770,1.100142,-1.166521,-0.090532,0.932440,-1.226092,0.052457,0.834112
-1.319983,-0.190325,0.810523,-1.439622,-0.186853,0.680471,-1.447426,-0.179669,0.374472,-1.364875,-0.479902,0.431273,-1.208118,-0.161608,0.676807,-1.209723,-0.161010,0.370643,-1.216297,-0.457742,0.472018,-1.318370,-0.202562,0.863237,-1.463295,-0.191319,1.096175,-1.501446,-0.126236,0.927934,-1.501082,0.028463,0.829246,-1.184160,-0.163240,1.099630,-1.165461,-0.089868,0.931636,-1.225185,0.052929,0.833122
-1.318847,-0.195723,0.810395,-1.438556,-0.192298,0.680338,-1.447937,-0.179466,0.374571,-1.365349,-0.480310,0.428207,-1.207086,-0.166748,0.676579,-1.209705,-0.161357,0.370467,-1.216050,-0.458189,0.471479,-1.317232,-0.207743,0.863159,-1.462814,-0.189824,1.095363,-1.501459,-0.125934,0.926776,-1.500600,0.029169,0.828704,-1.183760,-0.161532,1.098819,-1.164435,-0.089285,0.930405,-1.224401,0.053345,0.831793
-1.318096,-0.200909,0.810466,-1.437882,-0.197591,0.680424,-1.448461,-0.179458,0.374966,-1.365936,-0.480746,0.426302,-1.206439,-0.171829,0.676522,-1.209842,-0.161248,0.370552,-1.216011,-0.458671,0.469910,-1.316429,-0.212651,0.863291,-1.462002,-0.187872,1.094965,-1.501508,-0.125454,0.926026,-1.500176,0.029945,0.828403,-1.183009,-0.159457,1.097594,-1.163444,-0.088869,0.928502,-1.223801,0.053648,0.829956
-1.317156,-0.205316,0.810462,-1.436934,-0.202328,0.680365,-1.448663,-0.179576,0.375260,-1.366489,-0.481195,0.425274,-1.205522,-0.176289,0.676440,-1.209908,-0.161552,0.370654,-1.215794,-0.459229,0.469314,-1.315512,-0.216728,0.863361,-1.461742,-0.185503,1.093935,-1.501467,-0.124492,0.924534,-1.499300,0.031007,0.827069,-1.182826,-0.156869,1.096554,-1.162673,-0.088015,0.926813,-1.223150,0.054177,0.827872
-1.316123,-0.209336,0.810421,-1.435848,-0.206790,0.680238,-1.448713,-0.179762,0.375531,-1.367023,-0.481656,0.424711,-1.204469,-0.180442,0.676349,-1.209947,-0.162066,0.370776,-1.215478,-0.459831,0.469219,-1.314538,-0.220391,0.863397,-1.461760,-0.182946,1.092507,-1.501376,-0.123310,0.922591,-1.498188,0.032189,0.825143,-1.182932,-0.154036,1.095524,-1.162016,-0.086958,0.925162,-1.222479,0.054802,0.825599
-1.315093,-0.212949,0.809831,-1.434827,-0.210958,0.679632,-1.449050,-0.179962,0.375366,-1.367399,-0.482080,0.423234,-1.203517,-0.184031,0.675676,-1.209979,-0.162863,0.370301,-1.215004,-0.460429,0.469304,-1.313544,-0.223691,0.862872,-1.461738,-0.181611,1.090634,-1.501367,-0.122765,0.920447,-1.497554,0.032809,0.823142,-1.183012,-0.152228,1.094149,-1.161324,-0.086579,0.923325,-1.221764,0.054819,0.823237
-1.314164,-0.216200,0.809215,-1.433879,-0.214785,0.678983,-1.449362,-0.180196,0.375169,-1.367777,-0.482492,0.421981,-1.202636,-0.187280,0.675003,-1.210001,-0.163767,0.369819,-1.214539,-0.461032,0.469649,-1.312655,-0.226638,0.862316,-1.461787,-0.180419,1.088744,-1.501345,-0.122334,0.918279,-1.496987,0.033259,0.821034,-1.183171,-0.150448,1.092728,-1.160789,-0.086188,0.921463,-1.221194,0.054752,0.820712
-1.313440,-0.218725,0.808547,-1.433075,-0.217926,0.678238,-1.449592,-0.180478,0.374821,-1.368142,-0.482876,0.421091,-1.201899,-0.189848,0.674327,-1.209974,-0.164875,0.369274,-1.214087,-0.461631,0.470460,-1.311974,-0.228877,0.861705,-1.461967,-0.179476,1.086957,-1.501306,-0.122104,0.916201,-1.496578,0.033399,0.818843,-1.183478,-0.148697,1.091353,-1.160555,-0.085750,0.919670,-1.220895,0.054537,0.817974
-1.312858,-0.220887,0.808212,-1.432382,-0.220694,0.677804,-1.449596,-0.180944,0.374720,-1.367919,-0.483296,0.420760,-1.201283,-0.191963,0.674025,-1.209947,-0.165961,0.369072,-1.213653,-0.462232,0.471534,-1.311421,-0.230803,0.861415,-1.462055,-0.179184,1.085794,-1.501087,-0.122403,0.914771,-1.496041,0.032965,0.817234,-1.183706,-0.147401,1.090375,-1.160493,-0.085603,0.918313,-1.220700,0.053845,0.815391
-1.312348,-0.222866,0.808045,-1.431744,-0.223274,0.677527,-1.449492,-0.181504,0.374747,-1.367408,-0.483735,0.420711,-1.200729,-0.193850,0.673911,-1.209926,-0.167037,0.369041,-1.213230,-0.462831,0.472739,-1.310932,-0.232571,0.861288,-1.462104,-0.179217,1.084945,-1.500782,-0.122967,0.913667,-1.495445,0.032242,0.815918,-1.183903,-0.146334,1.089595,-1.160521,-0.085605,0.917173,-1.220556,0.052905,0.812892
-1.312005,-0.224226,0.808187,-1.431329,-0.224872,0.677610,-1.449507,-0.181607,0.375067,-1.367241,-0.483818,0.420691,-1.200361,-0.195058,0.674105,-1.209943,-0.167795,0.369285,-1.213015,-0.463431,0.473392,-1.310583,-0.233854,0.861444,-1.461950,-0.180218,1.084918,-1.500411,-0.124234,0.913505,-1.494800,0.031056,0.815927,-1.183862,-0.146408,1.089458,-1.160595,-0.086314,0.916797,-1.220489,0.051452,0.811455
-1.311751,-0.225253,0.808314,-1.431004,-0.226033,0.677678,-1.449533,-0.181670,0.375316,-1.367286,-0.483879,0.420848,-1.200066,-0.195967,0.674291,-1.209951,-0.168488,0.369499,-1.212866,-0.464031,0.473845,-1.310326,-0.234837,0.861580,-1.461793,-0.181299,1.085011,-1.500101,-0.125595,0.913474,-1.494279,0.029678,0.815907,-1.183786,-0.146779,1.089446,-1.160683,-0.087209,0.916581,-1.220437,0.049924,0.810338
-1.311673,-0.225613,0.808410,-1.430859,-0.226323,0.677713,-1.449568,-0.181650,0.375409,-1.367746,-0.483891,0.421346,-1.199916,-0.196277,0.674459,-1.209934,-0.169048,0.369649,-1.212850,-0.464631,0.473895,-1.310254,-0.235222,0.861672,-1.461621,-0.182540,1.085347,-1.499909,-0.127147,0.913707,-1.493999,0.027915,0.815828,-1.183631,-0.147744,1.089689,-1.160798,-0.088474,0.916685,-1.220419,0.048262,0.809857
-1.311750,-0.225271,0.808647,-1.430873,-0.225775,0.677889,-1.449530,-0.181641,0.375503,-1.368210,-0.483937,0.421833,-1.199910,-0.195867,0.674782,-1.209962,-0.169447,0.369901,-1.212932,-0.465116,0.473956,-1.310325,-0.234981,0.861891,-1.461274,-0.184095,1.086212,-1.499720,-0.128895,0.914547,-1.493851,0.025860,0.816188,-1.183247,-0.149332,1.090304,-1.160817,-0.090153,0.917217,-1.220341,0.046425,0.810133
-1.311903,-0.224579,0.808955,-1.430967,-0.224808,0.678136,-1.449457,-0.181637,0.375602,-1.368678,-0.484002,0.422319,-1.199977,-0.195096,0.675183,-1.210014,-0.169765,0.370210,-1.213066,-0.465544,0.474027,-1.310467,-0.234427,0.862174,-1.460839,-0.185814,1.087321,-1.499530,-0.130748,0.915669,-1.493767,0.023652,0.816748,-1.182750,-0.151238,1.091085,-1.160795,-0.092044,0.917943,-1.220242,0.044497,0.810769
-1.312212,-0.222730,0.809342,-1.431212,-0.222437,0.678457,-1.449354,-0.181317,0.375616,-1.369117,-0.483762,0.422684,-1.200151,-0.193265,0.675686,-1.209865,-0.169547,0.370574,-1.213505,-0.465628,0.473709,-1.310789,-0.232802,0.862520,-1.460492,-0.187247,1.088661,-1.499308,-0.132249,0.917018,-1.493561,0.021679,0.817362,-1.182255,-0.153459,1.092266,-1.160805,-0.094155,0.919100,-1.220273,0.042643,0.812265
-1.312320,-0.220617,0.809837,-1.431278,-0.219779,0.678910,-1.449164,-0.181050,0.375738,-1.369493,-0.483576,0.423179,-1.200142,-0.191195,0.676280,-1.209706,-0.169385,0.371021,-1.213947,-0.465780,0.473413,-1.310929,-0.230930,0.862968,-1.460268,-0.188739,1.089912,-1.499079,-0.133734,0.918272,-1.493370,0.019783,0.817984,-1.181893,-0.155716,1.093750,-1.160811,-0.096134,0.920636,-1.220244,0.040825,0.813989
-1.312028,-0.217973,0.810546,-1.430987,-0.216549,0.679623,-1.448793,-0.180886,0.376070,-1.369737,-0.483497,0.423931,-1.199768,-0.188647,0.677053,-1.209522,-0.169330,0.371633,-1.214398,-0.466067,0.473159,-1.310705,-0.228563,0.863623,-1.460282,-0.190331,1.091017,-1.498829,-0.135173,0.919367,-1.493194,0.018062,0.818644,-1.181788,-0.158035,1.095877,-1.160785,-0.097847,0.922967,-1.220062,0.039083,0.816197
-1.312063,-0.215033,0.811488,-1.431035,-0.212883,0.680592,-1.448388,-0.180854,0.376607,-1.370003,-0.483661,0.424284,-1.199722,-0.185773,0.678072,-1.209562,-0.168985,0.372507,-1.214883,-0.466330,0.472367,-1.310778,-0.225956,0.864498,-1.460078,-0.191905,1.092631,-1.498676,-0.136776,0.920984,-1.493386,0.015949,0.819470,-1.181410,-0.160723,1.097968,-1.160710,-0.100011,0.925209,-1.219984,0.036968,0.818500
-1.312263,-0.211946,0.812547,-1.431251,-0.209002,0.681697,-1.447992,-0.180898,0.377289,-1.370308,-0.483955,0.424478,-1.199841,-0.182737,0.679216,-1.209733,-0.168497,0.373525,-1.215399,-0.466571,0.471316,-1.311001,-0.223231,0.865482,-1.459786,-0.193483,1.094441,-1.498586,-0.138474,0.922802,-1.493778,0.013622,0.820325,-1.180922,-0.163608,1.099976,-1.160648,-0.102407,0.927343,-1.220003,0.034662,0.820796
-1.312979,-0.207761,0.814018,-1.431949,-0.203939,0.683205,-1.447395,-0.181169,0.378281,-1.370727,-0.484404,0.425914,-1.200394,-0.178995,0.680769,-1.209914,-0.168112,0.374933,-1.215889,-0.466805,0.470961,-1.311716,-0.219382,0.866881,-1.459136,-0.194451,1.097193,-1.498398,-0.138770,0.925880,-1.493525,0.012660,0.822424,-1.179988,-0.166630,1.102010,-1.160479,-0.104841,0.929505,-1.220080,0.032502,0.823448
-1.313663,-0.203340,0.815237,-1.432631,-0.198634,0.684499,-1.446756,-0.181465,0.379142,-1.371174,-0.484847,0.427455,-1.200935,-0.175041,0.682058,-1.210017,-0.167707,0.376108,-1.216375,-0.466930,0.470614,-1.312407,-0.215306,0.868024,-1.458681,-0.195438,1.099455,-1.498150,-0.139220,0.928367,-1.493067,0.011598,0.824031,-1.179277,-0.169584,1.103744,-1.160371,-0.107252,0.931373,-1.220174,0.030337,0.825751
-1.314282,-0.198439,0.815954,-1.433282,-0.192831,0.685351,-1.445962,-0.181788,0.379645,-1.371609,-0.485256,0.429115,-1.201449,-0.170654,0.682820,-1.209910,-0.167258,0.376787,-1.216815,-0.466849,0.470258,-1.313048,-0.210770,0.868658,-1.458560,-0.196409,1.100869,-1.497743,-0.139935,0.929803,-1.492124,0.010376,0.824765,-1.178930,-0.172365,1.105029,-1.160291,-0.109607,0.932790,-1.220198,0.028165,0.827465
-1.314856,-0.193644,0.816240,-1.433915,-0.187064,0.685822,-1.445195,-0.181855,0.379904,-1.371998,-0.485558,0.429495,-1.201956,-0.166259,0.683154,-1.209678,-0.166813,0.377087,-1.216963,-0.466635,0.469946,-1.313628,-0.206380,0.868847,-1.458325,-0.197611,1.101749,-1.497230,-0.140651,0.930784,-1.491003,0.009449,0.825480,-1.178486,-0.175380,1.105635,-1.160173,-0.111984,0.933601,-1.220268,0.026149,0.828860
-1.315408,-0.188897,0.816308,-1.434537,-0.181311,0.686114,-1.444481,-0.181806,0.380104,-1.372388,-0.485814,0.429296,-1.202464,-0.161856,0.683277,-1.209419,-0.166375,0.377229,-1.216977,-0.466359,0.469693,-1.314181,-0.202059,0.868810,-1.458067,-0.198940,1.102272,-1.496683,-0.141376,0.931447,-1.489806,0.008664,0.826097,-1.178034,-0.178523,1.105804,-1.160084,-0.114379,0.934015,-1.220414,0.024206,0.830009
-1.315953,-0.184329,0.815124,-1.435219,-0.175760,0.685231,-1.444128,-0.181525,0.379239,-1.372757,-0.485629,0.428751,-1.203047,-0.157575,0.682102,-1.209210,-0.166065,0.376125,-1.216628,-0.465899,0.469152,-1.314711,-0.197915,0.867518,-1.457875,-0.199842,1.101370,-1.496164,-0.141286,0.930810,-1.488634,0.009069,0.825955,-1.177672,-0.181261,1.104520,-1.160039,-0.116065,0.933100,-1.220532,0.023221,0.830130
-1.316574,-0.179928,0.813921,-1.435959,-0.170444,0.684327,-1.443987,-0.181241,0.378443,-1.373120,-0.485453,0.427900,-1.203702,-0.153432,0.680923,-1.209087,-0.165817,0.375068,-1.216302,-0.465434,0.468844,-1.315314,-0.193917,0.866209,-1.457751,-0.200562,1.100362,-1.495717,-0.140948,0.930099,-1.487573,0.009744,0.825775,-1.177397,-0.183771,1.103017,-1.160102,-0.117488,0.931985,-1.220730,0.022542,0.830110
-1.317344,-0.175864,0.812683,-1.436817,-0.165598,0.683354,-1.444177,-0.180928,0.377644,-1.373423,-0.485287,0.426299,-1.204493,-0.149569,0.679733,-1.209051,-0.165684,0.374041,-1.215993,-0.464950,0.468926,-1.316060,-0.190217,0.864871,-1.457692,-0.200907,1.099321,-1.495373,-0.140107,0.929415,-1.486703,0.010971,0.825693,-1.177212,-0.185808,1.101271,-1.160282,-0.118380,0.930654,-1.220978,0.022485,0.829978
-1.318292,-0.172131,0.811588,-1.437848,-0.161161,0.682520,-1.444538,-0.180777,0.377037,-1.373886,-0.484993,0.426638,-1.205467,-0.146045,0.678679,-1.209201,-0.165496,0.373173,-1.216014,-0.464415,0.469091,-1.316976,-0.186809,0.863686,-1.457822,-0.200865,1.098400,-1.495124,-0.138955,0.928812,-1.485944,0.012479,0.825655,-1.177247,-0.187178,1.099575,-1.160606,-0.118706,0.929348,-1.221172,0.022887,0.829621
