joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.132417,0.155521,-0.008074,0.038221,-0.037328,-0.029272,0.147431,-0.129546,0.227161,1.800919,1.938528,-0.367366,-0.392072,-0.358215,-0.700255,0.195898,-0.162676,-0.261800,-0.048568,-0.224443,0.447375,0.702168,0.673343,-0.090924,0.022184,0.295591,0.300000,-0.049999,-0.050000
0.109294,0.135568,-0.009054,0.040267,-0.036679,-0.029741,0.144911,-0.131646,0.251027,1.809534,1.953047,-0.388044,-0.412277,-0.351628,-0.702843,0.201454,-0.167943,-0.261800,-0.048421,-0.222065,0.441504,0.690582,0.665970,-0.091200,0.021269,0.293922,0.299826,-0.050000,-0.050000
0.086427,0.113340,-0.010002,0.041194,-0.036914,-0.027429,0.143282,-0.132747,0.274334,1.819661,1.964242,-0.407770,-0.430007,-0.347259,-0.700237,0.206611,-0.173020,-0.261800,-0.048784,-0.220674,0.433396,0.678154,0.656216,-0.091669,0.019925,0.292241,0.299306,-0.050000,-0.050000
0.064594,0.093274,-0.010647,0.042318,-0.035792,-0.027477,0.140208,-0.134492,0.295462,1.830836,1.975355,-0.426591,-0.446046,-0.345077,-0.698802,0.210879,-0.177283,-0.261800,-0.048930,-0.220574,0.426130,0.667852,0.648024,-0.092244,0.018742,0.291053,0.299321,-0.050000,-0.050000
0.043268,0.074281,-0.011140,0.043540,-0.033989,-0.028709,0.136410,-0.136560,0.315510,1.842542,1.986434,-0.444968,-0.461246,-0.343990,-0.697953,0.214704,-0.181140,-0.261800,-0.048969,-0.221119,0.419281,0.658609,0.640609,-0.092873,0.017639,0.290112,0.299604,-0.050000,-0.050000
0.023670,0.058961,-0.012152,0.044941,-0.032952,-0.030799,0.132420,-0.139347,0.330338,1.852020,1.997543,-0.460947,-0.472334,-0.343657,-0.699898,0.218698,-0.184701,-0.261800,-0.048319,-0.221880,0.413693,0.652231,0.634313,-0.093436,0.016743,0.290217,0.299841,-0.050000,-0.050000
0.005459,0.045275,-0.012835,0.046258,-0.031888,-0.032541,0.128330,-0.142196,0.343617,1.861127,2.008160,-0.475468,-0.481960,-0.344446,-0.702799,0.221836,-0.187900,-0.261800,-0.047687,-0.222585,0.408602,0.646698,0.629296,-0.093948,0.015944,0.290615,0.300000,-0.050000,-0.050000
-0.009973,0.034860,-0.012860,0.047408,-0.030768,-0.033586,0.124044,-0.145170,0.353794,1.869489,2.017790,-0.487070,-0.488658,-0.347478,-0.707610,0.223260,-0.190373,-0.261800,-0.047092,-0.223182,0.404508,0.642855,0.626840,-0.094360,0.015341,0.291597,0.300000,-0.050000,-0.050000
-0.022472,0.026850,-0.012563,0.048158,-0.029697,-0.033526,0.120965,-0.148330,0.361283,1.876853,2.025748,-0.496012,-0.492781,-0.350918,-0.712157,0.222804,-0.192191,-0.261799,-0.046401,-0.224558,0.401175,0.640213,0.627684,-0.094824,0.014913,0.293071,0.300000,-0.050000,-0.050000
-0.033498,0.020047,-0.012105,0.048707,-0.028651,-0.032913,0.118491,-0.151581,0.367423,1.883713,2.032867,-0.503619,-0.495611,-0.354561,-0.716572,0.221406,-0.193680,-0.261797,-0.045663,-0.226324,0.398224,0.638174,0.630180,-0.095313,0.014572,0.294792,0.300000,-0.050000,-0.050000
-0.040166,0.016996,-0.010912,0.049234,-0.027767,-0.031843,0.116654,-0.153700,0.369419,1.887957,2.035828,-0.506183,-0.494765,-0.358173,-0.718032,0.219459,-0.193793,-0.261799,-0.045284,-0.228710,0.396415,0.635133,0.633888,-0.095932,0.014405,0.296641,0.300000,-0.050000,-0.050000
-0.044849,0.015363,-0.009870,0.049769,-0.026842,-0.030790,0.114805,-0.155298,0.369923,1.891648,2.037408,-0.506445,-0.492720,-0.361765,-0.718884,0.217825,-0.193281,-0.261800,-0.045077,-0.231172,0.395156,0.633063,0.637399,-0.096529,0.014308,0.298298,0.300000,-0.050000,-0.050000
-0.045568,0.016566,-0.009127,0.050321,-0.025836,-0.029771,0.112929,-0.155854,0.367444,1.894236,2.036227,-0.502104,-0.488274,-0.365319,-0.718519,0.216813,-0.191517,-0.261800,-0.045212,-0.233785,0.394993,0.632931,0.640520,-0.097083,0.014352,0.299574,0.300000,-0.050000,-0.050000
-0.041920,0.021064,-0.008929,0.050734,-0.024674,-0.028236,0.111538,-0.155811,0.361612,1.893847,2.032826,-0.493633,-0.480652,-0.368371,-0.716839,0.215958,-0.188938,-0.261800,-0.045394,-0.236983,0.395672,0.634679,0.643110,-0.097655,0.014494,0.300000,0.300000,-0.050000,-0.050000
-0.036087,0.027211,-0.009004,0.051078,-0.023433,-0.026444,0.110389,-0.155469,0.354102,1.891968,2.028314,-0.483094,-0.471441,-0.371172,-0.714501,0.215182,-0.185952,-0.261800,-0.045599,-0.240472,0.396773,0.637367,0.645433,-0.098237,0.014686,0.300000,0.300000,-0.050000,-0.050000
-0.024986,0.036744,-0.009482,0.052041,-0.022615,-0.025235,0.110838,-0.154574,0.343550,1.886296,2.020332,-0.467944,-0.458814,-0.372772,-0.708469,0.214332,-0.181250,-0.261800,-0.043704,-0.243826,0.399495,0.641444,0.645695,-0.098738,0.015057,0.300000,0.300000,-0.050000,-0.050000
-0.012524,0.047453,-0.009486,0.053264,-0.021325,-0.025564,0.111304,-0.153776,0.332263,1.879691,2.011202,-0.452077,-0.446057,-0.374350,-0.702894,0.213933,-0.176232,-0.261800,-0.041627,-0.246738,0.403667,0.645508,0.647279,-0.099176,0.015689,0.300000,0.300000,-0.050000,-0.049891
0.002666,0.060517,-0.008541,0.055009,-0.019089,-0.028973,0.111804,-0.153170,0.319502,1.871218,1.999772,-0.434768,-0.433037,-0.375884,-0.698230,0.214435,-0.170577,-0.261800,-0.039185,-0.248767,0.410745,0.649545,0.651507,-0.099490,0.016848,0.300000,0.300000,-0.050000,-0.049567
0.021077,0.074873,-0.008485,0.055960,-0.016838,-0.030600,0.113278,-0.150927,0.306004,1.858690,1.985562,-0.414504,-0.418062,-0.377059,-0.693767,0.215022,-0.164905,-0.261800,-0.037236,-0.250042,0.419034,0.654832,0.654769,-0.099628,0.018179,0.300000,0.300000,-0.050000,-0.049004
0.041090,0.089868,-0.008874,0.056513,-0.014581,-0.031335,0.115238,-0.147866,0.292144,1.844137,1.969969,-0.392771,-0.402115,-0.378055,-0.689406,0.215650,-0.159228,-0.261800,-0.035533,-0.250939,0.427926,0.660742,0.657547,-0.099679,0.019597,0.300000,0.300000,-0.050000,-0.048321
0.065669,0.107217,-0.009912,0.055932,-0.012606,-0.028902,0.119150,-0.141786,0.273769,1.827585,1.952768,-0.371416,-0.383248,-0.379904,-0.684776,0.215561,-0.153846,-0.261800,-0.034348,-0.256925,0.439214,0.669909,0.659742,-0.099871,0.021392,0.300000,0.300000,-0.050000,-0.047131
0.091260,0.125393,-0.010390,0.054946,-0.011109,-0.027274,0.123098,-0.135661,0.255021,1.810990,1.935763,-0.348671,-0.363317,-0.382709,-0.680000,0.214684,-0.148715,-0.261800,-0.033082,-0.262897,0.450852,0.677773,0.661631,-0.099999,0.023238,0.300000,0.300000,-0.050000,-0.045858
0.118916,0.145257,-0.009746,0.053150,-0.010565,-0.027253,0.127123,-0.129439,0.235494,1.794281,1.919117,-0.323104,-0.341228,-0.387429,-0.674927,0.212231,-0.144074,-0.261800,-0.031656,-0.268847,0.463210,0.683040,0.662912,-0.100000,0.025190,0.300000,0.300000,-0.050000,-0.044418
0.146352,0.165986,-0.009462,0.050930,-0.010674,-0.026942,0.131085,-0.122855,0.216418,1.775198,1.903907,-0.298510,-0.319938,-0.391432,-0.670391,0.209464,-0.139856,-0.261800,-0.030066,-0.274334,0.475319,0.686712,0.663540,-0.100000,0.027096,0.300000,0.300000,-0.050000,-0.043002
0.173703,0.187168,-0.009358,0.048497,-0.011110,-0.026484,0.135019,-0.116083,0.197551,1.754910,1.889401,-0.274381,-0.299029,-0.395079,-0.666122,0.206537,-0.135845,-0.261800,-0.028394,-0.279595,0.487314,0.689586,0.663842,-0.100000,0.028982,0.300000,0.300000,-0.050000,-0.041596
0.199520,0.208339,-0.009780,0.046319,-0.012097,-0.026536,0.139435,-0.108552,0.181019,1.738559,1.878227,-0.254691,-0.282089,-0.398463,-0.664209,0.203596,-0.132587,-0.261800,-0.027126,-0.282659,0.497672,0.691224,0.663819,-0.100000,0.030622,0.300000,0.300000,-0.050000,-0.040451
0.224132,0.228893,-0.010602,0.044507,-0.013199,-0.026164,0.143898,-0.101392,0.165557,1.721860,1.867972,-0.236809,-0.266672,-0.401149,-0.663184,0.200506,-0.129732,-0.261800,-0.025710,-0.285151,0.507071,0.693050,0.663747,-0.099998,0.032115,0.300000,0.300000,-0.050000,-0.039490
0.246320,0.248200,-0.012224,0.043425,-0.014531,-0.024941,0.148452,-0.094978,0.152246,1.704473,1.859563,-0.222555,-0.254314,-0.402439,-0.663935,0.197122,-0.127683,-0.261800,-0.023999,-0.286496,0.514545,0.695248,0.663576,-0.099992,0.033315,0.300000,0.300000,-0.050000,-0.038894
0.266956,0.265494,-0.013168,0.042110,-0.016217,-0.023335,0.152798,-0.089291,0.141562,1.693512,1.852241,-0.211310,-0.244448,-0.404586,-0.665811,0.192981,-0.126652,-0.261800,-0.022779,-0.287158,0.520052,0.697424,0.664483,-0.099966,0.034237,0.300000,0.300000,-0.050000,-0.038635
0.286789,0.281759,-0.013771,0.040680,-0.018077,-0.021539,0.157035,-0.083974,0.132206,1.685779,1.845472,-0.201585,-0.235839,-0.407160,-0.668248,0.188467,-0.126133,-0.261800,-0.021804,-0.287478,0.524568,0.699586,0.665929,-0.099929,0.035019,0.300000,0.300000,-0.050000,-0.038545
0.302405,0.293859,-0.012373,0.040331,-0.020449,-0.020675,0.160828,-0.081255,0.127200,1.681823,1.839658,-0.196545,-0.230667,-0.411164,-0.669557,0.183560,-0.126929,-0.260642,-0.021752,-0.287241,0.526008,0.699546,0.667223,-0.099943,0.035319,0.300000,0.300000,-0.050000,-0.039046
0.316431,0.304877,-0.011059,0.039841,-0.022660,-0.019613,0.164441,-0.079177,0.123439,1.677783,1.834412,-0.192489,-0.226931,-0.414723,-0.670576,0.178791,-0.128164,-0.259022,-0.021589,-0.287048,0.526751,0.698970,0.668630,-0.099954,0.035519,0.300000,0.300000,-0.050000,-0.039670
0.327302,0.313748,-0.009912,0.039065,-0.024553,-0.018152,0.167699,-0.078378,0.122164,1.673566,1.830294,-0.190394,-0.226062,-0.417395,-0.671017,0.174289,-0.130281,-0.256473,-0.021206,-0.286946,0.526101,0.697317,0.670268,-0.099961,0.035519,0.300000,0.300000,-0.050000,-0.040541
0.336956,0.321106,-0.009341,0.037018,-0.027311,-0.015314,0.170811,-0.077404,0.122600,1.673735,1.827668,-0.189457,-0.228625,-0.420952,-0.670384,0.170908,-0.132936,-0.254140,-0.020803,-0.287456,0.524939,0.695503,0.671920,-0.099978,0.035463,0.300000,0.300000,-0.050000,-0.041498
0.346007,0.327711,-0.009058,0.034334,-0.030503,-0.011785,0.173851,-0.076342,0.123894,1.676100,1.825788,-0.189098,-0.232907,-0.424954,-0.669214,0.168085,-0.135863,-0.251914,-0.020388,-0.288271,0.523519,0.693608,0.673580,-0.100000,0.035379,0.300000,0.300000,-0.050000,-0.042499
0.347980,0.329939,-0.006517,0.034071,-0.031481,-0.012737,0.174747,-0.078060,0.130296,1.677292,1.824733,-0.192739,-0.239016,-0.426420,-0.667424,0.167118,-0.138701,-0.249541,-0.019061,-0.288157,0.521447,0.689789,0.675165,-0.099996,0.035189,0.300000,0.300000,-0.050000,-0.043596
0.348426,0.330886,-0.004515,0.034015,-0.032204,-0.013900,0.175456,-0.079999,0.137862,1.679679,1.824951,-0.197436,-0.246657,-0.427729,-0.666072,0.166807,-0.141403,-0.247100,-0.017622,-0.287739,0.519186,0.686754,0.675778,-0.099993,0.034956,0.300000,0.300000,-0.050000,-0.044740
0.345814,0.329268,-0.003596,0.034369,-0.032417,-0.015483,0.175788,-0.082378,0.147741,1.684454,1.827715,-0.204237,-0.257348,-0.428726,-0.665600,0.167811,-0.143828,-0.244529,-0.015961,-0.286712,0.516552,0.685294,0.674442,-0.099990,0.034638,0.300000,0.300000,-0.050000,-0.045975
0.340738,0.325057,-0.002919,0.035169,-0.032503,-0.016727,0.175675,-0.085215,0.159167,1.690755,1.832558,-0.213997,-0.269959,-0.429561,-0.666274,0.169741,-0.146370,-0.242008,-0.014249,-0.284849,0.513598,0.683246,0.672109,-0.099931,0.034258,0.300000,0.300000,-0.050000,-0.047283
0.334430,0.319549,-0.002363,0.036193,-0.032526,-0.017802,0.175340,-0.088281,0.171364,1.697820,1.838443,-0.225237,-0.283529,-0.430315,-0.667523,0.172134,-0.148971,-0.239513,-0.012513,-0.282568,0.510483,0.680903,0.669277,-0.099845,0.033848,0.300000,0.300000,-0.050000,-0.048627
0.324910,0.310207,-0.001919,0.037668,-0.032134,-0.019159,0.174373,-0.091832,0.185941,1.707251,1.847199,-0.239871,-0.299327,-0.431321,-0.670167,0.175822,-0.151684,-0.237373,-0.010945,-0.279273,0.506924,0.678115,0.665676,-0.099636,0.033363,0.300000,0.300000,-0.050000,-0.049451
0.313927,0.299805,-0.001540,0.039246,-0.031784,-0.020515,0.173526,-0.095405,0.201289,1.717828,1.856510,-0.255314,-0.315934,-0.432594,-0.673055,0.179788,-0.154438,-0.235578,-0.009419,-0.275805,0.503125,0.675207,0.661698,-0.099409,0.032837,0.300000,0.300000,-0.049999,-0.050000
0.300009,0.287273,-0.001292,0.041029,-0.031521,-0.021867,0.172921,-0.099023,0.218190,1.730706,1.866940,-0.272389,-0.334176,-0.434407,-0.676432,0.184317,-0.157277,-0.234471,-0.007977,-0.271988,0.498843,0.672057,0.656959,-0.099146,0.032227,0.300000,0.300000,-0.049995,-0.050000
0.283747,0.273128,-0.001432,0.042906,-0.031405,-0.023717,0.172157,-0.102539,0.235867,1.744899,1.878196,-0.290927,-0.353269,-0.436347,-0.680232,0.189384,-0.160512,-0.233844,-0.006402,-0.268080,0.494074,0.668955,0.651122,-0.098878,0.031527,0.300000,0.300000,-0.049994,-0.050000
0.266312,0.258176,-0.001767,0.044831,-0.031363,-0.025814,0.171313,-0.106004,0.253934,1.759750,1.889865,-0.310196,-0.372787,-0.438352,-0.684244,0.194720,-0.163944,-0.233458,-0.004761,-0.264125,0.489062,0.665876,0.644736,-0.098607,0.030781,0.300000,0.300000,-0.049994,-0.050000
0.246206,0.240963,-0.002020,0.047966,-0.030982,-0.026838,0.170380,-0.110032,0.272915,1.774752,1.902371,-0.331119,-0.393444,-0.442063,-0.688520,0.200223,-0.168239,-0.233183,-0.002924,-0.260718,0.483222,0.661747,0.638718,-0.098472,0.029930,0.300000,0.300000,-0.049997,-0.050000
0.224025,0.222941,-0.002449,0.051512,-0.030105,-0.027878,0.169029,-0.114342,0.292701,1.787297,1.915501,-0.352078,-0.414962,-0.441654,-0.692628,0.205449,-0.172826,-0.232206,-0.001125,-0.256537,0.477097,0.655872,0.632199,-0.098275,0.029033,0.299590,0.300000,-0.049992,-0.050000
0.197714,0.203318,-0.003231,0.055877,-0.028231,-0.028945,0.166844,-0.119213,0.314073,1.794909,1.929865,-0.373084,-0.438177,-0.432997,-0.696395,0.210114,-0.177992,-0.229826,0.000598,-0.250813,0.470410,0.646511,0.624682,-0.097956,0.028044,0.298358,0.300000,-0.049969,-0.050000
0.171861,0.181523,-0.004593,0.059060,-0.027474,-0.029072,0.165364,-0.122607,0.335733,1.806329,1.943674,-0.394710,-0.459222,-0.428458,-0.698652,0.215803,-0.182527,-0.229295,0.002240,-0.246130,0.461969,0.637646,0.614109,-0.097804,0.026713,0.297334,0.299457,-0.049977,-0.050000
0.146231,0.158638,-0.006246,0.061654,-0.027274,-0.028729,0.164235,-0.125264,0.357541,1.819652,1.957208,-0.416648,-0.479185,-0.425977,-0.700155,0.222005,-0.186749,-0.229688,0.003840,-0.241967,0.452649,0.629029,0.602005,-0.097734,0.025211,0.296413,0.298643,-0.050000,-0.050000
0.119973,0.135562,-0.006756,0.064124,-0.026717,-0.030295,0.160593,-0.128261,0.377110,1.834026,1.971391,-0.439174,-0.498534,-0.424411,-0.701165,0.228682,-0.191343,-0.230403,0.005432,-0.238860,0.443372,0.620672,0.590290,-0.097834,0.023751,0.295729,0.298014,-0.050000,-0.050000
0.093759,0.112643,-0.007199,0.066459,-0.026336,-0.031820,0.156480,-0.131446,0.395630,1.848210,1.985311,-0.461298,-0.517098,-0.422646,-0.702146,0.235372,-0.195873,-0.231224,0.006600,-0.236307,0.434441,0.612813,0.578952,-0.098001,0.022352,0.295271,0.297557,-0.050000,-0.050000
0.067618,0.090027,-0.007507,0.068525,-0.026308,-0.033264,0.151422,-0.135011,0.412065,1.862020,1.998712,-0.482629,-0.534104,-0.420477,-0.703072,0.242095,-0.200276,-0.232260,0.006920,-0.234859,0.426199,0.605947,0.568362,-0.098302,0.021074,0.295268,0.297442,-0.050000,-0.050000
0.042915,0.069720,-0.007150,0.070484,-0.025935,-0.033743,0.145332,-0.139407,0.426846,1.874703,2.010994,-0.501923,-0.547794,-0.418754,-0.705209,0.247144,-0.204558,-0.233826,0.006473,-0.235005,0.418581,0.600343,0.559340,-0.098773,0.019907,0.295820,0.297994,-0.050000,-0.050000
0.018913,0.050551,-0.006459,0.072392,-0.025389,-0.033739,0.138719,-0.144221,0.440811,1.886832,2.022727,-0.520212,-0.559836,-0.417252,-0.707952,0.251358,-0.208783,-0.235658,0.005641,-0.235949,0.411270,0.595364,0.551095,-0.099329,0.018794,0.296651,0.298880,-0.050000,-0.050000
-0.000778,0.036119,-0.006454,0.072507,-0.025065,-0.033691,0.132121,-0.148326,0.449164,1.897237,2.032512,-0.533433,-0.566713,-0.416548,-0.711723,0.252785,-0.212119,-0.237383,0.006110,-0.237124,0.405202,0.592610,0.547215,-0.099729,0.017925,0.298427,0.299552,-0.050000,-0.050000
-0.018689,0.023292,-0.006556,0.071989,-0.024692,-0.033372,0.125697,-0.152261,0.455844,1.906683,2.041602,-0.544526,-0.571422,-0.415926,-0.714982,0.253078,-0.215028,-0.238885,0.007043,-0.238341,0.399591,0.590757,0.544737,-0.099996,0.017139,0.299689,0.300000,-0.050000,-0.050000
-0.033019,0.013692,-0.006874,0.070206,-0.024224,-0.032510,0.119625,-0.155854,0.459168,1.914195,2.049292,-0.551348,-0.571785,-0.415467,-0.717213,0.251102,-0.217077,-0.239937,0.008902,-0.239640,0.394900,0.590708,0.545068,-0.099998,0.016519,0.299922,0.300000,-0.050000,-0.050000
-0.042586,0.007754,-0.007103,0.068048,-0.023831,-0.031254,0.114734,-0.159306,0.458965,1.919704,2.054258,-0.552918,-0.567731,-0.415120,-0.717383,0.247295,-0.217840,-0.240346,0.010500,-0.240966,0.391187,0.591628,0.547969,-0.099998,0.016062,0.300000,0.300000,-0.050000,-0.050000
-0.049758,0.003656,-0.007287,0.065705,-0.023477,-0.029801,0.110439,-0.162684,0.456998,1.924202,2.057855,-0.551859,-0.561471,-0.414830,-0.716522,0.242576,-0.217958,-0.240433,0.011966,-0.242303,0.387967,0.593031,0.552153,-0.099996,0.015688,0.300000,0.300000,-0.050000,-0.050000
-0.049756,0.004795,-0.007467,0.064699,-0.023629,-0.027556,0.108157,-0.165596,0.450051,1.924896,2.055655,-0.542560,-0.549778,-0.411396,-0.711971,0.237095,-0.215213,-0.240814,0.012862,-0.243648,0.386650,0.595869,0.557719,-0.099990,0.015567,0.300000,0.300000,-0.050000,-0.050000
-0.048138,0.007346,-0.008118,0.063710,-0.023961,-0.025530,0.106494,-0.167497,0.441730,1.924108,2.051814,-0.530993,-0.536668,-0.408400,-0.706739,0.232111,-0.211396,-0.241024,0.014024,-0.245145,0.385892,0.599194,0.563058,-0.099986,0.015505,0.300000,0.300000,-0.050000,-0.050000
-0.043282,0.012728,-0.009715,0.062753,-0.024652,-0.023941,0.106070,-0.167373,0.430644,1.920349,2.044679,-0.514871,-0.520707,-0.406278,-0.700133,0.228119,-0.205428,-0.240893,0.015721,-0.246949,0.386250,0.603502,0.567950,-0.099986,0.015563,0.300000,0.300000,-0.050000,-0.050000
-0.033857,0.020783,-0.011038,0.062551,-0.024344,-0.022085,0.106206,-0.166325,0.417630,1.913262,2.035442,-0.495063,-0.501548,-0.404857,-0.694600,0.224896,-0.197767,-0.240735,0.016931,-0.249259,0.387627,0.608032,0.571796,-0.099990,0.015716,0.300000,0.300000,-0.050000,-0.050000
-0.022146,0.030174,-0.012224,0.062724,-0.023537,-0.020094,0.106622,-0.164814,0.403649,1.904510,2.025152,-0.473406,-0.480785,-0.403784,-0.689600,0.222056,-0.189256,-0.240565,0.017899,-0.251822,0.389512,0.612675,0.575122,-0.099996,0.015918,0.300000,0.300000,-0.050000,-0.050000
-0.005929,0.043830,-0.012705,0.063375,-0.020842,-0.020752,0.107509,-0.162420,0.384750,1.891832,2.013659,-0.449072,-0.459117,-0.402720,-0.686956,0.219429,-0.180745,-0.240560,0.018620,-0.253496,0.395743,0.615848,0.580248,-0.099998,0.016810,0.300000,0.300000,-0.050000,-0.049999
0.011952,0.058008,-0.013654,0.063707,-0.018206,-0.020763,0.109033,-0.159208,0.364736,1.878553,2.001370,-0.424608,-0.436795,-0.402998,-0.684329,0.217498,-0.172281,-0.240787,0.019324,-0.256265,0.402703,0.621119,0.584865,-0.100000,0.017801,0.300000,0.300000,-0.050000,-0.049897
0.033129,0.073207,-0.015539,0.063401,-0.015694,-0.019475,0.111830,-0.154363,0.342525,1.864099,1.987514,-0.399934,-0.413204,-0.405964,-0.681740,0.216966,-0.163924,-0.241477,0.019993,-0.261220,0.411112,0.630582,0.588457,-0.100000,0.018987,0.300000,0.300000,-0.050000,-0.049593
0.055466,0.090699,-0.015943,0.063207,-0.013492,-0.020648,0.114602,-0.150043,0.321180,1.849035,1.974063,-0.375140,-0.389598,-0.407998,-0.679187,0.215759,-0.156486,-0.242720,0.020887,-0.265895,0.420060,0.637424,0.590846,-0.100000,0.020242,0.300000,0.300000,-0.050000,-0.049181
0.078369,0.109327,-0.015605,0.063069,-0.011448,-0.023053,0.117359,-0.145987,0.300282,1.833676,1.960823,-0.350302,-0.365999,-0.409564,-0.676655,0.214215,-0.149513,-0.244240,0.021892,-0.270427,0.429273,0.642948,0.592631,-0.100000,0.021530,0.300000,0.300000,-0.050000,-0.048715
0.102601,0.128901,-0.015172,0.062007,-0.010529,-0.024099,0.120201,-0.141597,0.280362,1.815808,1.945241,-0.325916,-0.342949,-0.409758,-0.673635,0.211633,-0.144803,-0.245698,0.022854,-0.274703,0.438486,0.646204,0.593066,-0.100000,0.022818,0.300000,0.300000,-0.050000,-0.048250
0.127646,0.148541,-0.014562,0.060632,-0.010197,-0.025242,0.122981,-0.137252,0.260332,1.798930,1.929045,-0.301746,-0.320090,-0.411660,-0.670403,0.208477,-0.140558,-0.247146,0.023834,-0.278426,0.447542,0.648806,0.593596,-0.099999,0.024092,0.300000,0.300000,-0.050000,-0.047789
0.154359,0.168343,-0.013599,0.058629,-0.011039,-0.026581,0.125639,-0.132993,0.240052,1.784007,1.911597,-0.277971,-0.297576,-0.416984,-0.666740,0.204168,-0.137232,-0.248579,0.024849,-0.281050,0.456300,0.650108,0.594315,-0.099998,0.025339,0.300000,0.300000,-0.050000,-0.047337
0.179130,0.188154,-0.012857,0.057226,-0.012010,-0.027125,0.128162,-0.128773,0.221178,1.768549,1.895984,-0.257203,-0.277758,-0.421181,-0.663744,0.199624,-0.135308,-0.249433,0.025821,-0.282900,0.464541,0.650949,0.595567,-0.099997,0.026551,0.300000,0.300000,-0.050000,-0.046911
0.202926,0.207966,-0.012224,0.056124,-0.013044,-0.027272,0.130618,-0.124573,0.203009,1.752827,1.881290,-0.237944,-0.259292,-0.424814,-0.661082,0.194963,-0.134085,-0.249998,0.026770,-0.284362,0.472523,0.651558,0.597086,-0.099997,0.027745,0.300000,0.300000,-0.050000,-0.046497
0.225074,0.226889,-0.011741,0.055479,-0.014055,-0.026822,0.133034,-0.120968,0.187103,1.738918,1.869908,-0.222008,-0.244838,-0.427525,-0.659476,0.189681,-0.134225,-0.249065,0.027824,-0.284816,0.479482,0.652801,0.600219,-0.099995,0.028858,0.300000,0.300000,-0.050000,-0.046165
0.246238,0.245221,-0.011319,0.054581,-0.015398,-0.026416,0.135947,-0.117285,0.172139,1.725912,1.859284,-0.207271,-0.231703,-0.430001,-0.657782,0.184434,-0.134375,-0.247932,0.028945,-0.284982,0.485622,0.653917,0.603390,-0.099977,0.029854,0.300000,0.300000,-0.050000,-0.045970
0.265419,0.262356,-0.011019,0.053181,-0.017405,-0.026098,0.139849,-0.113448,0.159074,1.714725,1.850186,-0.194946,-0.221215,-0.432004,-0.655917,0.179259,-0.134543,-0.246399,0.030198,-0.284571,0.490118,0.654779,0.606636,-0.099927,0.030615,0.300000,0.300000,-0.050000,-0.046050
0.282236,0.277918,-0.010766,0.051510,-0.019292,-0.026599,0.143643,-0.110443,0.148308,1.705691,1.842479,-0.184115,-0.213805,-0.433434,-0.654879,0.174324,-0.134596,-0.244882,0.031640,-0.283651,0.494075,0.657767,0.610068,-0.099722,0.031314,0.300000,0.300000,-0.050000,-0.046201
0.297872,0.292692,-0.010537,0.049704,-0.021118,-0.027509,0.147381,-0.107853,0.138692,1.697734,1.835468,-0.174031,-0.207934,-0.434578,-0.654254,0.169510,-0.134591,-0.243373,0.033175,-0.282476,0.497762,0.661816,0.613593,-0.099438,0.031982,0.300000,0.300000,-0.049999,-0.046386
0.309690,0.304020,-0.010316,0.047434,-0.023213,-0.027045,0.151028,-0.106078,0.131786,1.691175,1.828471,-0.168351,-0.205563,-0.435514,-0.653929,0.164974,-0.135422,-0.241472,0.034674,-0.280878,0.499781,0.663628,0.615773,-0.099181,0.032391,0.300000,0.300000,-0.049999,-0.046870
0.319861,0.314033,-0.010162,0.045526,-0.024962,-0.026825,0.154179,-0.104707,0.125776,1.682738,1.821480,-0.163953,-0.204257,-0.435936,-0.653628,0.160098,-0.136249,-0.239773,0.036116,-0.278473,0.501397,0.665591,0.617711,-0.098786,0.032739,0.300000,0.300000,-0.049970,-0.047408
0.326728,0.321407,-0.010143,0.044348,-0.026018,-0.027092,0.156337,-0.104148,0.121561,1.670542,1.814509,-0.162126,-0.205082,-0.435326,-0.653378,0.154546,-0.137067,-0.238481,0.037443,-0.274456,0.502208,0.667856,0.619161,-0.098116,0.032964,0.300000,0.300000,-0.049881,-0.048056
0.332368,0.326850,-0.009978,0.043278,-0.026977,-0.027069,0.158435,-0.103762,0.118971,1.663619,1.808455,-0.161388,-0.207362,-0.435557,-0.653564,0.150441,-0.138721,-0.236861,0.038745,-0.270668,0.502496,0.668480,0.618512,-0.097564,0.033080,0.300000,0.300000,-0.049903,-0.048875
0.337396,0.331327,-0.009740,0.042262,-0.027888,-0.026902,0.160505,-0.103461,0.117193,1.659330,1.802856,-0.161193,-0.210369,-0.436208,-0.653968,0.147057,-0.140792,-0.235075,0.040033,-0.266993,0.502522,0.668284,0.616813,-0.097070,0.033142,0.300000,0.300000,-0.049981,-0.049779
0.340187,0.333229,-0.009177,0.041995,-0.028898,-0.026259,0.162729,-0.102958,0.118757,1.663828,1.801170,-0.163664,-0.214982,-0.438071,-0.654663,0.145299,-0.142964,-0.232999,0.041109,-0.263820,0.501495,0.665910,0.614179,-0.096770,0.033031,0.300000,0.300000,-0.049992,-0.049912
