joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
-0.719462,-0.303000,-0.232124,-0.518133,-0.324365,-0.194836,-0.346547,-0.132523,-0.303304,0.269735,0.168616,-2.093028,-2.044526,0.037289,-0.116724,0.152097,0.048931,0.000000,0.069497,-0.208819,-0.493164,-0.210889,0.115955,-0.058047,-0.102087,-0.083537,0.000000,-0.071360,0.000000
-0.663917,-0.124324,-0.281731,-0.707095,-0.163478,-0.334834,-0.340333,0.061609,-0.409990,0.281662,0.238177,-2.025895,-2.012425,-0.023402,-0.315616,0.077620,0.173188,0.000000,0.209549,-0.318096,-0.453368,-0.336339,-0.017738,-0.088106,-0.097951,-0.113718,-0.000005,-0.113113,-0.000001
-0.684044,-0.231816,-0.223486,-0.574570,-0.062163,-0.304139,-0.286955,0.081207,-0.343509,0.238979,0.153765,-2.013729,-1.964590,0.035880,-0.196657,0.069552,0.298891,0.000000,0.198904,-0.450386,-0.405005,-0.457522,-0.100264,-0.123685,-0.090177,-0.141298,-0.000025,-0.163380,0.000001
-0.626043,-0.300035,-0.150809,-0.362182,0.076336,-0.200587,-0.246182,0.071106,-0.319935,0.200289,0.091600,-1.931658,-1.863015,0.058903,-0.091577,0.025017,0.452421,0.000000,0.186037,-0.607314,-0.379775,-0.623494,-0.210111,-0.162782,-0.089430,-0.162513,-0.000070,-0.224797,0.000001
-0.518900,-0.294850,-0.100045,-0.176116,0.182782,-0.075927,-0.238428,0.036341,-0.351103,0.184962,0.082800,-1.820777,-1.758558,0.034130,-0.052942,-0.033736,0.557037,0.000000,0.177392,-0.710443,-0.390333,-0.751314,-0.292370,-0.185854,-0.096094,-0.166756,-0.000117,-0.266667,-0.000002
-0.413297,-0.262756,-0.061664,-0.045785,0.277580,-0.015698,-0.211262,0.034738,-0.352568,0.177854,0.028229,-1.636279,-1.611241,0.020225,0.001156,-0.093095,0.621635,0.000000,0.115770,-0.866543,-0.346319,-0.840566,-0.393477,-0.215928,-0.088604,-0.166240,-0.019936,-0.319151,-0.000001
-0.327279,-0.209083,-0.040233,0.025467,0.312256,-0.002526,-0.176995,0.046075,-0.325273,0.159931,-0.030392,-1.408684,-1.461429,0.036914,0.045608,-0.109157,0.652604,0.000000,0.045891,-1.035552,-0.282560,-0.963277,-0.499707,-0.246447,-0.075661,-0.185848,-0.049796,-0.370010,0.000001
-0.279084,-0.139230,-0.040388,0.034023,0.238166,-0.019157,-0.147974,0.050132,-0.270149,0.112191,-0.051230,-1.168834,-1.349670,0.103903,0.055200,-0.037938,0.656136,0.000000,0.012592,-1.176943,-0.233952,-1.191062,-0.597027,-0.270760,-0.065975,-0.250406,-0.079909,-0.406853,0.000000
-0.224130,-0.074510,-0.027959,0.001214,0.157028,-0.017134,-0.132981,0.052186,-0.198977,0.084686,-0.077569,-0.923854,-1.143694,0.123636,0.072147,0.030696,0.657977,0.000000,-0.045177,-1.286867,-0.143857,-1.307063,-0.651443,-0.281096,-0.047169,-0.278313,-0.094800,-0.287780,0.000010
-0.189999,-0.047350,-0.009168,-0.056553,0.109515,0.002544,-0.139579,0.051225,-0.147451,0.091231,-0.096247,-0.796705,-0.946961,0.086253,0.087987,0.062392,0.657430,0.000000,-0.098521,-1.310727,-0.057398,-1.253603,-0.635898,-0.272372,-0.028666,-0.255676,-0.087030,-0.072436,0.000025
-0.132140,0.000059,0.017341,-0.080394,0.087633,0.066081,-0.149024,0.042695,-0.112440,0.079128,-0.058782,-0.648996,-0.732876,0.064429,0.073566,0.075348,0.612154,0.000000,-0.127934,-1.300677,0.054813,-1.188065,-0.488262,-0.256097,-0.001832,-0.224155,-0.044402,-0.000305,0.000658
-0.068445,0.046339,0.024843,-0.085172,0.076303,0.116062,-0.145923,0.043424,-0.085175,0.062823,-0.016096,-0.494803,-0.549045,0.052472,0.049530,0.082740,0.568354,0.000000,-0.143760,-1.262195,0.154939,-1.072252,-0.346133,-0.236386,0.021938,-0.177877,-0.002664,-0.000000,0.004044
-0.016744,0.070177,-0.013367,-0.085810,0.060426,0.095149,-0.114913,0.070251,-0.056850,0.056782,-0.019112,-0.348093,-0.442905,0.044674,0.036533,0.097784,0.572312,0.000000,-0.156424,-1.200999,0.205311,-0.868051,-0.347061,-0.217376,0.031282,-0.110946,0.002475,0.000000,0.012324
0.050065,0.078597,-0.045019,-0.099175,0.012968,0.104907,-0.063822,0.098879,-0.005708,0.040945,-0.046641,-0.188700,-0.272591,0.035821,0.058155,0.111941,0.567185,0.000000,-0.163811,-1.117145,0.194049,-0.644264,-0.391564,-0.194855,0.026717,-0.037977,-0.007239,0.000000,0.005744
0.098568,0.067381,-0.054285,-0.118551,-0.042323,0.140398,-0.018181,0.114971,0.042657,0.023195,-0.084892,-0.096226,-0.123238,0.030327,0.103545,0.118104,0.555351,0.000000,-0.162174,-1.052197,0.126722,-0.512512,-0.457318,-0.180019,0.010517,0.004578,-0.026962,0.000000,-0.012402
0.147079,0.108460,-0.088314,-0.129558,0.012073,0.067493,-0.016378,0.147740,-0.049870,-0.063333,-0.118691,0.050195,-0.338990,0.020016,0.068377,0.153092,0.475961,0.000000,-0.132586,-0.911233,-0.025373,-0.185770,-0.797155,-0.150902,-0.023423,0.093198,-0.139269,0.000001,-0.009572
0.174086,0.154537,-0.093956,-0.133017,0.071458,0.001700,-0.034935,0.156544,-0.131175,-0.133952,-0.121775,0.128468,-0.483786,0.010887,0.021122,0.171734,0.382260,0.000000,-0.107927,-0.771423,-0.130846,0.038365,-1.009876,-0.125172,-0.045701,0.149716,-0.209754,0.000001,-0.000576
0.158068,0.158360,-0.018008,-0.129743,0.031175,0.058498,-0.050423,0.100700,-0.049167,-0.103998,-0.067830,0.016444,-0.121468,0.008930,0.030211,0.128844,0.327380,0.000000,-0.121069,-0.709803,-0.058308,-0.137711,-0.694184,-0.120477,-0.026913,0.095954,-0.103977,0.000000,-0.000210
0.130512,0.154913,0.048024,-0.128570,-0.010019,0.066823,-0.072777,0.036178,0.028862,-0.058988,-0.018725,-0.040335,0.120333,0.012586,0.046793,0.084330,0.243611,0.000000,-0.133615,-0.641669,-0.008553,-0.249501,-0.422321,-0.112843,-0.012107,0.061414,-0.012838,0.000001,0.000036
0.105162,0.145871,0.071085,-0.130045,-0.031509,0.022478,-0.090792,-0.004751,0.063859,-0.021431,0.000969,-0.013434,0.120568,0.020022,0.062555,0.060439,0.172788,0.000000,-0.139248,-0.600915,-0.006477,-0.240980,-0.330193,-0.106056,-0.008687,0.063364,0.018058,0.000001,0.000038
0.078614,0.120753,0.084739,-0.134245,-0.059090,-0.003012,-0.108935,-0.047908,0.086886,0.014603,-0.002307,-0.025360,0.100196,0.029628,0.090803,0.058285,0.106099,0.000000,-0.156179,-0.556355,-0.002259,-0.245455,-0.247386,-0.099376,-0.005055,0.061560,0.046036,-0.000001,-0.000022
0.065543,0.101954,0.076510,-0.131216,-0.080333,0.006370,-0.115119,-0.074040,0.093363,0.034681,-0.005332,-0.041698,0.059789,0.030333,0.103217,0.071064,0.052642,0.000000,-0.172745,-0.513946,0.006652,-0.242034,-0.183137,-0.093046,-0.001041,0.062360,0.068600,-0.000002,-0.000068
0.080584,0.111802,0.033855,-0.110914,-0.082773,0.066661,-0.097180,-0.063862,0.078658,0.024348,0.015098,-0.027998,-0.000165,0.011040,0.071403,0.091937,0.021433,0.000000,-0.177184,-0.479290,0.022817,-0.209656,-0.146511,-0.087246,0.003529,0.072091,0.083230,-0.000001,-0.000026
0.070089,0.108815,0.018288,-0.081115,-0.065233,0.070367,-0.095421,-0.073426,0.079826,0.017583,0.018877,-0.052277,-0.036105,0.001195,0.047642,0.082763,-0.003579,0.000000,-0.180282,-0.460342,0.032485,-0.198285,-0.105500,-0.084033,0.006803,0.074624,0.099627,0.000000,0.000001
0.039321,0.094526,0.037623,-0.056764,-0.036513,0.015632,-0.110783,-0.098006,0.096341,0.017795,0.004125,-0.102440,-0.030059,0.005731,0.043854,0.048173,-0.009886,0.000000,-0.180583,-0.466799,0.030831,-0.213699,-0.080656,-0.085054,0.007147,0.068730,0.109644,0.000000,0.000001
0.016165,0.074951,0.029764,-0.054212,-0.030118,0.009909,-0.114739,-0.111669,0.124429,0.049800,0.022674,-0.088000,-0.049312,0.015503,0.027005,0.128222,-0.011653,0.000000,-0.178212,-0.357556,0.019939,-0.100106,-0.069115,-0.066669,0.005744,0.103017,0.114312,0.000001,0.000003
-0.004828,0.053237,0.010942,-0.058563,-0.033707,0.017109,-0.112321,-0.116929,0.153382,0.087166,0.047040,-0.069939,-0.074806,0.021213,0.007290,0.209801,-0.010541,0.000000,-0.174710,-0.237226,0.004213,0.021468,-0.065888,-0.046495,0.003287,0.139741,0.115789,0.000001,0.000003
-0.029060,0.032583,-0.002590,-0.054942,-0.034951,0.001164,-0.108580,-0.116306,0.172471,0.103429,0.049728,-0.109240,-0.087472,0.013560,-0.005065,0.179770,-0.008212,0.000000,-0.171655,-0.210624,-0.011922,0.029863,-0.066018,-0.042184,0.000474,0.141147,0.116254,-0.000000,-0.000004
-0.084045,-0.004877,-0.010140,-0.038844,-0.035118,-0.014224,-0.114310,-0.124241,0.216056,0.118354,0.063875,-0.169365,-0.110237,-0.002345,-0.026490,0.156775,-0.021570,0.000000,-0.167403,-0.174743,-0.040526,0.031285,-0.064251,-0.036793,-0.004274,0.139843,0.079232,-0.000001,-0.000006
-0.142239,-0.040387,-0.007927,-0.018324,-0.034119,-0.021349,-0.126623,-0.136742,0.262283,0.124457,0.082389,-0.220187,-0.131687,-0.018540,-0.046256,0.152300,-0.043924,0.000000,-0.164059,-0.147518,-0.067272,0.025018,-0.061461,-0.033016,-0.008579,0.136461,0.023250,0.000000,-0.000001
-0.222367,-0.083516,-0.009356,0.001466,-0.031216,-0.021679,-0.146148,-0.148616,0.308527,0.082451,0.114158,-0.311268,-0.165015,-0.006504,-0.070709,0.094165,-0.065590,0.000000,-0.165961,-0.171765,-0.095199,-0.063325,-0.074495,-0.039183,-0.013403,0.107022,0.002289,0.000000,0.000000
-0.296635,-0.126480,-0.008480,0.011720,-0.028681,-0.026570,-0.164745,-0.158525,0.352263,0.058135,0.146332,-0.391535,-0.198571,-0.005264,-0.094540,0.052761,-0.085766,0.000000,-0.169544,-0.198645,-0.120454,-0.151081,-0.092231,-0.045890,-0.017864,0.078509,-0.000002,0.000002,0.000004
-0.337327,-0.161555,0.000655,0.003658,-0.028772,-0.047383,-0.174263,-0.165110,0.390958,0.117263,0.166085,-0.409971,-0.220709,-0.053849,-0.112465,0.098376,-0.103671,0.000000,-0.171198,-0.179295,-0.139209,-0.155699,-0.103545,-0.043726,-0.021084,0.077832,-0.000007,0.000008,0.000016
-0.385053,-0.184562,0.006347,0.011857,-0.014739,-0.048066,-0.192105,-0.177497,0.454078,0.133368,0.216627,-0.446048,-0.263335,-0.040024,-0.141621,0.138570,-0.127550,0.000000,-0.171579,-0.157299,-0.155777,-0.161515,-0.106955,-0.041167,-0.023596,0.077873,-0.000006,0.000008,0.000015
-0.415936,-0.183995,0.005753,0.032217,0.006408,-0.028277,-0.209339,-0.189480,0.510046,0.098404,0.272694,-0.481699,-0.305128,0.029303,-0.167431,0.153257,-0.145465,0.000000,-0.170478,-0.143626,-0.161869,-0.165613,-0.100748,-0.039488,-0.024144,0.078601,0.000001,0.000002,0.000000
-0.417211,-0.199951,0.008263,0.036003,-0.001056,-0.031481,-0.206865,-0.182962,0.545623,0.222898,0.254014,-0.459167,-0.290808,-0.051370,-0.172655,0.154471,-0.129080,0.000000,-0.168976,-0.129532,-0.158939,-0.152835,-0.087589,-0.036922,-0.023672,0.083829,0.000003,-0.000000,-0.000004
-0.420892,-0.221674,0.015211,0.027425,-0.013682,-0.053269,-0.214436,-0.178243,0.562738,0.344366,0.204873,-0.431749,-0.252640,-0.158421,-0.163358,0.144060,-0.106367,0.000000,-0.166859,-0.118914,-0.155260,-0.134300,-0.071640,-0.034562,-0.023213,0.090449,0.000002,-0.000002,-0.000006
-0.458633,-0.238203,0.027913,0.010674,-0.008000,-0.089171,-0.261615,-0.195482,0.562824,0.299931,0.169450,-0.452419,-0.222711,-0.167991,-0.145471,0.123760,-0.105232,0.000000,-0.163782,-0.115591,-0.158984,-0.121042,-0.057022,-0.033476,-0.023778,0.095279,0.000004,-0.000008,-0.000012
-0.476728,-0.232800,0.024100,-0.006394,-0.004955,-0.094632,-0.295659,-0.208744,0.550802,0.268701,0.136524,-0.439535,-0.199188,-0.172535,-0.110437,0.099414,-0.092985,0.000000,-0.161449,-0.103928,-0.161699,-0.110964,-0.040068,-0.031031,-0.024184,0.098254,0.000004,-0.000007,-0.000011
-0.466197,-0.208217,0.005684,-0.015227,-0.006079,-0.066925,-0.299558,-0.211421,0.532812,0.266412,0.122616,-0.399630,-0.193899,-0.169833,-0.075832,0.083242,-0.075778,0.000000,-0.161062,-0.089787,-0.162075,-0.109136,-0.029284,-0.028456,-0.024230,0.097903,0.000001,-0.000001,-0.000002
-0.409923,-0.155335,-0.005029,-0.033346,-0.018009,-0.038860,-0.291765,-0.216487,0.479873,0.269473,0.086212,-0.321747,-0.137363,-0.204449,-0.037888,0.055962,-0.054246,0.000000,-0.151452,-0.087123,-0.154676,-0.092869,-0.002116,-0.026993,-0.022932,0.056683,-0.000001,0.000008,0.000008
-0.320946,-0.088092,-0.008052,-0.045148,-0.025733,-0.012390,-0.279643,-0.220865,0.404988,0.262168,0.044316,-0.224131,-0.055727,-0.243923,-0.023396,0.028598,-0.029221,0.000000,-0.144671,-0.089101,-0.141246,-0.070176,0.026603,-0.026009,-0.020747,0.012992,-0.000001,0.000010,0.000010
-0.212287,-0.020375,-0.003413,-0.035055,-0.014247,0.010568,-0.270604,-0.221526,0.321168,0.228837,0.013906,-0.124965,0.024933,-0.255878,-0.059126,0.012146,-0.001507,0.000000,-0.152797,-0.088900,-0.123546,-0.049062,0.042072,-0.024879,-0.018136,0.005192,0.000001,-0.000005,-0.000005
-0.055769,0.066250,-0.000561,-0.028288,-0.001522,0.036940,-0.253119,-0.213486,0.209016,0.176269,-0.000775,0.024501,0.141834,-0.229268,-0.080790,-0.000243,0.037067,0.000000,-0.156136,-0.083830,-0.094086,-0.015882,0.049320,-0.022494,-0.013986,0.000005,0.000001,-0.000010,-0.000011
0.070541,0.128555,-0.000922,-0.028220,0.006090,0.053559,-0.235819,-0.200679,0.124400,0.130624,0.007552,0.149694,0.236613,-0.177316,-0.077537,-0.002393,0.067244,0.000000,-0.152964,-0.076394,-0.067529,0.012816,0.044724,-0.020037,-0.010361,0.000002,0.000001,-0.000003,-0.000003
0.208499,0.223161,-0.013375,-0.035384,0.017500,0.058929,-0.193300,-0.144613,0.013664,0.017983,-0.058025,0.287400,0.353465,-0.119470,-0.057757,0.015041,0.102095,0.000000,-0.146831,-0.083503,-0.030844,0.049657,0.014909,-0.019884,-0.005742,0.000001,0.000001,-0.000000,0.000000
0.338111,0.324860,-0.030392,-0.037329,0.031669,0.051334,-0.146605,-0.079960,-0.094434,-0.112718,-0.145432,0.411153,0.462401,-0.060588,-0.035393,0.036558,0.134497,0.000000,-0.140980,-0.093367,0.005969,0.087041,-0.024876,-0.020251,-0.001257,0.000000,0.000000,0.000000,0.000001
0.439261,0.408356,-0.044435,-0.021606,0.047547,0.029047,-0.116779,-0.041405,-0.171066,-0.212455,-0.202575,0.494359,0.533315,-0.005565,-0.024393,0.046652,0.157293,0.000000,-0.138642,-0.094189,0.032885,0.117332,-0.059353,-0.019353,0.001964,0.000000,-0.000001,0.000000,0.000001
0.573310,0.529874,-0.072840,-0.022474,0.048472,0.050503,-0.053114,0.013764,-0.255846,-0.296950,-0.244936,0.614919,0.613972,0.033044,-0.013702,0.039492,0.175077,0.000000,-0.138410,-0.098518,0.064690,0.169615,-0.101832,-0.017963,0.005850,0.000000,-0.000001,0.000000,0.000001
0.673433,0.628843,-0.101426,-0.039509,0.034002,0.104986,0.012504,0.057945,-0.306462,-0.324059,-0.251433,0.712775,0.664289,0.035932,-0.008674,0.018679,0.179030,0.000000,-0.140465,-0.104230,0.085498,0.217807,-0.131097,-0.016783,0.008460,-0.000001,0.000000,0.000000,0.000002
0.817256,0.724112,-0.087186,-0.072541,0.032680,0.029740,0.025922,0.077798,-0.469364,-0.373596,-0.335819,0.849404,0.743792,-0.071763,0.009549,-0.033614,0.171522,0.000000,-0.137780,-0.097504,0.193040,0.274186,-0.014856,-0.012754,0.029598,0.000000,0.000001,-0.000000,0.004427
0.941368,0.796291,-0.064517,-0.103451,0.033877,-0.051164,0.022252,0.089815,-0.618533,-0.441259,-0.427061,0.961648,0.823648,-0.159594,0.033304,-0.092450,0.163046,0.000000,-0.130022,-0.086531,0.293055,0.305665,0.102818,-0.008816,0.049470,0.000001,0.000001,0.000000,0.008441
0.982543,0.826190,-0.067859,-0.114108,0.026984,-0.013556,0.036563,0.110482,-0.627948,-0.522885,-0.454196,0.986555,0.875289,-0.096983,0.054915,-0.132844,0.164195,0.000000,-0.116922,-0.079555,0.291216,0.279185,0.077702,-0.007919,0.048267,-0.000001,-0.000001,0.000003,0.007203
1.044321,0.839833,-0.076092,-0.139924,0.000524,0.062181,0.066631,0.148334,-0.665393,-0.601491,-0.527394,0.954761,0.933899,-0.100979,0.093354,-0.169430,0.155663,0.000000,-0.101825,-0.122179,0.286514,0.366007,0.070660,-0.011980,0.047073,-0.000001,-0.000001,0.000004,0.006094
1.096066,0.830589,-0.085106,-0.168032,-0.032273,0.138150,0.097432,0.184475,-0.712343,-0.637901,-0.610197,0.882390,0.970383,-0.169668,0.129430,-0.183960,0.141743,0.000000,-0.092302,-0.193119,0.281399,0.522827,0.085282,-0.018970,0.046502,0.000000,-0.000001,0.000003,0.005670
1.078732,0.855670,-0.038054,-0.173093,-0.057056,0.114966,0.081336,0.165214,-0.704379,-0.692570,-0.658596,0.852122,0.979295,-0.121716,0.143138,-0.223349,0.100509,0.000000,-0.071108,-0.203465,0.268812,0.499074,0.092961,-0.021238,0.044971,0.000000,-0.000001,-0.000001,0.003808
1.023680,0.880266,0.033421,-0.165728,-0.073085,0.044984,0.038400,0.118687,-0.667840,-0.721776,-0.691664,0.826743,0.976525,-0.040873,0.142920,-0.264087,0.050577,0.000000,-0.052411,-0.183196,0.247895,0.397724,0.102746,-0.020788,0.042176,0.000000,0.000001,-0.000004,0.000513
0.962543,0.869719,0.097583,-0.156594,-0.079597,-0.019359,-0.011261,0.073107,-0.629234,-0.681895,-0.728524,0.769281,0.978147,-0.010978,0.137244,-0.282660,0.010652,0.000000,-0.050418,-0.162332,0.217874,0.321913,0.123678,-0.019622,0.037825,0.000000,0.000001,-0.000002,-0.004203
0.922408,0.871073,0.098678,-0.156371,-0.099684,0.011137,-0.029416,0.062553,-0.604542,-0.618950,-0.679734,0.716838,0.881123,0.006036,0.116678,-0.288841,-0.030080,0.000000,-0.047846,-0.135377,0.182750,0.251770,0.148688,-0.017306,0.033414,0.000000,0.000000,-0.000000,-0.008654
0.923471,0.883790,0.036171,-0.165196,-0.123327,0.121244,-0.006995,0.092308,-0.606194,-0.564495,-0.569764,0.695732,0.734054,0.001679,0.091514,-0.279591,-0.051277,0.000000,-0.045984,-0.115819,0.160103,0.222370,0.165302,-0.014999,0.031151,0.000000,0.000000,0.000001,-0.010618
0.831818,0.835300,0.041077,-0.186485,-0.127928,0.139828,-0.018084,0.092128,-0.520620,-0.485557,-0.522494,0.620404,0.584389,0.020670,0.073387,-0.259075,-0.078551,0.000000,-0.045627,-0.094211,0.132094,0.170018,0.174445,-0.013423,0.027799,0.000000,0.000000,0.000001,-0.007694
0.715208,0.766464,0.067081,-0.193533,-0.123091,0.112389,-0.028639,0.073748,-0.412588,-0.413427,-0.509724,0.529311,0.455398,0.041766,0.058873,-0.233268,-0.101999,0.000001,-0.044790,-0.076818,0.105284,0.118379,0.170502,-0.012705,0.024124,0.000000,0.000000,-0.000001,-0.003444
0.641977,0.718769,0.067880,-0.159782,-0.118531,0.084581,-0.004611,0.048975,-0.347194,-0.379691,-0.503573,0.461318,0.370626,0.043756,0.044586,-0.208328,-0.111814,0.000001,-0.041524,-0.069952,0.086297,0.091192,0.147988,-0.012979,0.020910,0.000000,0.000000,-0.000001,-0.001436
0.558110,0.653049,0.071078,-0.133071,-0.112069,0.068449,0.004241,0.006802,-0.263860,-0.308573,-0.460780,0.376352,0.265150,0.046474,0.019328,-0.181182,-0.127086,0.000000,-0.039616,-0.059188,0.066742,0.061290,0.115281,-0.012721,0.017576,0.000000,0.000000,-0.000001,-0.000067
0.505406,0.602018,0.075062,-0.126715,-0.106913,0.072034,-0.006498,-0.031688,-0.204183,-0.235572,-0.402665,0.316799,0.191633,0.048549,-0.004280,-0.165362,-0.140154,0.000000,-0.040009,-0.049894,0.056381,0.043604,0.088710,-0.012059,0.015784,0.000000,0.000000,-0.000001,-0.000021
0.425430,0.507172,0.070710,-0.106895,-0.115192,0.081966,-0.010328,-0.077726,-0.105673,-0.121179,-0.296515,0.228364,0.100265,0.041313,-0.029601,-0.143033,-0.145219,0.000001,-0.042077,-0.034355,0.049409,-0.001025,0.061426,-0.011392,0.014612,0.000000,0.000000,0.000000,0.000001
0.337794,0.403769,0.062391,-0.083317,-0.123485,0.082042,-0.010280,-0.116975,0.000503,-0.007489,-0.179517,0.133520,0.006287,0.008824,-0.054546,-0.113291,-0.140242,0.000060,-0.042478,-0.013649,0.041564,-0.040901,0.029932,-0.009746,0.013053,0.000000,0.000000,0.000001,0.000004
0.261950,0.326864,0.054417,-0.065641,-0.118255,0.055976,-0.009362,-0.134905,0.082999,0.063193,-0.088882,0.054786,-0.074881,-0.064839,-0.076921,-0.075180,-0.123046,0.000239,-0.037832,0.011127,0.028570,-0.044230,-0.009240,-0.006138,0.010095,0.000001,0.000001,-0.000001,-0.000011
0.148808,0.214174,0.036429,-0.046753,-0.115558,0.029855,0.007366,-0.139351,0.197177,0.155333,0.015262,-0.054669,-0.192016,-0.119557,-0.104579,0.002439,-0.102358,0.012109,-0.028721,0.065704,0.002839,-0.019282,-0.075793,0.003255,0.004394,0.000001,0.000001,-0.000001,-0.000014
0.055093,0.122225,0.017450,-0.036134,-0.116801,0.016783,0.031536,-0.128148,0.285953,0.222865,0.080758,-0.140055,-0.286549,-0.127959,-0.123714,0.080702,-0.088589,0.029734,-0.019722,0.122785,-0.022743,0.021440,-0.136431,0.013733,-0.001193,0.000000,0.000000,0.000003,-0.000004
-0.072286,0.009272,-0.002161,-0.010417,-0.103157,0.005900,0.043032,-0.129531,0.407463,0.275257,0.186199,-0.267789,-0.378167,-0.092422,-0.148159,0.089508,-0.079353,0.063776,-0.013935,0.139926,-0.043455,0.011092,-0.162490,0.016035,-0.005060,-0.000001,-0.000001,0.000052,0.000004
-0.195540,-0.101853,-0.021164,0.009878,-0.084003,-0.003532,0.044383,-0.131075,0.524121,0.310394,0.284570,-0.392751,-0.461987,-0.059445,-0.170420,0.077343,-0.076815,0.092509,-0.011516,0.136744,-0.061371,-0.017911,-0.176887,0.014283,-0.008092,-0.000001,-0.000003,0.000074,0.000006
-0.277042,-0.188419,-0.038341,0.004241,-0.068771,-0.012259,0.038158,-0.120427,0.598695,0.326371,0.329065,-0.470092,-0.533455,-0.075576,-0.183108,0.092793,-0.083178,0.094265,-0.012622,0.132977,-0.078619,-0.033145,-0.202684,0.012614,-0.011184,-0.000001,-0.000002,-0.000005,0.000000
-0.385859,-0.305557,-0.051636,-0.004496,-0.052409,-0.026585,0.025515,-0.107440,0.698775,0.359690,0.384298,-0.569961,-0.620772,-0.102594,-0.205524,0.114909,-0.092317,0.073890,-0.016478,0.126605,-0.098976,-0.058213,-0.229633,0.009963,-0.014689,0.000000,0.000000,-0.000049,-0.000003
-0.467801,-0.394921,-0.054420,-0.011962,-0.043067,-0.039382,0.012751,-0.098594,0.774517,0.393754,0.422767,-0.642627,-0.680434,-0.127010,-0.226501,0.132665,-0.099677,0.041534,-0.021158,0.120803,-0.112300,-0.080638,-0.244299,0.007652,-0.016859,0.000001,0.000001,-0.000038,-0.000003
-0.603677,-0.521382,-0.035947,0.020219,-0.021075,-0.099564,-0.031986,-0.112483,0.862823,0.388533,0.490129,-0.754822,-0.722821,-0.103571,-0.243874,0.159599,-0.116288,-0.035203,-0.019406,0.117849,-0.133878,-0.146699,-0.257339,0.004020,-0.020438,0.000001,0.000001,-0.000023,-0.000002
-0.734337,-0.639385,-0.017903,0.057999,-0.001308,-0.148263,-0.082556,-0.126584,0.937469,0.390834,0.573581,-0.856780,-0.760911,-0.070712,-0.258315,0.185498,-0.139376,-0.101145,-0.015085,0.110714,-0.156184,-0.216806,-0.265554,-0.000477,-0.023955,-0.000001,0.000001,-0.000010,-0.000001
-0.800688,-0.703420,-0.022004,0.067287,0.001336,-0.126594,-0.112772,-0.118391,0.972434,0.447571,0.660363,-0.898869,-0.807871,-0.066944,-0.270550,0.200176,-0.166174,-0.101075,-0.012073,0.092416,-0.171711,-0.251335,-0.265823,-0.005380,-0.025947,-0.000004,-0.000001,-0.000003,0.000000
-0.897484,-0.773823,-0.021812,0.090822,0.018833,-0.160360,-0.154103,-0.130875,1.050864,0.472078,0.761041,-0.894148,-0.868891,0.005140,-0.284526,0.216195,-0.190840,-0.084655,-0.002710,0.120031,-0.188157,-0.358784,-0.286046,-0.004543,-0.028440,-0.027473,-0.000005,0.000012,0.000001
-0.976129,-0.815232,-0.017422,0.116806,0.042418,-0.232623,-0.185834,-0.157761,1.133331,0.452015,0.825107,-0.844851,-0.913292,0.109444,-0.293198,0.225503,-0.201001,-0.060096,0.008317,0.179708,-0.197262,-0.485294,-0.316046,0.001613,-0.030182,-0.068645,-0.000008,0.000027,0.000000
-1.082028,-0.884571,-0.032843,0.127769,0.052384,-0.174793,-0.172260,-0.148321,1.183603,0.419021,0.827408,-0.942646,-0.999682,0.264379,-0.277543,0.258040,-0.236136,-0.025945,0.016004,0.171528,-0.218849,-0.542650,-0.317436,-0.002653,-0.032907,-0.082748,0.000001,0.000000,-0.000000
-1.159091,-0.969015,-0.049357,0.116178,0.043467,-0.058198,-0.137078,-0.117499,1.200030,0.411826,0.767273,-1.045511,-1.040891,0.356957,-0.194246,0.282650,-0.265640,0.000000,0.013668,0.131204,-0.265489,-0.568639,-0.338767,-0.011382,-0.040418,-0.083307,-0.004327,-0.000027,-0.000001
-1.149768,-1.054546,-0.048201,0.074324,0.010335,0.046091,-0.103737,-0.080027,1.179335,0.468549,0.642848,-1.010093,-0.948366,0.273912,0.000452,0.267823,-0.258588,0.000000,-0.005394,0.094218,-0.349474,-0.600354,-0.428160,-0.018613,-0.056474,-0.083757,-0.017343,-0.000012,-0.000000
-1.117499,-1.057345,-0.039828,0.051283,0.022183,0.056598,-0.117583,-0.071136,1.110861,0.532535,0.557715,-0.963669,-0.844219,0.163772,0.101021,0.235646,-0.233487,0.000000,-0.012717,0.037274,-0.384372,-0.568248,-0.448665,-0.026101,-0.063165,-0.071711,-0.012638,-0.000001,0.000000
-1.078977,-0.976467,-0.028442,0.058629,0.073138,-0.031999,-0.171794,-0.095339,1.029392,0.572038,0.554812,-0.929949,-0.780987,0.081711,0.057095,0.202325,-0.202998,0.000000,-0.004631,-0.011132,-0.352865,-0.488617,-0.390187,-0.030111,-0.057167,-0.053222,0.007443,0.000000,0.000000
